"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",1,1.65343915343915,1.65343915343915,NA,0,0,0,1,2,0.152659541091702,0.152659541091702,0.127558671710214,0.180395203530882,0.0128853716807773,0.0128853716807773,0.875,1,0.1,0.1,NA,0,0,0,1,3,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",NA,NA,NA,NA,NA,NA,NA,NA,3,0.28699128875789,0.278265755511849,0.104013637226142,0.21010101010101,-0.000236643968137999,-0.000484006734006731,1.01084735576923,4,0.446775253615761,0.120556456947162,0.478619028727151,0.825094919383624,-0.0852322905901271,-0.0453252769478269,1.00193329869597,2,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",3,0.127286145688474,0.136424400532278,0.0508988336045335,0.0379067588013459,-0.00771185311926734,-0.00749697503717344,1.85,12,0.0080175655151243,0.00187406419721586,0.0118105158241707,0.0162705882352941,0.000210924044877502,0.000249847914120854,0.979457050151153,10,0.0369506464020922,0.00390804874087733,0.0644466272069199,0.0880122460142068,0.0173094471035215,0.0153298304601248,0.428783532024392,1,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,7,0.308787096761476,0.315789473684211,0.0996152963846571,0.0580281690140845,-0.00773672079574663,-0.00773672079574663,1.6,2,0.325,0.325,0.0353553390593274,0.05,0.0080188679245283,0.0080188679245283,0.757142857142857,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",57,0.418245117246549,0.294523264476134,0.288101214343889,0.55,-0.0932782649751746,-0.0667549637112899,1.34536571730418,34,0.499427645573811,0.5,0.222744357925482,0.266666666666667,0.0044578145558809,0.0229188953342087,0.857142857142857,50,0.540506344359593,0.623861491467909,0.236367640901895,0.411538461538462,0.0593526958204882,0.0120059468152846,1.1977116005816,2,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,0.733547932101136,0.733547932101136,Inf,0,0,0,1,3,0.495226560830709,0.499641781769923,0.164224773851009,0.237317264076137,0.0544121902634846,0.0464818393235963,0.621694620633261,7,0.242548380858641,0.272337108057091,0.153947247184701,0.19047619047619,-0.0190960799321539,-0.0295199068205632,0.916174424638865,2,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",1,0.5,0.5,NA,0,0,0,1,7,0.367677050151734,0.445276963965739,0.18684223608386,0.127622377622378,0.0276922934140153,0.0256292980869564,0.994338534683975,15,0.397363212450668,0.391486463461686,0.230599324979065,0.363404977375566,0.00772357492380038,0.0183522016310684,0.788945924777251,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",1,0.6,0.6,NA,0,0,0,1,11,0.476709727380735,0.478991596638655,0.0957493873429037,0.14421768707483,-0.00382802306599361,-0.00442171576015621,1.09411764705882,6,0.451780626780627,0.418518518518519,0.0744420187217736,0.111111111111111,-0.00640624373018739,-0.0047008547008547,1.70416666666667,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",47,0.525258960463532,0.576637846091424,0.272298602023042,0.400000000000001,0.0502038461257204,0.0661012527259545,0.587918565057142,43,0.520473614016158,0.503328261669567,0.219974257771806,0.287037037037037,0.00328021805569498,-0.000244269315754076,0.725321591271979,60,0.521301875709739,0.552630364019549,0.235293864229326,0.333333333333334,-0.00167092570334359,-0.000323283739189328,1.13636363636364,2,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",6,0.493752534816445,0.423531828634522,0.290267147134778,0.176881493506494,-0.0107982314953735,-0.0107982314953735,0.90625,5,0.406363636363636,0.404761904761905,0.0176414229790654,0.0166666666666667,0.0041784730421094,0.0041784730421094,0.833333333333333,7,0.500211068999028,0.428571428571429,0.208362069816179,0.18277,-0.00196192844139667,-0.00196192844139667,0.928571428571428,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",4,0.691966834092336,0.694136941187884,0.0989137759892195,0.12715724788071,0.00216666416043501,-0.0240965089032785,0.89634001000743,NA,NA,NA,NA,NA,NA,NA,NA,1,0.641025641025641,0.641025641025641,NA,0,0,0,1,2,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",4,0.392241379310345,0.316666666666667,0.235833714397316,0.158908045977012,0.00303433833711378,0.00303433833711378,0.706,13,0.406696955953427,0.376458664723902,0.161917118072428,0.133333333333334,-0.00221427031011561,-0.0023468401517182,1.35543947164162,9,0.330618898659739,0.297232987908208,0.123526229582969,0.0975,0.0156012299796311,0.0158508898508899,1.21936908464254,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,3,0.628541823408912,0.627000045202678,0.212677479283433,0.276855244603989,0.0657541313175727,0.0805185770104966,0.728649566240228,4,0.411236566491127,0.389671183427899,0.452011649435828,0.740082573310558,-0.0587547161692037,-0.0587547161692037,1.4625,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,0.25,0.25,NA,0,0,0,1,2,0.59756584197925,0.59756584197925,0.340009445861847,0.480845969672785,-0.0114487135636377,-0.0114487135636378,1.05,3,0.683348790177376,0.678452671820993,0.356546806843078,0.513348843751758,0.00717362465317667,0.0142512545178949,0.984094448943991,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",6,0.540719170595401,0.597279650080741,0.11138930486417,0.216735964462291,0.01225289531395,0.0119684162649167,NA,3,0.338766433495178,0.256245632394902,0.348117633442099,0.172727485874504,-0.0745974792698306,-0.112346352239916,3.00328025444392,7,0.225999261497123,0.102360473241196,0.422250262567492,0.336666666666667,-0.0423872824527223,-0.0879242019682207,1.89788908973152,0,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,0.348681845969918,0.484,0.294566202494166,0.544520111111111,-0.0741942077974856,-0.0748414147683248,0.992211622733315,1,0.06,0.06,NA,0,0,0,1,4,0.566704331869363,0.5565669367519,0.286131711198763,0.196190476190476,0.0416605234140344,0.048989501312336,0.736283073738541,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",32,0.349740512051824,0.314092315079339,0.228563458261559,0.3225,-0.0238445114333769,-0.089804682990956,0.305022372567058,55,0.312207297297895,0.300006442010268,0.222010347413048,0.29212754012548,0.0217665636261805,0.00823889204986604,1.2,47,0.356297196764889,0.333279473294574,0.233804303265257,0.3125,-0.012553375647887,0.0288682107431036,0.635152509935205,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.8,0.8,NA,0,0,0,1,2,0.323067963699704,0.323067963699704,0.0258100168045869,0.0365008758101243,-0.00321639776873983,-0.00405565286779159,1.39292525625216,3,0.325177709966957,0.327915823729497,0.279770464419473,0.395238095238095,-0.0432213140003293,0.0236199622711532,1.22124307843003,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,0.0716827580781202,0.0720393075087586,0.0135572983340447,0.0247844992095555,-0.000934541624728998,-0.000246675309271956,0.997752438086351,4,0.204978957266387,0.19147051957479,0.0684758987027966,0.0840125020512606,-0.00457250741186241,-0.00457250741186241,1.16666666666667,3,0.19534322204176,0.167268103682201,0.180468233284472,0.264444444444444,0.0324417286504374,0.0321144037942627,0.856863106315921,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",2,0.438183197882316,0.438183197882316,0.315464725986038,0.446134493939767,-0.165805981802954,-0.152809846349448,2.86774283649506,5,0.353505969639083,0.349745801443322,0.21723582466527,0.304263707744741,0.00825041144463021,0.00636137636249597,0.8,18,0.368743251974766,0.342968694676742,0.228424305502155,0.366666666666667,-0.0161624582688711,-0.0139289186344746,0.954886529580283,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",11,0.134594841207783,0.102830951529887,0.113373611139563,0.23215947475562,0.0495080579235041,0.0446123209013634,0.22688315236494,4,0.303564712724467,0.337112429314564,0.204142792469618,0.275,-0.0480115810275169,-0.0255279059565287,0.725517224864082,5,0.105708493637427,0.0736227478654912,0.113500123220842,0.193244035562633,0.0146175856176595,0.0197611925567024,0.929514609466507,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",42,0.500401707050898,0.482013894772362,0.220754092663457,0.309523809523809,0.0130616232539064,0.00987844299683516,0.405447091659434,48,0.337833012826378,0.382069339903265,0.198689665495361,0.350427350427351,0.014826346990411,0.0127304189605534,0.866666666666667,60,0.491680129445575,0.572653247625103,0.185757351680649,0.225260416666666,-0.0205446575672641,-0.0192249836279608,1.06391119329328,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",49,0.367098519419469,0.4,0.192418232855024,0.158730158730158,-0.000296296314516598,0.00528675378425926,1.81818181818182,18,0.2535468179352,0.231039246832105,0.194028912120082,0.217948717948718,-0.0081084317384113,-0.0117851902935643,1.18357745203749,59,0.35865641934684,0.382487009474908,0.198788768846975,0.275,-0.0260406229009085,-0.0117817930246676,1.1135297914094,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",38,0.553081447772922,0.618186462653466,0.150473081784381,0.141838077516924,-0.0221533854600353,0.0288628760929325,0.732454814157893,37,0.455457663379859,0.445662106414233,0.269842836652028,0.415714285714286,-0.00918187686072244,-0.0169743343641622,1.0762512424535,52,0.508833098199317,0.553809450196633,0.141310380406849,0.183225932066728,-0.00951794746703424,0.0014111300925001,0.948727959873306,3,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",20,0.442639869670294,0.455021445561372,0.186219993792774,0.328959775676815,-0.0572690509721952,-0.0588435805373158,1.0637552303444,26,0.604395856592395,0.529734784302333,0.338652217910256,0.335714285714286,0.0381641637688834,0.0086382078093178,0.642372024655818,32,0.556134162966511,0.591572863739117,0.209703309252552,0.283333333333333,-0.0215305063280743,-0.0295506616022777,1.13780044751296,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",2,0.400987469574697,0.400987469574697,0.564288932084272,0.798025060850607,0.0970571019953441,0.0970571019953441,0.804347826086957,10,0.238266889146634,0.181172506869198,0.162030998349525,0.21622619047619,0.0326905281763275,0.0235755754475703,0.666666666666667,5,0.478325923708392,0.575818363239398,0.29577982650109,0.307142857142857,-0.103741551915701,-0.0881866659402128,1.13224929557548,9,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",4,0.312103068235599,0.303750940908002,0.265064058435885,0.4,0.00778890294274842,0.00517206497174234,0.957630480748888,12,0.377786232943752,0.353448362564997,0.212224842043453,0.223684210526316,-0.00665737928447539,-0.00647908711283803,0.901468095910777,4,0.506243472839513,0.634164368634183,0.290943951329188,0.569166916666667,0.0669107204445148,0.062759215503876,0.853148523120475,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,3,0.550438446754824,0.516597077225234,0.482336071383826,0.713391136801541,0.163851229980594,0.201376302649844,0.652057743386445,3,0.8299082242356,0.902046055829342,0.216560457653135,0.404580152671756,-0.0719134835768669,-0.0711595070598214,1.05689009959474,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominica","Dominica2010",1,0.473186119873817,0.473186119873817,NA,0,0,0,1,8,0.423510489306296,0.459402009140685,0.114502745487245,0.077685620300752,-0.0284499547730653,-0.0284499547730653,1,6,0.526640503589218,0.525638303927148,0.101036685448144,0.179486535803724,0.00447553832668878,0.00447553832668879,0.59,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",10,0.488999236838949,0.477817399738625,0.208925216981923,0.200856082916044,0.0522742061731685,0.0539347148974343,0.430327868852459,1,0.417433381632695,0.417433381632695,NA,0,0,0,1,9,0.375055655290289,0.365510746027965,0.18539546119459,0.296951918377068,0.0136720258108221,0.0129987057060208,0.826923076923077,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",3,0.169069507265856,0.153953503549084,0.0439162436081835,0.0772241745182922,-0.026127465529468,-0.0245525150508137,0.962372412171979,19,0.211922163018379,0.215465674136719,0.13138942990833,0.22460591362746,0.000471427264690627,0.00123784016802905,1.55502071255206,10,0.132686705090828,0.0694393422154531,0.122976128845061,0.205555555555556,-0.0200054575435866,-0.020313951454904,1.06800237329298,1,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
