"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",68,0.49087848443297,0.45,0.274198359669126,0.443466486120514,0.00792663580210211,0.0227887679422338,1.61805252586885,31,0.368551555031947,0.322427443255054,0.279105706356876,0.316334429787349,-0.0847426569014224,-0.164704915479014,1.96922036816553,0,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,0.302783938831503,0.384424719598637,0.180685299151628,0.28095734106317,-0.0196683938496449,0.000561709727179138,1.2183112782358,1,0.363718948720358,0.363718948720358,NA,0,0,0,1,2,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",3,0.419909665050646,0.451831355645175,0.465887556102839,0.671666666666667,0.0696059108023625,0.0621230158730159,0.76907205958974,23,0.576378535478872,0.611776263274934,0.181375050777952,0.333333333333333,0.0686731534969252,0.0475482323150914,0.32819539170536,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",49,0.344838573229108,0.399635003450772,0.221478168532272,0.365001902850136,-0.189187297182831,-0.198949805611233,0.882105258172412,89,0.37095789047802,0.4,0.198308839876876,0.334234234234235,-0.0118596583618311,0.0220324156648539,1.16724536439328,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,0.502807229146988,0.532321071681118,0.155920454326238,0.320316740433127,0.0915651297889481,0.0984753392826247,0.0693205615582511,8,0.363301591739097,0.364143750982307,0.33630733770119,0.521702002355713,0.0692354306475541,0.14917240109393,1,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",8,0.53765675034947,0.519217237492328,0.157560377444169,0.109623430962343,0.0465507236980515,0.0575030737973428,13.538381705664,8,0.209325836232396,0.223615734422705,0.13679820870118,0.195970695970696,-0.0841167567244007,-0.054810860189179,1.41878405007874,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",50,0.438044843292913,0.4,0.150002458383449,0.1,-0.00699081107695132,-0.0111055543166588,0.665168017071252,81,0.362009443214776,0.34233236215796,0.210851548211913,0.35,-0.0542652677232385,-0.0974996748172845,0.992550009194309,7,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",7,0.28740372664437,0.277524131145351,0.14150094574508,0.0833333333333334,0.0629236212672863,0.0184368282493466,0.405397881108691,10,0.52978992664939,0.602189193691782,0.228091191191717,0.408932692307692,0.0524971501109112,0.0757382342410751,2.63471574866829,3,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,0.407652414220431,0.4,0.182132516052225,0.288235294117647,0.013013331700358,-0.0225070357263006,NA,7,0.367139332332491,0.257273923107181,0.20392485318477,0.326094429030912,0.192150089494171,0.183438774743593,1.70336303855301,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.238095238095238,0.238095238095238,Inf,0,0,0,1,4,0.368938087960622,0.420614958739913,0.141572852316876,0.193939393939394,-0.0778588566871049,-0.0910886957615249,5.81457328241178,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",11,0.363658539626266,0.346012031817511,0.135388270511539,0.216742081447964,0.0723503314449866,0.101061423869642,0.149036530876,2,0.177717002870269,0.177717002870268,0.16877171286811,0.238679245283019,-0.00915701388340194,-0.0091799709724238,1.08538865412221,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",10,0.345322322545394,0.308800006920839,0.161700176079334,0.309316666666667,0.0646719156277713,0.0317660938091475,0.249819900248094,1,0.2,0.2,NA,0,0,0,1,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",1,0.549450549450549,0.549450549450549,NA,0,0,0,1,24,0.543800500713085,0.627410863617891,0.269335739844509,0.192307692307692,0.003686896092986,0.0294879762926891,1.07195286367262,15,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.833333333333333,0.833333333333333,NA,0,0,0,1,5,0.249414608166121,0.304168261643474,0.175118950865983,0.313857677902622,0.0764089519692552,0.071485174628169,0.177777777777778,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",167,0.5827630829173,0.609640297463924,0.166953618410378,0.204918032786885,0.0241444062093152,0.0028400883719665,0.802440718793495,497,0.554510237705444,0.571179232527262,0.153771902484924,0.175,0.0175516572648209,-0.0227482996634252,0.625,12,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",2,0.297790886669622,0.297790886669622,0.00246530568487242,0.00348646873494207,-0.00115727425009101,-0.00154065047816586,10.637434409867,1,0.55,0.55,NA,0,0,0,NA,3,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,0.0222222222222222,0.0222222222222222,NA,0,0,0,1,5,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",1,0.54,0.54,NA,0,0,0,1,1,0.357142857142857,0.357142857142857,NA,5.55111512312578e-17,0,0,1,6,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",4,0.473633520276624,0.455228713494967,0.131306590639652,0.1,0.0593077754784577,0.115819542947203,0.516402292644522,2,0.387497286737573,0.387497286737573,0.0332756132323081,0.0470588235294118,-0.0257464151754018,-0.0199095022624434,3.92250922509225,3,"2013","Middle East and North Africa","Jordan","Upper middle income"
