"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,39,1.18084907996912,0.903781235764257,0.910011926589549,0.971243870175089,0.0165840180678988,0.120331287324619,1.19802571878726,16,1.34014828321503,1.33708955338589,0.575771274846799,0.628319300618877,0.325306570401061,0.353801793842498,0.803532924151022,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,4,28,-1.78566874470899,-1.78975677184563,0.408505961050302,0.24276503635372,-0.0630843880708648,-0.0563074596728551,0.820566506056492,130,-1.08610428912188,-1.23887723860897,0.884661128262685,1.54497142535817,0.275812378894074,0.196368072338233,0.929263746887006,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,5,109,1.85651849011394,1.7333837774147,0.827469100557459,0.912403756249633,0.402661018156727,1.67973057640735,1.66666666666667,21,1.74153192711151,1.76158267303757,1.16170107306361,1.46816902211441,0.797145241301358,0.816420370496434,0.722981317722612,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,29,-3.04416145383331,-2.96662541256,0.614199557875129,0.135100237101964,0.150720388646849,0.211741422308683,0.375,5,-3.14524106665321,-3.11257622645627,0.304221023542634,0.658659504500863,-0.136980514685018,-0.122076164561001,0.655249864623205,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",6,0.549153297994316,0.987599611956375,0.981180151465598,0.942389223093773,-0.283496338884039,-0.220499793227892,0.4,1,46,1.21337585513565,1.15997482743588,0.730434959814752,0.783608862479317,0.136917848402189,0.230315548285856,2.76695219546854,34,1.03525243618623,0.91691934228596,0.518819978275965,0.267835277049041,0.209015188217495,0.124729741121701,0.524822730193659,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,50,-4.54061466771164,-4.26959164169369,0.80655526561186,0.929576310677962,0.223590508055198,0.115074737646654,2.20310006617271,37,-4.128505914346,-4.2081447398818,0.574113766320998,0.723167602765246,0.0635025832214091,0.268500476046868,1.64353977747401,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,0,27,-3.18051659957571,-3.42857414562725,0.742233240561705,0.995191865710163,-0.133696351733682,-0.131839795768483,0.441348649106121,2,-3.70295383571425,-3.70295383571425,0.13568722876724,0.191890719163451,-0.00872230541652052,-0.00872230541652051,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,2,23,-3.38771014340683,-3.66628027577982,0.899174244864988,0.930573671137996,0.0384587653512469,0.0352548488686167,0.989147072902155,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,3,84,0.84914501454598,0.715727776570867,0.889478444947223,1.08198326726203,-0.199624619304086,0.0517418920965488,0.454545454545455,37,1.20903489997639,1.35097863804166,0.559270887922624,0.725657254951622,0.397295086011438,0.208843480787181,3.36768079646772,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,1,11,-0.177077351287558,0.145555138946747,1.41174579620722,1.35436449480195,0.343846725918049,0.107180849944175,1.75779987602302,6,1.19515686305994,1.18860637549053,0.302063136880826,0.353811463181767,-0.109151426973713,-0.155965403240445,0.31445496444033,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
