"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",3,0.120632892910699,0.109979150128194,0.105604151609343,0.102054946812453,0.00688374634930482,0.0276413746176941,0.503802322265329,2,0.282348637621348,0.282348637621348,0.0659966329107444,0.0933333333333333,-0.0315272248857155,-0.0339393939393939,3.91341118354203,1,0.0184131147540984,0.0184131147540984,NA,0,0,0,1,4,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",NA,NA,NA,NA,NA,NA,NA,NA,4,0.0968416396585642,0.0246133333333333,0.162258741344654,0.117595742222667,-0.035288833550065,-0.035288833550065,1.91666666666667,4,0.120100488883301,0.0104883029743114,0.218316522550641,0.433329128674576,-0.0968518701475271,-0.0910980759887147,1.92164702826734,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",3,0.324189560160227,0.292262670116248,0.35730651482669,0.54,-0.0176121764189077,-0.00800443578924591,1.06037363102346,1,0.266666666666667,0.266666666666667,NA,0,0,0,1,13,0.122502259049781,0.0785216249307903,0.166223150261029,0.102,0.0634943739164585,0.0404931625110215,0.143283114747802,2,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,0.271428571428571,0.271428571428571,NA,0,0,0,1,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,5,0.590994989617674,0.555951861953983,0.188255441578688,0.268713450292398,0.0511598828013307,0.0509068159183611,0.701115747046169,3,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",1,0.25,0.25,NA,0,0,0,1,1,0.2,0.2,NA,0,0,0,1,13,0.242582162655603,0.186734205698223,0.176609421332314,0.11,0.00715229322118093,-0.000738526843016082,0.876834631536991,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",7,0.240865880506852,0.187305507962285,0.152241990201427,0.168174264705882,-0.000820391146259849,-0.00256036563120038,4.40155162697408,3,0.0658074000479631,0.0534388676907937,0.100382719201865,0.083,0.034078886022466,0.0423333333333333,0.390569027719187,11,0.334593532781282,0.344173360747162,0.241566636822875,0.452083333333333,0.011908355244769,-0.0158952179423041,0.955676357524306,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.199512133915874,0.203578539076921,0.192732550299614,0.286417445482866,0.0199333590559428,0.00664265900791379,1.06954026252479,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,0.0210526315789474,0.0210526315789474,NA,0,0,0,1,4,0.179322890475545,0.215582746573371,0.176833620227189,0.3333,-0.00752097939036994,0.0126142670839854,4.05489758120382,5,0.360660739826523,0.368106065599565,0.176670730465931,0.142444642857143,0.0781749480701267,0.0800561230907457,0.744773373611828,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",1,0.176428571428571,0.176428571428571,NA,0,0,0,1,1,0.15,0.15,NA,0,0,0,1,7,0.174828374991667,0.174549488902487,0.0590018755678888,0.0733976498529061,-0.0149632943357463,-0.0287095420674668,1.41088905016298,9,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",2,0.220833333333333,0.220833333333333,0.11195857368787,0.158333333333333,0.00965447154471545,0.00965447154471545,0.891304347826087,4,0.304540645805177,0.284793721898836,0.0934814070912512,0.0471794871794872,0.00292426660192256,0.00391025641025641,0.759561837811207,2,0.508964805075585,0.508964805075585,0.0232076071774046,0,-0.00573171953545189,-0.00840525328330206,1.24670505024186,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,2,0.1819952990337,0.1819952990337,0.0630869614046891,0.0892184364274194,0.0429310957399328,0.0377462615654467,0.461780987621257,17,0.238369234053984,0.141222888199818,0.231095831097819,0.294444444444445,-0.0177008524879915,-0.138416893762347,0.24,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",7,0.211819425948964,0.209914431285922,0.0722425486992875,0.0955772113943028,-0.000340140118976081,-0.00346729063009597,1.26479167607674,NA,NA,NA,NA,NA,NA,NA,NA,4,0.137323469162148,0.160570505124526,0.0990214422730888,0.0706094098689055,-0.0103710497200701,-0.0110433031689298,4.66490708322084,0,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",1,0.110799438990182,0.110799438990182,NA,0,0,0,1,3,0.193488844196717,0.163759940880428,0.112976738386887,0.229994063079777,-0.0722780925907293,-0.0779644984164465,0.980605492789855,8,0.174305681712545,0.178903148092876,0.135488679557309,0.287638537104195,-0.0376425372691493,-0.0384799724959681,0.502862135933935,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",6,0.141704300979057,0.0680321233981609,0.194140331681832,0.3641644245142,-0.100144172048029,-0.0477657511289442,14.6578383573703,27,0.344973379651772,0.356608687013442,0.253857448044268,0.337647058823529,-0.0190269546121262,0.0266776577420466,0.546451029924464,35,0.346178591375326,0.325017300585077,0.210278705341037,0.229836065573771,-0.0822284396797753,-0.10077104971403,1.02885978563199,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",2,0.135549167564978,0.135549167564978,0.0449977042573258,0.0636363636363636,-0.0225283113822647,-0.0210687960687961,2.73017127799737,4,0.339136495078539,0.360871145531384,0.17721774038202,0.352550283786494,-0.0273752139270419,-0.0546413794104801,1.0106009430351,1,0.18571,0.18571,NA,0,0,0,NA,1,"2013","Europe and Central Asia","Estonia","High income"
