"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,0.727680724893157,0.747987118524458,0.140157197098426,0.121778711484594,0.0158023451980165,-0.00142495403814496,0.477654863331759,23,0.403954338275786,0.394255916329756,0.0486174143578806,0.00812500000000005,-0.00221507802487238,-0.0207273991326748,0.108020330495794,13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",5,0.330038366508278,0.288819560199672,0.112800985185378,0.0641025641025641,-0.00341930075153796,0.00552361219027886,0.95760136082549,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",33,0.513139144136907,0.5,0.222977714907866,0.333333333333334,0.0603322304852237,0.0477874826965069,0.966056307558614,3,0.552010436164428,0.708878279324273,0.395589969074149,0.723664122137405,0.0299166402681303,0.0669731130700573,1.72543877009986,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,0.75,0.75,NA,0,0,0,1,3,0.571683054674094,0.575924672473578,0.139898538991124,0.172649225985263,-0.026963379740757,-0.176784453327783,0.660894308137741,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",6,0.481771169525226,0.461707309531841,0.167595798321758,0.113196480938416,0.0132695283950076,0.0126489773626086,0.924850968284381,4,0.523922246400587,0.61446738675702,0.22477297091726,0.291666666666667,-0.0710781858710194,-0.167745926616915,0.714894853829702,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",4,0.411655847890902,0.465179150381035,0.399147324482057,0.558558558558559,0.291860655464427,0.128867765383959,0.106394924398671,1,0.68953323903819,0.68953323903819,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",1,0.330812854442344,0.330812854442344,NA,0,0,0,1,6,0.230011397636104,0.213211843313127,0.171746666119958,0.34,-0.0684396781004114,-0.140108417696047,0.843158413001813,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",3,0.573003817306936,0.573590927698252,0.0269174442870846,0.0347088056017029,-0.00650158636290759,-0.0054631549663395,1.79225934927619,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",40,0.44780626199647,0.450863982777907,0.195871313075607,0.237949376197283,-0.104480148557424,-0.0804480290496591,1.39335410195417,32,0.395287330938387,0.377968848489293,0.218448281768769,0.278014184397163,0.035774519978909,0.0320014855879827,0.2967671530691,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",90,0.36422383099791,0.324173131092121,0.183752911236358,0.265957446808511,-0.0255487726044003,-0.0272468008177078,1.90789343443593,49,0.448738655608906,0.4,0.224685732041966,0.314285714285714,-0.172802601770059,-0.13116644534012,4.26497426258072,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
