"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,1.1925678368779,1.1925678368779,0.0176381357860107,0.0249440908435545,0.00372278888013724,0.00387063478606881,1.27218079178076,10,17,1.22121711575303,1.17008046483453,0.24750962545155,0.364204239095553,-0.0335261973571452,-0.0325929740896423,0.638926800793769,2,1.13778212514918,1.13778212514918,0.00442546246852199,0,-0.00147345031681535,-0.00197974510536188,0.305115096098279,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",17,3.67710182609933,3.72789717991271,0.438036396476482,0.61287352095775,0.578926739199536,0.675884836096537,1.1930069870829,5,3,4.31844531801547,4.31944391126739,0.0922840533832715,0.118622907834478,0.0525243529250279,0.0921218340036857,15.1872775208362,9,3.9523544331123,4.08146659831963,0.439018341526498,0.712431800750531,0.0515580968905105,0.0619084216883828,1.53846153846154,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",9,1.6944773674993,1.34559700416953,0.931765804786861,1.74199330943726,0.902033569594063,0.83899312877478,0.353618233300148,1,33,1.61009285604394,1.36911583473881,0.567707279672899,0.846227176177073,0.0635732450194253,0.0593219989753846,0.360490492290655,26,1.17181809811034,1.15276481509747,0.265971436204951,0.417918703493334,0.0181557675416897,0.0221522993813122,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",100,3.97776405546642,3.93415063835646,0.408231478946221,0.438465423957622,0.206578508259427,0.33302421082738,1.69933192036369,3,5,4.06103317636146,3.9780427171626,0.293356943864036,0.445288399289979,-0.00942890597837083,0.0356608670692791,0.415532237623551,7,3.89322991086095,3.77446022416025,0.384014188822595,0.326536541819694,0.136687226087968,0.184418814510345,1.22972814583943,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",8,4.88898230065255,5.08349754232171,0.391841690461239,0.479048600699155,0.119623992698635,0.210956562827141,0.635206146768344,0,25,5.16030821034385,5.01897502682773,0.397421848433752,0.578923603784794,0.275560995102521,0.212046822483484,0.717885719789459,13,4.75456044689131,4.96089262641696,0.493202543782471,0.691992955626951,-0.0115690398783985,0.06211839541293,0.481875056046629,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",27,3.85650999244866,3.57251731734836,0.614392994775788,0.848911384764563,0.441434213173965,0.341160022459645,1.5,1,20,3.57571590899347,3.69147085602149,0.356356110540422,0.389097180537766,0.178307064092392,0.27581841683862,0.640274207764241,40,3.45950201426323,3.44497698834875,0.489867210849364,0.612304558426054,0.241152415897731,0.222628326293631,1.05966576543847,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,2,14,4.23567418354287,4.21738799352144,1.25825693137999,1.21699358148331,0.747358053139619,0.682931208561021,2.24232357555232,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",70,3.94674443653156,3.91664395196027,0.482664817515584,0.735297420701764,0.390126790823446,0.938078718434468,1.42882851954194,0,8,4.33795375111541,4.28592869111855,0.682229446876947,0.772742332649848,0.776682764485976,0.70772351993583,3.03029968099221,182,4.19283795568118,4.18699209234339,0.569130050457595,0.855533624240451,0.24689332675134,0.489688942039117,1.51887050226173,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",50,4.66752508331403,4.47443816709901,0.654424278579407,0.558728245273482,0.127340786862854,0.18233378430457,0.924089133917505,2,13,5.4331857934163,5.68210647304171,0.562580106735525,0.698443859368684,0.0109203902412441,-0.0358550965745272,4.50661999227822,6,5.80550169877638,5.81135259732218,0.597803576551191,0.674636057530019,0.0621683149106344,0.590725088966739,0.663722025445551,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,7,5.17852041420123,5.02350741415252,0.520678431244437,0.778132437961737,0.156001758207185,0.217770465187287,3.18062516829258,20,5.08320498821314,5.00203649539569,0.814506469732771,0.78967068656457,0.197806849591191,0.240551603471718,1.07704260102487,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",44,4.14180087567255,3.81275139784862,0.834482406165227,1.54359521634104,0.0702732971313847,0.38260917025678,2.04565640122298,3,43,4.13012729119199,4.16788339156638,0.394924934330711,0.450278790341773,0.21868081947766,0.202068259925919,3.95560161879163,41,3.97138497818658,3.87227665556906,0.543076891837152,0.570985805391393,0.212139606148665,0.206662065358881,1.12418586033925,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",9,4.31280775948316,4.30628818910991,0.221162366988067,0.276914824747454,-0.011020040521223,0.0660659986575522,0.984727339654227,7,2,4.88529119978203,4.88529119978203,0.563207310418755,0.796495416821877,0.204983846266015,0.199123854205469,1.9344860974319,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",7,2.89640465452423,2.51891719215065,0.588398998541107,0.98053986129219,0.0426358125079764,-0.0147292132067767,1.22581834314494,0,8,3.39012026520717,3.39196349677425,0.580865044283193,0.845486032349859,0.024947188769657,0.024947188769657,3.03333333333333,10,2.64312882645155,2.64752474081414,0.195218322993479,0.3666009274625,0.0203193574193145,0.0296610153690902,1.01756251342715,"2013","South Asia","Nepal","Low income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,2,24,3.92397096985265,3.78733392307919,0.386225895271548,0.418511509275191,0.242474471067177,0.158833134727653,2.0451246920713,11,3.90042446820679,4.18399605116466,0.76021355325472,1.02727702632294,0.15984233410978,0.213045745843947,3.82504159893505,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",17,3.58983608654765,3.67726036350035,1.10182780953646,2.05610874413952,0.209545455902036,0.179003468282605,1.10424369839782,0,26,4.57882334102015,4.51222806244751,0.685251176490029,1.30469391224828,-0.193639051368364,-0.00128620597239682,0.824786330886938,9,3.78988766512764,3.94575918732735,0.955542027616309,0.936250267853794,0.0432627535977916,0.0105407559090537,1.1186697149518,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",16,1.44072634372532,1.4616738151894,0.353251168381664,0.485678480824678,0.080868788258341,0.0869490733999559,1.72595865974336,0,6,1.37682149233495,1.53191645236342,0.511928270836076,0.913239565857957,0.0338734799965054,0.0130730301073062,0.931842619353378,7,1.51611466908689,1.52807711968682,0.251418005099044,0.350719584765105,0.176047763669121,0.210621496607591,0.955594748230739,"2012","Europe and Central Asia","Russian Federation","High income"
"Vietnam","Vietnam2009",4,4.94690169036952,4.95391332437868,0.369010719205952,0.552493346155373,-0.0482062475960352,-0.0403939474209872,0.942103942837384,11,4,5.20409518825875,5.20674385743257,0.0199961415363391,0.0163009364799827,-0.000225755077402672,0.00678575566413853,0.883901316107247,6,4.44588431829343,4.46233385014293,0.17176871979197,0.170043653291362,-0.0316895687901435,-0.0566975543946781,1.23061155624975,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
