"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",7,0.0345196913601803,0.000276908642181753,0.0630974233944917,0.108141048114376,-0.0206316393772477,-0.0204643570434733,2.42064875781417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",15,0.848233452386438,0.50378276378377,1.07162770023117,0.77412742851436,-0.0612111639597028,-0.144365619629296,1.84198215910708,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",7,0.386933052793746,0.299361530372794,0.49120041699552,0.830213944429228,-0.159832583943713,0.066827481391373,1.33910390454006,2,1,0.342857142857143,0.342857142857143,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",14,1.47647366578812,0.966293071080036,1.81519374281234,2.59115143262998,-0.076781163559452,-0.0236042128635688,0.766947269471628,0,2,1.71086622177772,1.71086622177772,1.11147596262737,1.57186438059932,-0.107517829040329,-0.112276027185666,1.19142126946603,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,1.08695652173913,1.08695652173913,NA,0,0,0,1,7,10,1.29924219282729,1.23220615934881,0.598718415695895,1.0097313585207,-0.0962455190953973,-0.16518740434364,1.12457733200447,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",6,-0.657023788344099,0.0270328471712759,2.61103715582766,4.50097370983447,0.462075343585611,0.378011240651693,1.29298214861982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",3,0.235023445805108,0.231082221432717,0.180968325660321,0.221223262002977,-0.0955318444639185,-0.0439298063907069,1.07394660046975,0,6,0.246805265332444,0.180182520282635,0.256771607885709,0.480525238108563,-0.16512589252277,-0.12332471511371,1.67989669042351,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",14,0.666309237989219,0.752858673953196,0.393893893642162,0.866632815559357,0.0163044263184607,0.148198822474125,0.378823975105814,1,3,0.616378659960554,0.628716058204214,0.222226937101237,0.311042344296057,-0.0264828074815145,-0.0343161092144133,3.73333333333333,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",8,0.459589405236758,0.214441967221545,0.509205174624244,0.43218954248366,0.183906378290756,0.124800584280419,0.215078810466651,0,2,2.16007525569789,2.16007525569789,1.87849540220282,2.65659367465073,-0.16198741918602,-0.16198741918602,1.13888888888889,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",8,0.208584874200247,0.155824756095485,0.255842279075834,0.203474794421775,-0.0330407290859698,-0.14279541034021,1.26377451292862,3,1,0.00273694960973186,0.00273694960973186,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",2,0.920825493291496,0.920825493291496,0.453548288942887,0.641414141414141,-0.324719294344089,-0.289570461900559,9.00774703390612,0,8,0.939492354318831,0.903614770270817,0.887228772246928,0.930628297384436,0.587333891076247,0.606365486860648,0.984597571025079,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",10,0.337305781406094,0.166156512461175,0.337455647852956,0.666004853045952,-0.168313814592513,-0.159990899341506,2.1006404295912,0,1,0.382802993035238,0.382802993035238,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",46,0.938343922371694,1.00567164900798,0.68376559790342,0.60090768081806,0.0203428450619047,-0.0776709220585169,1.33333333333333,6,8,0.488821997781236,0.0952700491670942,1.43275884482618,2.22034666526948,0.528181990778748,0.722193189289672,2.22845291675657,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",1,0.481406887065874,0.481406887065874,NA,0,0,0,1,1,6,0.57378984698471,0.18967795629423,0.752762882399093,0.919656847364925,0.219985305132657,0.261701896398205,0.412220737123191,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",6,0.280919810711935,0.175465066008777,0.245418700753336,0.426761068580572,0.0460208681786974,0.0460208681786974,1.92857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",4,1.12773420213988,0.93660497924105,0.758423842164147,1.25185508172761,-0.127736845456012,-0.102515707127879,1.17344799862779,2,1,1.36232891776639,1.36232891776639,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",4,1.47870270376555,2.07452440808489,1.11903287240477,1.78188544620245,0.298565035626754,0.270905372466742,0.591564046541898,0,2,0.516757611057362,0.516757611057362,0.225835574500232,0.319379732324548,-0.0051068471353393,-0.00566276121142816,1.04771099277562,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",4,0.374871305481513,0.400198410121863,0.250513557410577,0.498949070331447,0.0108632872718589,0.0319209214384764,1.01777119929918,3,1,0.261780104712042,0.261780104712042,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",3,2.48573927034609,1.04423843088046,2.88567789187908,5.20629793607337,0.0303736197319483,0.0633759708765625,1.01973002411125,0,6,0.629052601149978,0.538912454872644,0.492064788273451,0.425609717657103,-0.0844126095608637,-0.0831924562730682,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",1,0.0194564680012117,0.0194564680012117,NA,0,0,0,1,9,1,0.0281293952180028,0.0281293952180028,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",101,1.76240842375113,1.82801363292766,1.05247516317525,1.42017292653376,-0.0658764946322778,-0.135851235388578,2.22222222222222,2,9,2.32888626596075,1.89277432003591,1.8327296043935,2.87613488975357,1.1838629914829,0.449664396068573,0.271975659424648,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",19,0.341289102144104,0.294478520011343,0.80509731931083,0.87279681876769,0.074547658920529,0.41919080486459,0.659748740083863,1,4,0.969381630116838,1.01635519733894,0.37602040963201,0.527746264854067,0.089648900322019,0.056577643328721,0.824415111943998,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",7,0.18708619638522,0.132369472584215,0.156255231551263,0.227836896492005,0.0035937048278231,0.00597811630852237,0.801530134274007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",1,0.408163265306123,0.408163265306123,NA,0,0,0,1,4,1,1.6380655226209,1.6380655226209,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Laos","Laos2012",4,0.0280313353818279,0.132202923531199,0.837624433390518,1.81334228574169,0.256607677718726,0.22353613387372,2.30612614034612,3,6,-0.128901048975603,0.0595925480630793,0.666975706883592,1.19904976244061,0.17946834711699,-0.0250708895552717,1.09647727876241,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lithuania","Lithuania2013",2,0.223365328787299,0.223365328787299,0.0462181433517723,0.0653623251557802,0.0019082996872439,0.00192242132811118,0.947852661506646,7,1,0.794613496364226,0.794613496364226,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",22,0.450903242518078,0.462084636429205,0.732862700274269,0.537947077638848,-0.0205931347515101,-0.00620547025648684,1,3,3,0.952978381166817,0.252707581227437,1.31345614589424,2.19093494902246,0.534563546140262,0.632803330404652,0.609918357199505,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
