"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",7,0.100080988879079,0.0378810676414924,0.133963147357255,0.126392761426384,-0.0620046457209487,-0.0596679144802346,3.41677758689555,1,0.366666666666667,0.366666666666667,NA,0,0,0,1,2,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",8,0.108114397557564,0.0116724002540754,0.177579219764293,0.338062968890667,-0.0781024604004327,-0.0757624458515296,1.2523892546885,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",19,0.220228585681931,0.0906812816120926,0.238407413448253,0.212727272727273,0.0180955952813958,0.011848996162018,1.46412042293223,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",10,0.447588881952191,0.379817546121095,0.203306021022893,0.441729323308271,0.0251200674661408,0.0933760571530955,0.865508873451927,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",15,0.240996572314195,0.198971420874844,0.164527226472897,0.11,0.00781511846023013,-0.000632064167808953,1.09204072732496,NA,NA,NA,NA,NA,NA,NA,NA,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",19,0.190449885808779,0.109885644923871,0.188944240241552,0.277340033322226,0.0548263830435109,0.0398589800155737,NA,2,0.325031233211916,0.325031233211916,0.219663942031527,0.310651725985323,-0.0866449541483474,-0.0949213607177375,2.77142419879118,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",12,0.224976624325013,0.219239056729612,0.187323863635464,0.213084112149533,-0.000421428783244481,0.0127076058533707,1.17054374322313,1,0.0045,0.0045,NA,0,0,0,1,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",8,0.214710642720534,0.224580961065416,0.205404735518908,0.312280701754386,-0.0189361370836112,-0.0322243832328768,0.422909364835557,3,0.267221241496179,0.239206520774093,0.139006418270872,0.0930555555555556,0.0105272586939475,0.010025887345679,0.950609762393146,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",15,0.170659017051519,0.153646103295071,0.0501044729594552,0.0733976498529061,-0.0235231455612172,-0.0334698527226242,1.48408089234282,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",8,0.43812273850721,0.485497965723585,0.119338327290899,0.164676473228702,-0.101682684955237,-0.0689299903072998,1,1,0.266666666666667,0.266666666666667,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",14,0.228197075051797,0.126688130256673,0.241707857343263,0.227011494252874,0.0138314540124465,-0.122053044215657,0.4,5,0.25556639273713,0.295888424062127,0.139557081315422,0.294444444444445,-0.0830515560698832,-0.0766473980472838,1.92234608393227,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",11,0.180533955643234,0.192546957330668,0.0879952106086037,0.0937106994570091,0.017664550248168,0.0160803039528359,0.387221046779728,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",12,0.174218823754131,0.15877582813293,0.119743026155486,0.191302416874662,-0.0453190252323261,-0.0469391015917399,0.73901861357531,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",66,0.326495471379649,0.346518500707172,0.225307115437914,0.25816091954023,-0.0890105940498051,-0.109952718919514,0.416128523100255,1,0.4,0.4,NA,0,0,0,1,2,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",7,0.299242434823241,0.269532307408838,0.164388329169514,0.336363636363636,-0.0293109974128617,-0.0229031172432058,1.14495417702564,1,0.1,0.1,NA,0,0,0,1,0,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",3,0.221057025020291,0.223037274670017,0.0257043743602227,0,-0.0339774231172373,-0.0243377422432591,1.04675081813932,1,0.136827480302005,0.136827480302005,NA,0,0,0,1,3,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",8,0.194368783423997,0.147743328247225,0.132717528091896,0.178794508816438,0.0245317162059427,-0.00670380657811021,0.545082147423463,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",9,0.318113230102673,0.304579072308553,0.22633000861905,0.22,0.210807488102954,0.256020764533891,0.174633294949852,1,0.0313658763912908,0.0313658763912908,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,0.21728434673665,0.3,0.147061411228432,0.236666666666667,-0.0501710373976903,-0.0607291640725173,0.922145365776474,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",10,0.225091846197634,0.202836035195506,0.145231145043007,0.270714285714286,-0.00250172190678543,-0.00295075367405659,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",1,0.130847749484133,0.130847749484133,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,14,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",140,0.139002746867566,0.120349219241742,0.0914092439687254,0.111904761904762,0.0235500628296159,0.0085020721861928,0.439173399666652,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",34,0.267024216821682,0.21,0.193393125006057,0.314858490566038,-0.0870242592446106,-0.0466790041390759,1.16666666666667,1,0.6,0.6,NA,0,0,0,1,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",8,0.33632800445438,0.399488139628296,0.149488023643901,0.280188679245283,0.00993319323186609,0.0139540587270838,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",1,0.514285714285714,0.514285714285714,NA,0,0,0,1,1,0.25,0.25,NA,0,0,0,1,4,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",5,0.247469206325142,0.229692726091872,0.0856199338145867,0.17789552238806,-0.00288234535638589,0.00453238427960736,1.27217278349987,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Laos","Laos2012",14,0.172056392784073,0.139704587581141,0.147318913957082,0.106292517006803,-0.0435257912376898,-0.0603732472043195,0.927410635303509,NA,NA,NA,NA,NA,NA,NA,NA,2,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",4,0.0850532466763285,0.0823513498193309,0.0167846232048769,0.0272727272727273,-0.00688647664263738,-0.00380919166085406,3.15895371795902,1,0.5,0.5,NA,0,0,0,1,3,"2013","Europe and Central Asia","Latvia","High income"
"Lithuania","Lithuania2013",9,0.176907280443577,0.192713318629609,0.086281747879335,0.077380482142857,-0.00544366255713987,-0.00673104130888062,0.980849188083586,3,0.311114629937213,0.321166273686038,0.0975055871357086,0.129236172080773,-0.0354680786539092,-0.0388203610048929,0.97525352234682,3,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",26,0.309217859552472,0.267409865601588,0.188624151006048,0.175,-0.0182007869491578,-0.00360863583895952,0.934767466531715,1,0.0874285714285714,0.0874285714285714,NA,0,0,0,1,1,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",5,0.20831477786978,0.147621065159566,0.166764914574722,0.178089171974522,-0.080400841220203,-0.0722313641889081,1.14594046699702,1,0.05,0.05,NA,0,0,0,1,0,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mauritius","Mauritius2009",4,0.383334238506419,0.366683144827763,0.208302575434777,0.227777777777778,0.027292612345288,-0.0212252861602497,1,1,0.0533333333333333,0.0533333333333333,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",6,0.321636832641213,0.365165497267673,0.126075056793845,0.188333333333333,-0.0600916677399143,-0.0297335847890529,1.26024693740963,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",7,0.247307759559226,0.258030107315186,0.0523014166813428,0.0627272727272727,-0.0153334793989941,-0.00783782193784123,3.06224030870974,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Myanmar","Myanmar2014",9,0.179466197505376,0.107118855431144,0.14693512067213,0.27,-0.0605070364167135,-0.0466823972526864,0.471379979239152,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",13,0.195457760198405,0.171261238486881,0.116704946996878,0.15,-0.0139880985241793,-0.0437973091151658,0.938861606812674,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",24,0.33519439088854,0.320285959740039,0.194116930111574,0.156521739130435,0.0526508280510634,0.0940770582651003,0.899394381068538,2,0.144845710864193,0.144845710864193,0.21184919164349,0.2996,0,0,1,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",7,0.403015162530294,0.5,0.218895163237723,0.316666666666666,-0.0775489544042381,-0.0428845016267376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",6,0.223781648209598,0.278636690392953,0.0985686441295661,0.182304173813608,0.0394376679652712,0.0561748407785038,0.309777615637419,1,0.193656602622751,0.193656602622751,NA,-2.77555756156289e-17,0,0,1,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Philippines","Philippines2009",10,0.117516919840065,0.0650778347463894,0.137265663822974,0.196482110042699,0.0442358606638265,0.0110901359435326,0.924307217580393,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",10,0.154046759233759,0.1161368930299,0.175599148697158,0.0850481971164555,-0.0306611961509093,-0.040569487107206,0.540412615225208,1,88.3633728181818,88.3633728181818,NA,0,0,0,1,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",57,0.217662642110256,0.15,0.188825512269062,0.246969696969697,-0.00732104227910038,0.0117483239089006,1.26181606280077,NA,NA,NA,NA,NA,NA,NA,NA,0,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",15,0.304312554215323,0.307896476728184,0.11971860540452,0.138888888888889,0.0103376287040139,0.0122241290675233,0.316747153719397,2,0.527777777777778,0.527777777777778,0.432120810725112,0.611111111111111,-0.169753086419753,-0.169753086419753,2.25,0,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovakia","Slovakia2013",6,0.15768477553577,0.18125,0.126686722334533,0.188421436522938,0.00894641700314013,0.0122564917656027,1.05027188004621,1,0.044844,0.044844,NA,0,0,0,1,0,"2013","Europe and Central Asia","Slovak Republic","High income"
"SriLanka","SriLanka2011",23,0.248641182944552,0.228394325916501,0.157959194528962,0.255833333333333,0.0264249244066668,0.101563531435838,0.945304066747564,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","South Asia","Sri Lanka","Lower middle income"
"Suriname","Suriname2010",8,0.350493692499884,0.297988892673182,0.10684817399151,0.13974358974359,0.00482148219822142,0.00183971055533041,1.77777777777778,1,0.5,0.5,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",10,0.170635494982169,0.0942626768093002,0.170157812800346,0.133571428571429,-0.017893660200368,-0.031112868879203,1.01557174405855,2,0.171165269097884,0.171165269097884,0.0386551707048646,0.0546666666666666,-0.00556716181145053,-0.00564738292011019,1.27472114045462,1,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",1,0.1,0.1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Uganda","Uganda2013",11,0.165648630171317,0.125134752083527,0.085816871090898,0.08883787661406,-0.0146234009023129,-0.0150069887912203,1.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Sub-Saharan Africa","Uganda","Low income"
"Vietnam","Vietnam2009",35,0.168321401076923,0.159159202568079,0.100983276079687,0.17874000577979,-0.038784776446369,-0.0361075957452193,3.15924795134706,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",7,0.118329410677349,0.0862818220495262,0.111235061794001,0.135,0.0163417724443856,-0.0118039215686275,0.824306789636874,1,0.25,0.25,NA,0,0,0,1,0,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",12,0.206308219592923,0.153499295497735,0.172086441446993,0.330604651162791,-0.021697876892437,-0.0339241455298457,0.845102507398642,2,0.310376166610948,0.310376166610948,0.162583320051081,0.229927536231884,-0.0291267118317069,-0.0287409420289855,1.30818550284041,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
