"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,29,-2.78839725239878,-3.02960029683213,0.698277969841011,0.810435915148522,-0.048481809081136,-0.0525164235220828,1.0401016844573,10,-2.37027461367013,-2.61502627987529,1.14559773837113,1.31375021257683,0.00931686234891241,-0.0759565744900167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,6,7.21372627278954,7.09090932792386,0.734671344640399,1.01513617502732,0.278001619516657,0.35784451175445,1.44764447701109,2,5.11563408569055,5.11563408569055,0.160407554069291,0.226850538471886,0.0141570753463744,0.014794600335123,1.17315345229731,8,9.82990205554544,9.12482807430979,1.61331298403847,1.18668248607522,0.350643079304568,0.817425848731388,2.55417786130268,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,45,0.220663281062517,0.14752824595536,0.707583514946283,0.755392840273334,0.0155872031930406,0.0146371710136864,1.0224149230155,16,0.14502462695353,0.197095957092137,0.700008774252601,0.692040806552447,0.0591867764017622,0.041538528914915,1.96948208979664,53,0.657813694666317,0.430243663542333,1.00975508946374,1.27500200340538,0.0524350687502525,-0.0435426649952884,1.1130149968576,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,7,-4.25512590316266,-4.43133889934811,0.63557952698641,1.09013113175261,-0.0116540001569008,-0.00209811275225095,1.09087878337128,8,-5.96108479087177,-6.17868565718725,0.789628042161032,0.602127916306998,0.074745585408438,0.0459201764198952,1.04960945360218,2,-3.68487564352287,-3.68487564352287,2.78955588491388,3.94502776544289,1.63563718347841,1.41530657121821,2.81040854808297,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,7,60,0.62934333685307,0.690799277005955,1.28387627221058,1.56443977795966,0.120877822535716,-0.114278615996668,1.16921040389241,56,-0.157412392338018,-0.435340873654684,1.09410945204792,1.12068633941514,0.0897995871619986,0.039612804777698,1.05979956698024,22,-0.158172351286206,-0.0126401879080571,0.403108511405084,0.419646800339397,0.0381836831445524,0.296615936938137,0.895331485525536,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,4,72,-1.60653222499437,-1.67294493700141,0.859589587008252,1.28267047301589,0.00368414295053519,-0.00434334292486147,1.44372471612211,70,-1.97132655026845,-2.21316715577375,0.899295661623428,1.14405004662569,0.0577694531100672,0.0705172492379729,0.853433446718196,22,-2.21307753306539,-2.20780245885211,0.351732903660866,0.534467167309938,0.0265623462912692,0.0355290799901035,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,24,-7.16933397713195,-7.61718964260974,0.77227716781508,1.09139806079971,-0.124476049910986,0.111018128259104,1.67173789366238,43,-7.40271682879013,-7.5379222086356,0.581386333372618,0.893959146911696,-0.0269579105652909,-0.0778796618486883,0.693389758281743,8,-5.44204328368145,-5.1794079039706,1.23651082639246,1.86871022278438,0.502293533265489,0.418557170632564,1.4756374692295,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,28,-4.20743979884628,-4.25627898581027,1.01169580695654,1.71815488659914,-0.0654302249254818,-0.0357978594084373,1.26270095390759,104,-4.51681236900215,-4.61670217042518,0.874910378791232,1.16884228361344,0.0122529818133696,-0.0584536088419608,1.13752369762545,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,13,8,-1.16532916601058,-1.28683881739187,0.340676525217496,0.467612307141353,-0.00952115926016907,-0.085945646640189,0.995213175967414,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.732309851821716,-1.31297960564158,1.34075688539205,2.30486144306563,-0.597757760738709,-0.53712676767907,0.996396777071481,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,3,9,-3.20220745967681,-3.45362470298858,0.578978870649611,1.14795663887745,0.0855364325805388,0.0627069517966647,1.18022965338715,34,-2.95105529691025,-3.62775714619725,1.64329248900943,2.32791127492394,0.0898232933095441,-0.135793647990007,1.28597364860731,3,-2.75138928875942,-3.40865696051202,1.4359304673774,2.64283162933054,0.129515827881198,0.133928261539682,2.00664530405614,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,0,22,-1.96524629035425,-2.04987592949824,0.670272228666972,0.894330496059411,0.121669873659479,0.131475510192653,1.63342748390032,15,-2.10889210285267,-2.40308034575907,0.763396594236484,1.50793974414183,0.108387203506425,0.134043150989928,0.817678418838972,11,-0.145896526833804,0.646884844707906,1.81734849744311,3.03090973587893,-0.72181564207626,-0.627718392828352,0.111645584730418,"2009","East Asia and Pacific","Philippines","Lower middle income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,5,7,-3.49400410131716,-3.86403810779948,0.750691268614794,0.693264657568841,0.0306137379491504,-0.0437225625884582,1.03193547157488,8,-2.96635761889914,-3.33170342207557,0.757467754001122,0.676092079967106,-0.131837873444853,0.00645980023608666,0.842560932826111,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,7,0.698641533006894,0.984076036773412,1.20957254440571,1.64232577450675,0.109644621325062,0.0840560162659088,1.21728743515074,4,1.74800416059146,1.57586183395064,1.27463268139213,1.49376653946443,-0.213758839843136,-0.0321018473415899,1.59712722987578,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,10,10,-1.04365723045832,-1.11718876691304,0.339492764121332,0.254105656492268,0.0362597882564612,0.0430383227710113,0.810810810810811,5,-0.828768835587682,-0.832847347245804,0.042801876442349,0,-0.00134097991388531,-0.00304517884429423,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,36,-6.99409340859589,-6.83561019674654,0.953226524429131,1.36349002726486,-0.111069930181698,0.0102580544238322,1,10,-8.13126522201286,-8.19862759572597,0.506199076806862,0.527820417033963,-0.0353237562080099,-0.0538519547831352,1.15172208340622,41,-7.42950770519586,-7.65852200380112,0.873795375833707,0.919625782253135,0.237001613862887,0.240988636239638,0.566836861019769,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.564318113934627,0.614935763538969,0.81585085636056,1.11604791188217,-0.173179691226966,-0.196760889470214,0.950009881551307,12,0.850288903406048,0.16885455273889,1.74871101925482,1.09339011600009,0.176141839124568,0.0760758618851927,1.23700757820825,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,2,9,-1.15881973137775,-2.71042964452484,3.41616375686327,2.11537418516399,-0.340786305570106,-0.256300933754919,0.518200657359721,7,-2.0477213779441,-1.89634100964557,0.835908532903233,0.896642261425606,-0.0847572480348131,-0.116711743641432,0.855518167901069,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
