"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",14,34930.3135738534,25600.3886389496,21450.146194674,26594.0230763518,-390.162922785868,5178.27449536657,0.514285714285714,1,175197.111482723,175197.111482723,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",14,11099.6928278872,11980.236333597,11041.5375930909,13418.2397653531,137.784718161237,-0.847358832670947,1.0349652277599,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",49,1912.64568440316,1627.03901151907,1183.51442962847,932.397514810856,-299.945106835364,-181.869041341441,0.833338068068832,NA,NA,NA,NA,NA,NA,NA,NA,8,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,25980.2380894676,24003.8884845834,12279.9126370963,18200.8928571429,3228.66851643464,4393.87851731602,2.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,11828.0686130971,10952.333663601,7471.5234295885,11442.5602391541,2105.37845543987,1115.00335092967,1.85755536591789,1,3984.7905325145,3984.7905325145,NA,0,0,0,1,2,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",7,25079.0614083464,25043.7091373326,12348.342283846,26341.6666666667,-580.098087059921,-730.992063492064,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",8,1439.95014231051,1296.27384610963,540.188252550386,888.977889307262,68.0405636431471,72.6623748574673,1.19234190706098,NA,NA,NA,NA,NA,NA,NA,NA,8,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",6,17905.5516246382,13636.4306039148,17505.6557828604,32892.4487549322,11201.2463734551,10164.3463629145,3.9159439431743,3,17348.3267097776,14257.8745058319,6900.59973966857,12334.9466506624,-3103.48809783849,-2955.74404779747,0.96625882046904,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burkinafaso","Burkinafaso2009",5,45715.3448995727,37477.7653438039,44722.8658627067,75650.4611495107,-8565.05426193272,-2956.39172987361,0.77939701393599,NA,NA,NA,NA,NA,NA,NA,NA,8,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",10,6663.64188647974,6719.6195540321,2132.29424080262,3159.79908946634,8.66164969287858,-5.82258187505696,0.996625077064466,1,1328.58213276464,1328.58213276464,NA,0,0,0,NA,2,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",11,11326.9964101848,7423.59367824477,9193.28241304885,15728.8153847704,-423.351931189777,-738.862908965976,1.51045558541936,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",23,23496.9775729726,19221.6929251579,14545.9366547022,11453.1475154398,8067.75339787979,7715.7035286929,2.91681072965568,NA,NA,NA,NA,NA,NA,NA,NA,5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",23,28501.9183390327,24886.6429777585,17172.8930828752,31626.0922540921,876.903982307684,8503.65819828176,0.329040758586499,NA,NA,NA,NA,NA,NA,NA,NA,3,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",12,12491.0609220851,10800.8586896804,4985.67070945228,6029.0414439205,1861.942879907,11107.9315736633,0.29399833826234,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,21279.9763687292,17825.2190779005,26040.5585037357,45236.1383642338,-6421.98364726592,-193.345085484491,0.369963263201843,1,10902.0256340538,10902.0256340538,NA,0,0,0,1,8,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",7,2593.71520483162,2026.84537190476,2119.51965004219,2665.89866643899,-682.652082233325,-716.162642653143,0.492555511941598,1,823.118860770134,823.118860770134,Inf,0,0,0,1,7,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
