"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,0.529305199868131,0.659155460831624,0.289773102645121,0.435409013188438,0.108442405739959,0.000501512705298433,1.17814846823183,6,0.529305199868131,0.659155460831624,0.289773102645121,0.435409013188438,0.108442405739959,0.000501512705298433,1.17814846823183,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",18,0.349885194004329,0.155701787657681,0.348911309294582,0.366666666666667,0.427365626606123,0.363173612470722,0.0378225457603288,18,0.349885194004329,0.155701787657681,0.348911309294582,0.366666666666667,0.427365626606123,0.363173612470722,0.0378225457603288,-33,18,0.349885194004329,0.155701787657681,0.348911309294582,0.366666666666667,0.427365626606123,0.363173612470722,0.0378225457603288,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",67,0.3583979074504,0.419930105468873,0.125721129480924,0.141052631578947,-0.036735336019261,0.000959630893839172,1.03346061936386,67,0.3583979074504,0.419930105468873,0.125721129480924,0.141052631578947,-0.036735336019261,0.000959630893839172,1.03346061936386,-119,67,0.3583979074504,0.419930105468873,0.125721129480924,0.141052631578947,-0.036735336019261,0.000959630893839172,1.03346061936386,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.637839933636073,0.646830760563324,0.0479444997798344,0.0267070335001448,0.0150090888109364,0.0285427503855501,0.677606106309958,-1,3,0.637839933636073,0.646830760563324,0.0479444997798344,0.0267070335001448,0.0150090888109364,0.0285427503855501,0.677606106309958,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",109,0.422269436739332,0.412880339000209,0.219982617597838,0.383043478260869,0.0246265015822916,0.00719361576103346,1.94326461843767,109,0.422269436739332,0.412880339000209,0.219982617597838,0.383043478260869,0.0246265015822916,0.00719361576103346,1.94326461843767,-214,109,0.422269436739332,0.412880339000209,0.219982617597838,0.383043478260869,0.0246265015822916,0.00719361576103346,1.94326461843767,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",5,0.504124239605283,0.525314985136881,0.0953749418369222,0,-0.0272898845453215,-0.0247470604320481,0.302648501301235,5,0.504124239605283,0.525314985136881,0.0953749418369222,0,-0.0272898845453215,-0.0247470604320481,0.302648501301235,-4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",9,0.691613641782673,0.670536562248513,0.184792415189337,0.3,0.0372126865891181,0.0798696366007168,0.856385359060436,9,0.691613641782673,0.670536562248513,0.184792415189337,0.3,0.0372126865891181,0.0798696366007168,0.856385359060436,-18,9,0.691613641782673,0.670536562248513,0.184792415189337,0.3,0.0372126865891181,0.0798696366007168,0.856385359060436,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",514,0.539654595343934,0.583333333333333,0.190300794674689,0.215217391304348,0.0398733240099556,0.0130689716044659,0.967890595410601,514,0.539654595343934,0.583333333333333,0.190300794674689,0.215217391304348,0.0398733240099556,0.0130689716044659,0.967890595410601,-1023,514,0.539654595343934,0.583333333333333,0.190300794674689,0.215217391304348,0.0398733240099556,0.0130689716044659,0.967890595410601,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",3,0.420552010527105,0.430580763746551,0.229570251313573,0.30952380952381,-0.0456923979521581,-0.0429042904290429,1.16952900308506,3,0.420552010527105,0.430580763746551,0.229570251313573,0.30952380952381,-0.0456923979521581,-0.0429042904290429,1.16952900308506,-4,3,0.420552010527105,0.430580763746551,0.229570251313573,0.30952380952381,-0.0456923979521581,-0.0429042904290429,1.16952900308506,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",12,0.254321295223507,0.131792844906516,0.242716669630817,0.285254901960784,-0.13168356601038,-0.135880236727591,0.972914590821606,12,0.254321295223507,0.131792844906516,0.242716669630817,0.285254901960784,-0.13168356601038,-0.135880236727591,0.972914590821606,-24,12,0.254321295223507,0.131792844906516,0.242716669630817,0.285254901960784,-0.13168356601038,-0.135880236727591,0.972914590821606,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Pakistan","Pakistan2013",3,0.158124484546998,0.145205197893319,0.132643786592785,0.186862745098039,-0.0886854433999258,-0.0472264582150603,1.60358910103184,NA,NA,NA,NA,NA,NA,NA,NA,-1,3,0.158124484546998,0.145205197893319,0.132643786592785,0.186862745098039,-0.0886854433999258,-0.0472264582150603,1.60358910103184,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",6,0.543721141331691,0.486395848098965,0.174876510755419,0.312717279693487,-0.141378332863245,-0.123006709311015,0.999716864933143,6,0.543721141331691,0.486395848098965,0.174876510755419,0.312717279693487,-0.141378332863245,-0.123006709311015,0.999716864933143,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,0.705870280588912,0.810651415187231,0.467264342686954,0.770886075949367,-0.0535710564388452,0.065762244590644,1.21833096873696,6,0.705870280588912,0.810651415187231,0.467264342686954,0.770886075949367,-0.0535710564388452,0.065762244590644,1.21833096873696,-7,6,0.705870280588912,0.810651415187231,0.467264342686954,0.770886075949367,-0.0535710564388452,0.065762244590644,1.21833096873696,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,6,0.229731822225146,0.0994432651199259,0.32712237163935,0.208333333333333,0.0659499199181709,0.0613329905872221,1.53966711242922,-5,6,0.229731822225146,0.0994432651199259,0.32712237163935,0.208333333333333,0.0659499199181709,0.0613329905872221,1.53966711242922,"2012","Europe and Central Asia","Russian Federation","High income"
