"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,0.666312112050401,0.681929841038353,0.10462950843986,0.0571428571428571,-0.0583384601892316,-0.0547731274081486,1.07503710077294,1,0.25,0.25,NA,0,0,0,1,1,0.0525,0.0525,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.280258571186176,0.288942591482852,0.151458797122548,0.136111111111111,0.0347149698627517,0.0219931825129582,0.691611814893683,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",11,0.500474631437384,0.466666666666667,0.166102340767582,0.277431333178881,-0.142285825825334,-0.187946147761906,0.329584745784666,8,0.597195725055114,0.576322645971117,0.0840327006378788,0.110416666666667,0.00900493935137025,0.00548245614035088,NA,23,0.46659980276431,0.522639748565926,0.177128934877721,0.266666666666667,0.0123554554863394,0.012862086705565,0.599958935912193,0,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",5,0.520700308031538,0.417638925348056,0.324033720651653,0.517619047619048,-0.120735527259362,-0.0379727081308714,2.14603219917805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Barbados","High income"
"Bhutan","Bhutan2015",6,0.346408116076777,0.304129938883256,0.118647238244026,0.191564352714557,0.0150145243503758,0.0222160740539471,1.5346988436053,2,0.303898083277563,0.303898083277563,0.335470008313532,0.474426235526412,-0.189140135929955,-0.185457528433052,4.49111838776383,3,0.340627689645753,0.203720535526384,0.42751089722963,0.818401101513607,-0.263930022860056,-0.266193648292205,1.50059087311023,0,"2015","South Asia","Bhutan","Lower middle income"
"Bulgaria","Bulgaria2013",1,0.672740272727273,0.672740272727273,NA,0,0,0,1,1,0.609907120743034,0.609907120743034,NA,0,0,0,1,4,0.421730081725332,0.537729572256965,0.396589800315716,0.689932070646528,0.0613157745977208,0.0619815749741188,0.385002730547931,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",7,0.169552045545991,0.0860643694737037,0.190931853514929,0.259014564247122,0.108052593743296,0.0535787192632493,0.439996297247369,4,0.27071210321695,0.292338420545436,0.23215124709718,0.361607655502392,-0.0340446544323185,-0.122825286584812,1.14559639984237,8,0.360913355249085,0.399189277579963,0.265050168649749,0.339856939754754,-0.117965897551794,-0.127067397419645,5.15244190793353,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",7,2.4081553121161,1.3694062286002,2.24951921409774,3.76666666666667,-0.653780199447876,-0.26122727551299,1.06032439524719,5,0.0974134358677254,0.0814706911632216,0.0589968810922185,0.103,0.0326407252029388,0.00892325581395348,0.490603650504599,120,0.356308714558358,0.33635450792816,0.188158329175807,0.3,0.0273671613791846,0.0176608443429444,0.904089013458434,2,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",7,0.453671256888285,0.4,0.21490824036828,0.248148148148148,-0.208127235249354,-0.225013857555445,1.07366970910207,7,0.518175601699707,0.525379251473744,0.114394610230836,0,-0.114528614983423,-0.0920632066179073,1.04020030315627,5,0.469773582370457,0.442444880760407,0.380068004924798,0.491666666666667,-0.206204564144861,-0.246675431693867,1,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",7,0.379922659408607,0.326879069527291,0.188265592474908,0.324786324786325,-0.113074968245345,-0.132254932697765,1.10700103769015,NA,NA,NA,NA,NA,NA,NA,NA,3,0.426104260343899,0.381496439252255,0.0871326264374482,0.147485364867425,-0.0188549844464351,-0.0264239089986367,0.752508643146588,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",2,0.481380910543404,0.481380910543404,0.437676347460262,0.618967826508221,-0.109951826979209,-0.117228755020497,1.31486158821929,1,0.230769230769231,0.230769230769231,NA,0,0,0,1,2,0.465087868282859,0.465087868282859,0.0561195858084562,0.0793650793650794,-0.0371405942460417,-0.0320837554880108,4.29242859248162,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.363636363636364,0.363636363636364,NA,0,0,0,1,3,0.358085271440202,0.346222269201523,0.15706981762995,0.158730158730159,0.0359989957346948,0.0551654060836996,0.4,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",2,0.0321465324800668,0.0321465324800668,0.0100409273448462,0.0142000156298843,-0.0028015723831648,-0.0027109120747961,1.54152030762168,5,0.199403206117364,0.160852449977086,0.158340351971181,0.235322862280133,-0.0303950864653548,-0.0319009215631363,0.697674467225359,5,0.0132326095490871,0.00392855680094847,0.0181713787670096,0.0274105818679096,-0.00694843324564145,-0.00849737036941287,7.50858876250418,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",12,0.416444636385736,0.304349346117957,0.248383626775845,0.476190476190476,-0.101147050364334,-0.0887993153539775,0.853284901957186,33,0.29555601682164,0.275067781773732,0.218934431569734,0.436153846153846,-0.0127445397329856,0.101540561786762,1.56467030103643,154,0.387215556052071,0.4,0.211352672875869,0.346428571428571,-0.0225497503157401,-0.0494532956391906,1.24767478279595,3,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",3,0.580388555240152,0.565989847715736,0.0422223229311251,0.0635608621700879,-0.00916546136179678,-0.00515858025972469,1.40410591318632,2,0.683884283975329,0.683884283975329,0.195662696894118,0.276708839598157,-0.100797667345437,-0.0922362798660524,2.67082737913737,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,1,0.75,0.75,NA,0,0,0,1,3,8.98664086783436,0.194107728867263,15.6908401069773,27.4428571428571,-4.56112549814583,-4.51728363184627,NA,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",1,0.838945833333333,0.838945833333333,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.700491500439742,0.700491500439742,0.0266723099422192,0.0377203424601051,-0.0122914973200391,-0.0111446466359402,2.05645782916034,3,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",1,0.35,0.35,NA,0,0,0,1,4,0.27432171946181,0.176098506196115,0.28342782169386,0.34,0.0228541366019247,0.0286045364891519,0.788713515315747,4,0.0530147604178093,0.0629806470049875,0.0282716029376453,0.0361842105263158,-0.0424740541966622,-0.0379102370004224,1.11563905174895,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",5,0.365243289275822,0.398073297043375,0.297147635859966,0.330400782013685,-0.204571672919664,-0.195295620492171,1.2338715934535,3,0.347583858995579,0.293225312629343,0.414570791592481,0.82969696969697,-0.0435534550906801,-0.0565063680281072,1.6116668346052,4,0.389187428052059,0.259492604637516,0.347441940571589,0.570075757575758,0.338677857679468,0.353931512224971,0.122262175414274,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.5,0.5,NA,0,0,0,1,1,0.583333333333333,0.583333333333333,NA,0,0,0,NA,4,0.313888888888889,0.25,0.24714418243928,0.144444444444445,0.126273148148148,0.126273148148148,0.36,1,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",20,0.410941502433771,0.369570959142118,0.200800869015418,0.283333333333333,0.0677505427062016,0.126105799170072,0.254187415756353,341,0.481006086731971,0.5,0.20359986806664,0.273188405797101,0.00996072779457736,0.0537754679087608,0.786830169850437,163,0.450781993761078,0.5,0.194233797375481,0.213333333333333,-0.0198533556447555,-0.04166065378948,2.14888787187011,5,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",11,0.43946383032142,0.38884833164257,0.150935662175583,0.169230769230769,-0.0694074415327007,-0.0762666578642262,2.20238029585984,1,0.75,0.75,NA,0,0,0,1,141,0.270234068100925,0.249662477099024,0.187712628422784,0.275,0.0616330202445315,0.065808880948675,1.09513985437001,5,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",25,0.158486236485016,0.115175804504745,0.110412500838179,0.196491228070175,0.0392025413042398,0.0360871721144044,0.488144989557628,108,0.201805289391484,0.130066314498351,0.200992418939311,0.224725274725275,-0.0454160935803442,-0.0509152334773161,1.73781470703274,1,0.76988879384089,0.76988879384089,NA,0,0,0,1,3,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,5,0.412677415252898,0.404886593648611,0.0300665567958527,0.0321428571428571,0.00529485630623597,0.0146112115732369,0.684210526315789,3,0.578378717149192,0.581596838691152,0.182065406772054,0.351904761904762,0.0902711379986286,0.0726551773375583,0.848611124270354,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",7,0.299637458594122,0.270899908172635,0.135258860134966,0.15,0.00925882936896982,0.0299301925501944,0.0850064304086882,1,0.444444444444444,0.444444444444444,NA,0,0,0,1,6,0.153442189187583,0.153168826948866,0.0837854445770611,0.15,-0.0291712255477034,-0.0152260227227107,0.783177857960046,2,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",4,0.413367460543163,0.428023473597542,0.0472086184367177,0.0212023617820719,-0.0413813148940712,-0.0378189716634126,1.09172313169024,5,0.4331045797254,0.481870634870509,0.127979593117432,0.1875,0.00835300029017455,0.00580257192349504,0.326346504895523,5,0.290851945670492,0.330728700635848,0.106051426707594,0.225151028571429,0.0378415801018425,0.0317640304035333,1.11724858832079,1,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",1,0.416666666666667,0.416666666666667,NA,0,0,0,1,2,0.309831510116527,0.309831510116527,0.372053277310364,0.526162790697674,-0.0269523781408026,-0.0305908599242834,1.17071526682163,5,0.219125288832715,0.238362728396564,0.152083674405837,0.18,-0.0447491835874315,-0.0499289734655588,5.04833112268884,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",1,0.892936236557235,0.892936236557235,Inf,0,0,0,1,4,0.456305007245004,0.415412277430154,0.299167579390327,0.592966939655172,0.0995384300947716,0.0851419653572216,0.496047355852927,5,0.356101147310357,0.396298606557231,0.233436143250469,0.377698813748,0.0840091606983077,0.0943734795828479,5.15424722101689,0,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",NA,NA,NA,NA,NA,NA,NA,NA,3,2.90611438980829,0.344642857142857,5.42023857935085,9.94333333333333,-1.92280589053265,-2.16741213151927,2.84927478003639,6,0.172737036466571,0.156285072200491,0.0623929281019684,0.111546840958606,0.0170136079931787,0.0127951212691196,0.550499704104502,0,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",6,0.453576061888006,0.464536715753747,0.249663858284432,0.333333333333333,-0.0621972592010585,0.0671652421652422,0.302151305002336,2,3.49698662724851,3.49698662724851,3.94801286162489,5.58333333333333,2.26604807188269,2.50287356321839,0.576151873922135,1,0.344888888888889,0.344888888888889,NA,0,0,0,1,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",1,0.0627027027027027,0.0627027027027027,NA,0,0,0,1,2,0.0174310017746772,0.0174310017746772,0.00754247233265651,0,-0.000432341706239254,-0.00106666666666667,1.43292179181201,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",8,0.382246089088981,0.43825360980635,0.320758143116804,0.657600732600733,0.217499426844618,-0.0263165663638798,0.463931207491214,2,0.25,0.25,0,0,0,0,1,11,0.20486972281214,0.134930969326489,0.155935006101699,0.178666666666667,0.0996081546361172,0.0285551203847739,0.170087325397022,7,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",7,0.508047490984733,0.506516625377905,0.186229188022662,0.270917,-0.164699107057898,-0.185074498350944,3.09219219051771,NA,NA,NA,NA,NA,NA,NA,NA,8,0.32183710018368,0.303050080589418,0.0943725213224808,0.0625,0.0640329181555811,0.0511532730946699,0.205320907869142,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
