"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,5,14,0.332760881924797,0.19822473019056,0.406001606909306,0.315749725745629,0.0399713432329993,-0.00464112702318084,0.723979858969453,10,0.43681984637233,0.419028025361751,0.271493486084306,0.505557906237216,0.0659315716240386,-0.0101263684882789,1.29570631557221,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,14,-0.921899306060373,-0.953324149110638,0.397976156531081,0.152343031615569,0.060208534049149,0.0844871496324258,0.911613168639482,13,-1.27823893720738,-1.14614692514034,0.752210846297641,0.728335690540213,0.0224854623408583,0.0292217016332252,0.956864373791073,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,22,-3.92019809620246,-4.27140804792372,1.015776524132,1.18652300683312,0.14658758990643,0.128602219239596,1.68101540480029,24,-3.92884872276572,-4.18249918537824,0.761897100780311,1.36907706420947,0.0537718868924397,0.109563064043709,1.0843684937107,23,-4.85518340178464,-4.64217976787498,0.962922461174029,1.1203859913999,-0.0460335470384154,-0.0736552599826917,0.871837458806579,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,40,2.32551865845717,2.42093696926905,0.709792834018912,0.610318100998253,0.305970525228784,0.345058796727888,0.794385204938514,54,1.8349113275389,1.77043722338219,0.519428339799152,0.591195893256664,0.0103669335748481,0.0257498938101214,1.5921311635213,13,1.68079222592854,1.86210632951165,0.613114832925487,0.948629815958991,0.0556125703654969,0.0290839519378349,0.892677044006548,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,15,-2.66171895150704,-2.876146712347,0.679681717266769,0.790655920615581,0.268259273517284,0.157644084262428,2.64137812230036,16,-2.99871276530572,-2.94984931810894,0.726982969749994,0.517355573834099,0.0743080628419489,0.0775876761214357,1.06734931387997,11,-2.93461195729369,-2.71589310513777,0.839145140474731,0.810447273237331,0.0865517516322244,0.0256934435449623,1.9359892566534,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,27,1.13710775369522,1.20232142578937,0.534898531627676,0.800732847645627,0.0898160854522675,0.178966211961132,1.20784270399679,36,1.37889627265269,1.52112754091335,0.660020987966619,1.27136093532358,-0.0793399102517559,0.120942786625047,0.660128254586011,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,8,3.78036755304157,3.82719621074475,1.58249412656267,2.58245599819701,0.232616122308671,0.210462719059285,1.01224129477294,4,2.38032095766718,2.51276489435112,1.05206730736116,1.8526701973089,0.106890186036582,0.130309806943769,0.883195502149713,3,2.43014281723245,2.27966435617196,0.840209694349831,1.56208213287619,0.20018544505743,0.17547140350691,2.25520918645889,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,2,27,0.22281663584219,0.0448612114696509,0.579827065350315,0.629846105228555,0.275106179237537,0.505869930500487,0.877368953120326,110,0.202060607172349,0.160881486449044,0.958185328993477,1.33004663088393,0.0107317184166194,0.0635424606471197,1.06666666666667,78,-0.542933988367628,-0.597465933431273,0.657935375090186,0.943725467156447,0.048886331994567,0.0592547503207706,1.37179263239254,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,18,-3.89411696188755,-3.64275868032594,1.59376423262788,1.6149542336985,0.022025142873421,-0.133979278470907,1.98288890417578,23,-4.12888013431563,-3.88019041450474,1.03380551436875,1.32770918341194,-0.189101855131342,-0.0712402253371278,0.662009883354806,22,-4.72608354730378,-4.86674089727583,0.928182325756515,1.34864521688451,0.00125424745711151,0.020937653071433,1.08871038669501,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.51201359498188,-1.88325181338951,0.820356899868092,1.52520435245392,0.249835643887738,0.250272091209083,0.976964504099464,24,-2.46511856859192,-2.37359917525018,0.879489865736691,1.19931463026256,0.0942912100665719,0.0985580304542469,0.915561141532717,"2011","Middle East and North Africa","Iraq","Upper middle income"
