"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,55,1.61213609286852,1.42954662233931,0.635246564732889,0.88682065597086,0.26674192111513,0.28510018326009,1.4545478499007,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,19,6.19685917140447,6.24527794416359,0.34184719990664,0.176039838317699,0.287271330508132,0.365389271604533,1.94641325111017,4,7.78388803887743,7.85604785221428,1.15885899456374,2.40982600676638,0.493379919110233,0.326701419083578,14.5963470368758,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,14,2.20692229900025,2.07716612106882,0.524569455433588,0.472788951440302,0.229619197770963,0.442769681195517,0.161325596950178,4,1.87251244390923,1.72903486787368,0.52592631517284,0.901767070500032,-0.0615606945033736,-0.0607838803754067,0.617076106644909,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,5,4,1.30983261839653,1.32847906847699,0.183485396551053,0.172469969001721,0.0118031001682364,-0.0030730110852232,1.5,6,2.38419858137234,2.43920779617858,0.190272977216867,0.218857346817657,-0.0611358615607497,-0.0683962984599015,0.69510304149766,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,6,36,1.50544353966235,1.55957726699277,0.87798963234928,0.67981077070929,0.275895570369829,0.636283104908269,1.27626459175734,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,26,1.99328022992384,2.0962237831834,0.816580839207563,0.8445447950618,0.455212432239361,0.451131235612421,1.04159569153645,5,1.9549328742122,1.78544540242793,0.783305638497908,1.20336222401433,-0.401472605799657,-0.372099400985159,0.626290921859955,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,73,2.24936553329022,2.32528113029068,0.72215948906239,1.10218430160928,0.086601884184926,0.252578241375265,1.57795201705937,4,2.25878781252214,1.99808098201147,0.926364189646987,1.34598377785988,-0.017319283814202,-0.230701498309764,1.36674379500852,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,12,1.86261602371281,1.85000535078764,0.316029080754641,0.297516077053785,-0.0254433749426497,0.0270926112773216,0.845831277906637,2,2.35151135182825,2.35151135182825,0.0804076294226372,0.113713560047763,-0.0014578661544585,-0.0014578661544585,0.975,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,2,18,3.75853062435016,3.12014227426648,2.84333809561942,2.68503555453353,0.397596727644561,1.62256028420477,0.508187014412451,5,2.8582864005946,2.77497600926207,0.412175677189608,0.531782920325934,0.0499882976566139,-0.00470377984824934,1.33146743260235,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,5,31,5.91216379320585,6.07000725247207,0.474435883661515,0.487891087673773,-0.0252330020309376,0.260446538415636,1.08264045678175,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,7,1.2976801563305,1.29128089769454,0.170873582122108,0,-0.0265821362418119,-0.0710160786143601,0.415336869466926,2,3.56690110306119,3.56690110306119,0.544585846115111,0.770160689452418,-0.352158991292537,-0.32803140476677,0.49900848048516,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
