"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",7,0.356274764343132,0.337397153110067,0.242351146734186,0.1592,-0.0172383946737342,-0.00365917686265379,1.85649575061198,1,0.0072,0.0072,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",14,0.339410036330142,0.320887814304724,0.111781041693364,0.133333333333333,-0.0221612012965377,-0.0470398102589911,1.23162299122247,1,0.115555555555556,0.115555555555556,Inf,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",13,0.151884868150903,0.165905806828661,0.124468156700567,0.16704942339374,0.0385870211841447,0.0395457935216114,0.388488315315764,1,0.14,0.14,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",5,0.249406697412177,0.2959048586879,0.094373281816371,0.193939393939394,0.0122063221731165,0.0135022354694486,1.89788913376251,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",55,0.301904112805855,0.308857025685612,0.172349492767557,0.257142857142857,-0.0296748128316797,-0.0297358460050956,0.742664280863072,1,0.1,0.1,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.285714285714286,0.285714285714286,0,0,0,0,1,3,0.169924748091877,0.163826909189432,0.0336944572433452,0.0214285714285714,0.00925729041080372,0.0159340659340659,0.406171240296386,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,0.188474419742431,0.187423385141774,0.0950825542124047,0.169811320754717,0.0100890869663126,-0.0186937171395486,0.954117182126858,1,0.448275862068966,0.448275862068966,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,0.312828400349097,0.233980605132228,0.178939058097764,0.245238095238095,-0.0217187628555727,-0.0245990138883326,1,1,0.2,0.2,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",13,0.481746813560181,0.41025479286296,0.234680847541695,0.394444444444444,-0.0108689221342609,-0.0418084999332287,0.949793548729866,3,0.414895755808254,0.41318472930808,0.0859276394944865,0.120759589110973,-0.0334240347512073,-0.0516812436596368,0.840909090909091,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",5,0.180380537721284,0.139579681605541,0.108425296296019,0.10835324411562,-0.000775328914512601,0.0106256431179889,0.764319191784219,1,0.199985001124916,0.199985001124916,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",9,0.241166987566044,0.249061544810453,0.077738505433406,0.104383462488291,-0.0115175526326772,-0.0018063064439144,2.24936473207443,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
