"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,186247025.762599,48647.2971363292,362433641.25382,714325569.259762,-135139604.763093,-134415474.258476,0.0948706066874809,1,144.127033483273,144.127033483273,NA,0,0,0,1,1,10084010.9334852,10084010.9334852,NA,0,0,0,1,1,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",9,33005.0725862673,21596.66046053,31321.6716751295,25405.5786191488,18229.947428809,20405.1688652362,1.06917775474858,32,19872.8392659282,17761.3387465165,19082.2350396826,17454.1488196509,3582.04703545667,-511.244926954635,1.29870737838343,1,31190.476524278,31190.476524278,Inf,0,0,0,1,30,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",5,5352.95283987276,5749.99224116506,2391.31220560849,3385.36977592178,-922.852297881306,-576.363921719934,2.91335996264992,1,31632.4695403056,31632.4695403056,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",7,2245.16855556165,2570.55034035677,1025.62230678768,1808.01234359863,-33.9668311030031,-21.2908558774932,1.13732237141559,18,2983.1626289541,2666.02074437318,2300.22919749628,2692.08004951029,1482.46139201235,1456.22807887232,3.07349703846734,2,1028.59337934263,1028.59337934263,161.518221689563,228.421259683764,39.1639606655165,38.070209947294,1.40135957611249,4,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,13296.0526347442,13190.6605097008,10508.0596633231,15103.8089064449,572.170467609879,-4.94145651353517,1.05527950138604,2,68289.1446484371,68289.1446484371,116290.898542122,164460.165898822,-54860.3776817021,-67279.1587767909,0.64465843178783,3,34705.5443942754,25856.8661405174,27171.3944735792,50301.86542056,-7030.35324890746,-6558.79848137303,0.967036619888323,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",2,4805.45446507392,4805.45446507392,6100.66194241724,8627.63885841985,1312.90156541172,1312.90156541172,1.4375,1,1916.0310678048,1916.0310678048,NA,0,0,0,1,1,8641.36946868462,8641.36946868462,NA,0,0,0,1,2,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",4,49531.5860535266,52438.3284273356,30516.73978537,34677.8214869509,6917.56897656644,412.694324627033,2.07253638852754,1,78289.6513762168,78289.6513762168,NA,0,0,0,1,4,68011.7360729677,13688.1926315736,117502.267385498,217067.41215893,73169.2183287152,77070.1896541315,1.12399082411735,10,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",4,24322.5655071198,20090.8083808385,21539.1030940696,46848.5711177305,175.290399382288,-972.20617465674,1.51614955739518,5,10854.9107734934,5697.87171708766,12772.56801049,26484.4658553629,-3374.34843419539,-2024.9171320992,2.53662004998862,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",11,27956.9000062132,20649.2650572754,31742.2482556889,37676.8777586913,1139.28447162829,2268.98358792297,1.16825791169788,42,31461.4756484202,23736.8451688388,32822.2631648137,34450.1458620819,9655.500971263,5075.11469110341,0.633305997442997,1,3169.29909942171,3169.29909942171,NA,0,0,0,1,50,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",3,13845.3741927085,11093.0927780666,9565.42435586459,13700.3186785864,-858.519905086529,-198.138854812853,0.863834492416268,5,69279.1856737122,63145.7284459314,55123.0021054101,108844.121742795,-45522.9389556828,-40971.5718157541,0.0952597397924442,1,4508.62241608031,4508.62241608031,NA,0,0,0,1,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
