"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",1,0.539034076023473,0.539034076023473,NA,0,0,0,1,1,0.761222831606744,0.761222831606744,NA,0,0,0,1,1,0.130813953488372,0.130813953488372,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",1,0.588235294117647,0.588235294117647,NA,0,0,0,1,2,0.262207042065615,0.262207042065615,0.225860283387067,0.319414675967421,0.00951936347867236,0.0122851798449008,0.960401127771361,8,0.334144571029935,0.322872247971767,0.151941924166579,0.237574447974674,-0.0209993550507594,0.0100822005116558,1.17647058823529,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,0.343007915567282,0.343007915567282,NA,0,0,0,1,3,0.151214678569408,0.151171736686629,0.0111966916980038,0,0.00061255917856749,-0.000910129426681231,1,2,0.369300867451789,0.369300867451789,0.359374300822865,0.508232010192044,0.0680521478795087,0.100925505570051,0.844312996073177,5,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,0.546448087431694,0.546448087431694,NA,0,0,0,1,1,0.475317532625186,0.475317532625186,Inf,0,0,0,1,2,0.409131235697303,0.409131235697303,0.0571987629140894,0.0808912662640684,0.00582691324783544,0.00582691324783544,0.874074074074074,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",8,0.180264520233632,0.179827250087976,0.0637535800155193,0.0942982456140351,-0.00359545699239021,-0.0103170414952517,1.05902435743847,29,0.268178064315855,0.271187208114656,0.118625883976006,0.134920634920635,0.00602327830058621,0.00214937363600956,0.636525555651125,51,0.271170067039426,0.221288801449729,0.183490102299044,0.194084068500259,0.00157423643442408,-0.0125428645702356,1.00935059747676,3,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",8,0.266204452256744,0.381254822221822,0.359431983447297,0.223333440770568,-0.128353946679639,-0.0648735623215573,0.842235113986581,14,0.1223043497029,0.0384660663198321,0.200955287447251,0.253003819036428,0.0304667813317755,-0.00058982373567014,0.781345938491853,1,0.5,0.5,NA,0,0,0,1,10,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",76,0.317553618599944,0.304921049296287,0.199908295310616,0.284950838635049,0.011191271527272,0.0193137818425211,0.757977695851609,179,0.381039200957775,0.342647687461421,0.243679507184227,0.319342374422305,0.00332338036889562,-0.00384215006670673,0.823607191050357,135,0.343369516092317,0.326422196846933,0.197671785927557,0.265711494627157,-0.0228800960171052,-0.0294763128129198,1.02769948712417,5,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.172185430463576,0.172185430463576,NA,0,0,0,1,3,0.264537581314416,0.287494673841816,0.163334677028099,0.134977827050997,-0.0111996133058233,-0.0124262014039886,1.09401752798724,1,0.72093023255814,0.72093023255814,NA,0,0,0,1,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",6,0.375114209905246,0.367925429942278,0.157544116406551,0.101688911115973,0.0231453354904187,0.0178617541862999,0.627020787876392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",1,0.0731707317073171,0.0731707317073171,NA,0,0,0,1,1,0.034624145785877,0.034624145785877,NA,0,0,0,1,3,0.0321230551772366,0.0402883968736925,0.0180247177554168,0.0332228173085097,0.00298015424744924,0.00300734435350062,0.876378630329433,2,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
