"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",28,0.176077304693795,0.17400373114885,0.115842757043826,0.132222222222222,-0.00133811548388487,-0.0244103293407306,0.216477911877684,71,0.212286939252981,0.188304319342399,0.130121970523327,0.162801112525338,0.0183973563601497,0.0280202472444267,2.14845627996205,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",5,0.28650208985455,0.364944003576787,0.172268839713874,0.241052631578947,-0.0949857086180445,-0.0948206548760566,2.7396753402444,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",3,0.290625,0.341785714285714,0.166712233354364,0.30125,-0.00372282608695652,0.0207742117117117,1.90277777777778,3,0.15213196389667,0.0588235294117647,0.190618054980037,0.345284780578898,-0.0959389517123722,-0.0959389517123722,10.7142857142857,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",99,0.154734505021532,0.100315222447329,0.129973903160729,0.1875,0.0331953479467985,0.0261784770622694,0.191604033937333,12,0.142384689262271,0.12107930509677,0.0918272126341098,0.1375,0.0484058727265799,0.037623784207567,0.367392730805295,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",NA,NA,NA,NA,NA,NA,NA,NA,6,0.188499806401958,0.201674231179713,0.0757923094499068,0.15,0.0370089331540587,0.0200946811473127,0.473999145353703,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",1,0.1325,0.1325,NA,0,0,0,1,1,0.28,0.28,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",2,0.12801724137931,0.12801724137931,0.101798993498408,0.143965517241379,-0.0130877742946708,-0.0130877742946708,1.22222222222222,3,0.0957731425559986,0.1,0.0223044161451356,0.0120723684210526,0.00575497044673628,0.00751855600539811,0.555555555555556,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",81,0.113301618071685,0.0298117221779727,0.149356785807573,0.147744360902255,0.104585109548949,0.0269747180749054,0.374448227426253,38,0.111023285386395,0.109922610045886,0.0845612125927587,0.141666666666667,0.00602099799165105,-0.00101654817054034,1.29984789756865,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",5,0.128445163895583,0.128578269677113,0.0974754471093265,0.137503174159111,-0.0314568639329045,-0.0238463862441251,1,2,0.0859690997530067,0.0859690997530067,0.106847275540988,0.15110486617268,-0.0322122776724705,-0.0322122776724705,1.74324324324324,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",3,0.236016160678061,0.146628193439636,0.249168137868593,0.448969696969697,-0.0341674922449705,-0.0332310445561789,1,2,0.042502676748199,0.042502676748199,0.0588308732116468,0.0831994187821629,0.0419639329525209,0.0373827525486978,0.459832910630361,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
