"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,29,99,-0.248819751135315,-0.175898977658444,1.05991685324062,1.0429015815046,-0.0690496028687,-0.0732541206628599,0.777885643624638,137,0.485791090642156,0.461739158043651,0.88691918661671,0.873926860167718,-0.0213456823638157,-0.0171896225867509,1.24867672210439,101,0.680474694678501,0.796664327293556,0.958254464740974,0.926582097349812,-0.236741601489547,-0.369709850246893,0.78509226239483,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,10,0.763839136229972,0.518171828879331,0.650577577379953,0.789281418652818,0.165502142329928,0.15644679988991,1.11111111111111,6,0.520216820062148,0.277924796293636,0.548001857669264,0.534892477214508,0.0353686844992713,0.0331633213621308,0.964622641509434,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,303,-3.33769503920775,-2.88632906032845,2.17942754138524,2.53301039301966,0.0265097021877734,-0.019541003516665,1.05872065716981,384,-3.05264189880226,-2.80700333940332,1.89184291532846,2.35819090961264,0.0885402267202832,0.0957608922839373,0.933333333333333,341,-2.05543436680188,-1.82811720420447,1.69719254364524,2.00029936416726,0.410582285167716,0.151150741458157,0.35,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,0,12,1.37545068110652,1.40701691116164,0.504517002755922,0.474933721380809,0.123762833503371,0.12852855297382,1.11446740780702,9,1.27200754089632,1.24285547421134,0.407246232351588,0.4294606208692,0.0428196611012123,0.0168565394449119,3.09921135580318,4,1.61901317101738,1.59475399228271,0.195276192090761,0.277385879702742,0.115788345890822,0.115788345890822,0.706,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,0,11,-1.31910475972026,-1.46815057224227,0.83505010905201,0.697560032161245,-0.0881697666048017,-0.143059346985396,0.833569188914409,4,-0.684715462235916,-0.665550718705053,0.121897695225316,0.140772793121817,0.00435630519402542,0.00173739723439811,0.899435771408811,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,1,8,3.2736505446178,3.72524734887437,1.33689035066368,2.41149437635564,0.0597387072625392,0.302030580137256,1.17675707342796,7,2.62292989877482,2.49879178390779,0.299695144757307,0.59632386267527,0.00214050378348058,0.0358968111564579,1.14515070107344,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,13,333,1.21630554270841,1.27795569381903,1.42752587005542,1.34183121818113,-0.102022124382627,-0.0392837342272407,1.2,446,1.11878692282807,1.3440621815995,1.52876752957273,1.61803628720556,-0.0357599533999026,-0.0108355896627519,1.0240646977316,202,1.55996141169092,1.41603856172613,1.58859356349943,1.5287714499732,0.270701513633041,0.462610921166997,1.35173899951269,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,9,177,-3.10113727215238,-3.96116140720406,2.61017533709718,2.59823741168197,-0.13469879722042,-0.0700329525020645,0.874162417727021,232,-2.31323253875729,-3.59982338524425,3.39764332949352,6.51230064241242,0.254997412428163,0.34851185900693,1.2265136221098,131,-3.23095451464591,-3.90949664104465,3.06721854918281,2.55467515494744,-0.584962776816538,-0.796367407497682,0.604237885971114,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,152,-1.01135981416537,-0.796189719035529,1.88904340770613,3.11507390963104,0.0826414402786464,-0.0248113899760497,0.865674127203085,475,-0.693171814561985,-0.63345755077672,1.87154866431833,2.93825386712059,-0.00955479849895529,0.00979511988843601,1.02258600128508,480,-0.289314111053307,-0.344675260770839,1.85503362793793,2.31964793867064,-0.10017145392504,-0.36052780737078,1.02710063283639,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,115,175,-5.8918780665349,-5.7982015053714,1.4637631421238,2.32749320698391,0.268993309203282,0.102146745440221,1.4,182,-4.54181197706283,-4.2050185997118,1.59657938171931,2.47724187325503,0.0415808247049144,-0.0433909319844846,1.30769230769231,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,38,-5.09414654328169,-5.04928579799507,1.07965978250933,2.20849625019268,0.130175888869379,0.0169028588115527,1.09859599429933,37,-4.34041403772155,-4.39264494470877,0.687592409030677,0.948754743796647,0.0461968992915858,0.0121364280655816,0.457142857142857,20,-4.01915305713803,-3.92630838338214,1.43413066537234,1.35679986650017,0.523037351683118,0.530194471959293,0.623627533783784,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,5,34,-3.22400618287246,-3.41173613878225,0.884331047312731,1.07293448960323,0.165527294887556,0.0253375502885106,0.705882352941177,10,-3.75943673925569,-3.75029684215886,0.163967617272174,0.186020287338851,-0.0086798722183187,-0.0293243980406648,0.925490146868305,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,12,-1.16755121988015,-0.971355501808329,0.790377370776894,0.687671101285231,0.0860659476005185,0.0876441309868788,0.947958458498967,4,-0.408254794186963,-0.167055205363215,0.795283450381209,0.471195266148438,-0.135848367814606,-0.141193004169442,0.853148523120475,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,78,-5.12973504810919,-5.59138766683364,2.04385530203481,2.92325895021975,-0.0913555078095832,-0.131369953570317,0.875,8,-4.79262482057532,-4.53165940230719,2.28948497774767,4.26749011228043,-0.452424969786135,-0.30574249871698,0.502032260726934,5,-4.55209768722146,-5.14930505918227,2.00470586600888,3.95625340471607,1.55047759263308,1.49093068885588,0.985864009020178,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2.07155772631756,2.07155772631756,0.062640727521275,0,-0.0129527977382819,-0.0158191725745544,0.579921485263994,13,2.77931866752703,2.66123470868675,0.741532397813522,1.04980322758465,0.26180900437266,0.2364334457336,2.768828072868,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,10,461,0.0124328455434595,0.0639214086417358,1.44644558650119,1.44270154138569,-0.0126812278082985,0.0477076376858813,0.9,480,0.159528627660902,0.168603319103609,1.49605088841769,1.83724877485523,-0.0215065830818126,-0.0111645244762038,0.97509627257186,273,-0.0241727287426209,0.350726770418342,1.64921827380174,1.94267221536241,-0.00972154895496745,-0.209103091722631,1.10371563395666,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
