"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,1,20,2.67423339694404,2.53871880422428,0.697915084451844,1.01332270687962,0.307977437898033,0.291189548728704,1.27173862930447,41,2.66430846771338,2.58683041202108,0.693024396985464,0.700256662292457,-0.0796726459320664,-0.0809750940947982,1.28219339979036,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,70,3.76874257574655,3.69530152637438,0.957658414058568,0.987807608651973,0.167576924953219,0.143606295729196,2.62342566687097,83,3.52866080665765,3.42866411521277,0.729485621874371,0.807073708497541,0.450490894155846,0.260208971749949,0.809923249611512,20,3.77533161080491,3.86635566505994,0.9345174955027,1.81472932587509,-0.118447358825235,-0.00349238733022427,0.209046398125948,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,5,45,2.41705043730178,2.5030515743829,0.706548855979616,1.09363984794029,-0.0836374547859296,0.0828339224771042,0.777832322865028,87,2.65760441720564,2.5257810668689,0.784145195182114,0.844899505993132,0.466123581224461,1.037866664965,0.997849149821544,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,31,2.73065563707411,2.80623333557096,0.680968517359549,0.977540440213232,0.0218437402448887,0.0484942158269952,1.8166834448971,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,64,3.14358763621149,3.19684555691994,0.716890780632935,0.75260080459786,0.156641679734457,0.0634299572925951,3.24601537555926,24,3.38755707881645,3.42920560208796,0.450599668735742,0.640283793865052,0.145308317415454,0.195664455450754,1.13176314782671,7,3.23035629724485,3.18859137027775,0.161697459502558,0.149723410126683,0.00497096302568271,-0.0382458636404332,1.8273747802145,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,2,31,3.03598043562355,3.19718322803866,0.587826582272961,0.568345656762219,0.300591399585963,0.0971844063029821,3.23161403559383,56,3.42041384697533,3.65628467732919,0.664671068413936,0.921274985628305,-0.00297196948660516,0.235706348629876,5.37979421610706,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,0,15,2.27992339588157,2.04443598050458,0.534909393895475,0.642451261964972,-0.223386625305006,-0.246020241505288,0.849150899533408,7,2.69240196394685,2.49579277991059,0.6865594349543,1.14864651793539,-0.0236838001463323,-0.113937863847912,0.977985347379684,11,2.90891589036761,2.96243227797533,0.845784529717019,0.826747385463962,0.328372004448913,0.162179931883901,1.2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,2.8724881726895,1.96685698649761,2.25980922504995,1.89901751956806,0.219723032562633,0.220810409579793,1,3,1.87325983204043,2.12251145798579,0.433073046392839,0.750886099843827,0.0314826222023095,0.0314826222023095,1,15,2.4455125015708,1.86561099624144,1.84137811720769,1.78673686689403,-0.0479715156019121,-0.0502945470195576,0.857142857142857,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,49,2.34955957102486,2.64403304909736,1.19598047730126,1.33456635932709,0.416965925176152,0.290355415892565,3.55217540785447,53,3.02663498665284,2.86456819271072,0.585250547997206,0.979724843430876,-0.0970559286807173,0.17400263330786,0.889156177990406,50,2.92679478772187,2.96215990790518,0.790561367522198,1.02223235213271,0.580340108428072,0.638794467653822,1.15062720802839,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,12,2.1410149120537,2.24060642285537,0.828608794795364,1.64313389602865,-0.0658254205155823,0.125984547550541,0.694019886937064,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
