"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,30395.8301445172,30395.8301445172,13225.8069044731,18704.1154976336,-3192.86161610071,-3758.30358130021,NA,6,52785.8664265251,52492.1681012087,7932.99586272376,13119.1967465912,-2207.65599412175,-3974.76056135839,0.105779018080451,2,17871.0780339335,17871.0780339335,2494.17905355108,3527.30184451883,-759.909614089474,-726.209203283288,0.644727919993339,3,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",39,17867.204429143,12178.121367375,18379.5750210835,26520.0954039627,96.5717601468188,-604.454656909986,0.888601956637796,39,40203.49477062,26170.4864341416,37898.9908826187,51975.5154449927,-18146.5295001139,-17845.031839334,1.06038241865977,31,9001.84944145199,5991.08490638148,9513.45799938716,9291.71225832272,167.692435905546,131.251094136536,2.32548715835943,4,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",51,19558.1438985326,16417.3381145374,15276.9192754683,16884.1683432011,877.527294289495,1702.90734502945,1.16455006769858,26,33420.2418111097,39454.2170719045,24898.6897108551,28864.0037622899,2457.08086788798,1028.52807412925,1.541560453419,44,15964.7159546206,10226.8809192622,15123.6988691959,17889.1783636298,22.9047561511359,253.282276682566,0.970802410229628,10,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",5,43028.7801499829,42769.64834959,6608.56798384935,8547.33899359933,235.86739376921,276.643804541605,1.04360967130246,1,48636.8295767354,48636.8295767354,NA,0,0,0,1,2,21360.9603054945,21360.9603054945,1394.38236530885,0,-122.935079961587,-246.494306519206,0.645383483434278,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,32478.5656604368,24966.3250476354,19213.9818739758,4993.2650095271,2631.51082109491,3756.16288798053,0.705882352941176,6,24057.8766960246,24804.8775215422,15204.8063846397,31010.9939050441,-8396.80922828815,-8555.18570524794,0.45449223598907,2,62562.6733546628,62562.6733546628,38630.7945894499,54632.1936336492,-7081.95102658416,-7081.95102658416,0.794117647058823,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,20592.7593585482,20592.7593585482,NA,0,0,0,1,2,30004.6587937239,30004.6587937239,1250.84395685512,1768.96048819694,-670.708583893401,-670.708583893401,0.56872852233677,1,56758.7929819986,56758.7929819986,NA,-7.27595761418343e-12,0,0,1,6,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",2,1645.71769552124,1645.71769552124,833.368084812859,294.640111997809,28.6975464541675,39.2853482663746,1.10681177000429,1,40444.1264136269,40444.1264136269,NA,0,0,0,1,8,2222.0404748615,1867.65448009405,1948.91632185097,2535.50006219372,592.890794725841,969.960643449312,2.15231131748682,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",31,18566.4510852146,3791.976351398,24658.2261348679,35063.4872638735,1956.59456534225,728.249575326586,0.950189751753552,8,9023.39182617859,7671.87586932379,7658.6758529204,14435.6900400998,-45.6453918633079,465.41852271588,0.551020409652761,47,7125.427762908,4547.51884526696,6521.22377455529,8801.55379079599,-460.81872928897,-558.243223600036,0.686004792001055,25,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",3,12389.8036207762,12727.9159457291,7072.00602683467,14131.883000559,2700.11980334298,2700.11980334298,4.5,9,3361.66946573987,2627.32209888903,2942.06361409248,4332.36514488499,-585.38214121178,-585.38214121178,0.35,8,11287.8083421919,8674.92475997218,8595.59260851263,11091.7370030418,-2049.96282674217,-2049.96282674217,0.583333333333333,7,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",3,3125.94151226816,3125.60882833536,494.240985375353,0,-52.115066142084,-0.607914233512025,0.899112776447103,1,7451.24247862182,7451.24247862182,NA,0,0,0,1,3,22921.289599705,24860.0859697178,9600.71280815373,5284.80193417671,-2759.85712114478,-1174.40042981705,1.35228021286355,2,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",2,21452.3893329883,21452.3893329883,6497.9046127277,9189.4248303262,2089.83749412064,2844.34578081525,3.17034412231403,2,32081.5423110877,32081.5423110877,2951.08751090275,4173.46798166853,-494.273509781487,-500.660914105928,0.751915392890824,2,10332.0208814771,10332.0208814771,6786.70037329337,9597.84371167403,-436.33428538281,-436.26562325791,0.909236820587945,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",47,45977.4727643863,33220.9594598987,43269.3640336071,69281.5060834073,-3648.45520908716,-328.909738959246,0.9196127912289,32,23617.4463457222,20796.9375614053,20303.1164435348,23454.4544825442,1474.69494685672,736.425185237786,0.780840846114455,13,21449.3862117255,14873.5165825436,15684.0292629923,19452.115169572,4268.1847391606,2770.44925508719,1.32791220240407,9,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,7174.54950306427,3188.38671419951,9497.63853592901,18775.4589929337,1526.78766118133,1121.94460209077,1.60732351583106,1,1558.7465684451,1558.7465684451,Inf,0,0,0,1,7,1908.67212762046,1556.04697087181,1614.07409028574,2493.99450951217,242.985408947805,327.166477233444,0.833333333333333,2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",3,108985.664998433,99859.6878851653,110800.583514293,217529.611376141,6384.60243363234,6084.52625384653,1.09908911186982,1,17760.3058134855,17760.3058134855,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",4,42507.0495503252,38012.7563059902,38838.84042389,44150.1646894114,236.685874607599,3941.97899012602,1,NA,NA,NA,NA,NA,NA,NA,NA,3,137358.082339377,133050.864167104,130304.46292083,189214.991526049,-66815.6770836895,-43369.277422796,0.545851987248132,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",7,8686.99148730312,7878.85093204668,4302.99985771221,6105.01739929959,-470.584298146323,-354.269645484357,0.932009187221992,9,27902.3186431977,24559.9071341553,18030.4142770512,12617.9846792051,-7270.57274552334,-5927.4926624848,0.0595175123168454,10,12231.9898853638,13320.9660568566,10487.6911081221,7400.02109006011,-909.007544159668,352.054070780503,0.6,3,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",1,2176.22410683032,2176.22410683032,NA,0,0,0,1,2,42083.3628333008,42083.3628333008,47019.0252992798,66494.9432678051,-26597.9773071221,-26597.9773071221,0.555555555555556,1,27900.3090619272,27900.3090619272,Inf,0,0,0,1,2,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",3,30470.8621996651,28691.9492439752,27324.7142303042,39025.0845653526,7916.23640988441,9715.27587980505,1.92805502616227,NA,NA,NA,NA,NA,NA,NA,NA,4,5023.05687778407,3707.96184054596,4458.76712707724,6725.83504697983,547.483857101733,-214.373037586784,1.25084967365505,1,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",1,2580.70305256614,2580.70305256614,NA,0,0,0,1,1,2.23330071856685,2.23330071856685,NA,0,0,0,1,10,923.371803085603,766.302390702649,830.697311317652,1437.34761590726,47.0080327783568,-33.7538277366488,0.777777777777778,16,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",3,72960.1605173646,63541.7367389047,67587.2703497275,95634.550103478,20836.9826264696,21034.4119189713,1.28769940544912,4,5308.86297059651,4118.02862410644,5032.93861325402,9133.31989098838,-1901.96019097946,-1427.74142778097,0.422304404584155,6,2256.92676273063,2492.15878001867,803.230644159551,872.61018066768,8.55365671614368,54.53813629173,0.528701671762153,30,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",14,18832.4177276117,16464.0484279926,13050.0364522289,15393.1289703264,4371.6224640179,2504.91160516747,1.27154072469374,2,17779.0199263382,17779.0199263382,97.8339731732632,138.358131722474,-40.05103813019,-40.0510381301899,0.633333333333333,5,25911.6730759467,17880.1277918277,13525.7574850392,17267.094838965,2835.02661714195,1755.31768836342,2.5,2,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,15696.0914542148,15696.0914542148,11131.7059272506,15742.6094946667,-2304.68051352172,-2260.07760071948,0.753455097908473,2,31305.8419861735,31305.8419861735,37657.980586727,53256.426877332,-11543.2122907145,-11191.5679669756,1,2,4308.59437349847,4308.59437349847,6620.81855803792,9363.25139878871,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Senegal","Senegal2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1757.94179496367,1367.24787356521,1899.77739061322,1137.80011845559,374.559270670921,369.676053812389,0.833333333333333,1,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Tunisia","Tunisia2013",7,21042.038400442,9324.79178791429,27947.5633629853,27850.423231322,1361.94046419244,-2185.62251195997,0.645327412638397,4,16157.3249144961,10918.6459336201,14645.3282295202,30437.6210178382,-3398.84614869103,-3021.46347832753,1,1,22828.2157633787,22828.2157633787,NA,0,0,0,1,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",2,25191.9587335748,25191.9587335748,648.601644477401,917.261242197434,57.5502484402707,57.3288276373396,1.13266362161331,1,3611.7161411524,3611.7161411524,NA,0,0,0,NA,1,44945.8008676743,44945.8008676743,NA,0,0,0,1,6,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",2,93433.0762013732,93433.0762013732,116195.47762935,164325.220349847,-47006.2541103792,-45645.8945416241,0.62215544056256,1,16396.5048678004,16396.5048678004,NA,0,0,0,1,2,2910.49070146593,2910.49070146593,2326.46610875047,3290.11992339627,-149.550905608921,-149.550905608921,0.916666666666667,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",2,8474.20784207316,8474.20784207316,2761.09025633816,3904.77128744962,834.154775517543,836.736704453491,1.75532811715896,1,39511.0622182066,39511.0622182066,NA,0,0,0,1,1,8156.63335600588,8156.63335600588,Inf,0,0,0,1,4,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",1,4121.64633425931,4121.64633425931,NA,0,0,0,1,7,7449.08270247984,8573.79581933274,4597.89611390744,6800.71645152787,1325.67857073041,391.916970146919,0.264455786133931,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
