"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",3,0.920812015756896,0.924001889292035,0.248561657897297,0.333201206312077,-0.0496266241309081,-0.0138775794996937,1.45454545454545,4,1.16869133860837,1.12182034455664,1.08772414043306,1.64760844640159,-0.709268203977912,-0.452825937844381,5.73945342054022,2,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",22,2.05491613521219,2.44341288767568,1.47014414949961,1.7911714770798,0.150844542542679,0.485541264796791,2.55531641536764,4,0.361952137510702,0.311566367904396,0.30686201919482,0.478219696969697,-0.0200928620318177,-0.0200928620318177,1.15,0,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",9,0.818180896862066,0.679406036442724,0.443365239699591,0.407024856713765,0.0484627531360376,-0.0597848320247903,0.341500422930805,7,0.567405332316796,0.436553269048009,0.644210047923797,0.421765008006284,0.0317180168537994,-0.00437495486146419,0.930010803944528,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",48,2.01036670197656,1.01672499722384,2.69045750726977,5.6915240337679,-0.444384878757908,0.10707497893022,1.23519385435895,12,1.32664283155655,1.40206731663432,1.07965870529747,1.66583100741975,0.288068451144519,0.0744569640057054,1.00217320213905,3,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",2,0.632197328254398,0.632197328254398,0.119708764218311,0.169293757892459,0.0854796683414406,0.0709203580360301,0.415517341512048,4,1.01717321059768,1.07078227978874,0.312214474922235,0.189072697629533,-0.162325740198196,-0.079826798085228,1.8026588409166,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",118,1.69095092923471,1.37511656925018,1.12423192591538,1.25272628135223,-0.0627159154826589,-0.177515615900548,1.48747640972033,7,2.17341365974456,1.85817224522916,1.15865820329174,1.72692172692173,0.375934267260219,0.804202557626735,1,6,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",2,1.35398956440171,1.35398956440171,0.385950878398708,0.545816966641261,-0.146950721788032,-0.146950721788032,2.16666666666667,3,1.80121284421875,1.11969111969112,1.38346075657126,2.51399270144006,0.0309832599914647,-0.00954697872083823,0.922753955892502,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Lebanon","Lebanon2013",2,0.468901540665043,0.468901540665043,0.355685936722437,0.503015875658249,0.0567173365741665,0.0704222225921549,0.856187998783153,4,1.26971191895467,1.17313416796057,1.09649371403723,1.54603544830736,0.555990247535185,0.476706222626658,1.14868935158611,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",2,0.28651866285931,0.28651866285931,0.173395121116189,0.24521773193184,0,0,1,3,1.58194218515689,1.63009446036695,0.739823072899664,0.757936425635297,0.0180573621555577,0.273805053406348,1.15124009663596,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",5,0.879586574114759,0.926903823697275,0.354194026155322,0.199705644160396,0.105957908105504,0.0992710439174647,0.440600231600797,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
