"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,27,5.95837112906149,5.96318784683613,0.742670754631909,0.857038840020987,0.250838999974032,0.205944480624735,6.18286604334863,13,5.34071015672817,5.39090644172748,1.05683255768844,1.12572547227721,0.309593668851072,0.845066754358909,1.235966020785,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,1.81811491592504,1.70266725202737,1.06422243352552,1.416450593067,0.292112786620575,0.35425302158692,3.35574057395575,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,17,1.37480834563235,1.17894112220048,0.76384944287237,0.766238039665602,0.453072426420247,0.529400058288232,2.52842177775114,34,1.54078532784095,1.29094107856501,1.04166320179091,1.38929877204936,0.276982738968233,0.296686870959139,0.667332738483017,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,39,8.24203350242587,8.11025542233773,0.886258151033418,1.01025717498355,0.328137731286913,0.240948248417715,2.90837405730045,86,7.48364200641448,7.47936231143869,0.702965294329321,0.844783705891111,0.342327244613884,0.302383086353948,1.36524028269942,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,36,2.26403137768544,2.02013442642489,0.853503401442661,1.08039709335525,-0.239911445635633,-0.299193846533909,0.33408725434009,101,1.63663619508207,1.35695011225211,0.795812088246582,0.95285923764604,0.264899618730807,0.360808595051489,0.543840175070639,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,46,1.31580245080143,1.27864336498184,0.758865606428309,0.791939697350315,0.105828390341635,-0.0228426529010476,2.84639543383677,59,0.594969809213164,0.474753442813817,0.774839642366769,1.38647733038177,0.315549611119056,0.15270132023467,1.08839576136728,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.261118802238469,0.394818271197435,0.452046308208817,0.450496889990976,0.259995766728737,0.272251701000929,4.28486027733112,14,0.531380662445417,0.565443866528615,0.651760976806267,1.02830073624965,0.460595788170251,0.388085067515541,1.05653265892903,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,-0.171627540011951,-0.589552849108265,1.19198631711264,1.00639216589171,0.304202091667964,0.224475142678384,1.11421561824983,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,8,1.74703605016831,1.65854173470304,1.52375473465305,1.83128077985252,-0.816690219596646,-0.711287683287471,0.297486848930544,67,1.59835615213231,1.54015982485879,0.737635088242157,0.732853434899631,0.222978221122159,0.0696769185340899,3.54036599984992,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,2.89821414117481,2.89821414117481,1.18131130128017,1.67062646365503,0.208740772217971,0.208828307956878,1.33388876495398,49,1.93654337451688,1.95914058532614,1.0286252318029,1.0796585261257,0.590531694482251,0.60376212326897,1.03653634825199,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,1,40,1.80925576173353,1.73764473937897,0.691342810998369,0.778022036481783,0.00207313856827145,0.149885230450976,2.21072063598945,205,2.00240163587353,1.88495289854066,0.880358042824109,1.33865085386805,0.141089237540456,0.194064834369987,0.967036944766738,"2014","South Asia","India","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34,1.2086390040869,1.15876954732294,1.1862536024763,2.26933914096741,-0.0934375591234389,-0.0615588743573663,0.904840885384987,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,2,64,1.72253664770704,1.78872509943229,0.696412140092902,1.05099216185087,-0.0341262658636825,0.141663336802823,0.364737823301088,86,1.0713865680501,0.90745666959585,0.717889412036108,0.700879522870249,0.108442731346202,0.313360605289227,1.12796867585577,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,14,-1.11716395846148,-1.06239618439536,0.397917773580991,0.742652078372023,0.0326058733696185,0.162191161016117,1.37111571925761,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,0,6,1.94661662856896,2.17157150376408,1.36926220534146,1.90777643435782,-0.217569693632387,-0.235554786741641,0.71768060602411,37,2.0498395568951,1.4513217530804,2.00759853450314,1.92910367059639,-0.83271247934602,-0.476422483390552,0.113955605725607,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,3,1.01548622465182,1.42333331765231,1.14993169615945,2.12654154810664,-0.971263648286174,-0.990662202511434,0.189417878435955,13,2.40390761596702,2.40542741471276,1.10388369319189,1.71367134183219,0.132413553369224,0.0942301255632933,0.941176470588235,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,27,1.1803752410784,0.814993829481819,0.964003644173903,1.06115154022145,0.12769251786347,-0.229526628316875,3.20684333997165,65,1.40740635920937,1.37637019253541,0.743312141255228,0.947029377376051,0.0625266069773855,0.066998715511011,1.36642517905737,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,2,7.75127858734854,7.75127858734854,1.77448829259048,2.50950540965373,1.28262714833191,1.11792352355804,7.75173821921948,39,6.99094863817153,6.91066581300386,0.935250988816392,1.61329132967249,0.412250605449888,0.415559815442627,1.13956872103705,"2012","Europe and Central Asia","Russian Federation","High income"
