"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",1,17103.9212342707,17103.9212342707,NA,0,0,0,1,1,9829.00717754355,9829.00717754355,NA,0,0,0,1,1,105965.373802298,105965.373802298,NA,0,0,0,1,10,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",1,394.897770978715,394.897770978715,NA,0,0,0,1,2,15544.7782699748,15544.7782699748,28310.6636031661,40037.3244273798,-1193.21331364445,-1539.89709336076,0.960401127771361,9,16784.2023229902,15431.8500281499,12930.6163312874,24834.2127631534,1646.4328538801,-138.317092294161,1.01676461476675,2,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,22853.9278645472,22853.9278645472,NA,0,0,0,1,7,35972.6556216937,38603.500496151,20386.8119409334,15424.3912885285,-1244.28117409411,-2219.68412646906,0.80327607152913,2,208015.726213295,208015.726213295,292309.900951199,413388.626341121,-55352.6408555864,-82091.3584223503,0.844312996073177,11,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,108761.565162836,108761.565162836,NA,0,0,0,1,1,45543.9876269639,45543.9876269639,NA,0,0,0,1,3,50694.995276082,46359.9880752621,34315.3697423198,27493.2709683888,-3388.61590555756,-5984.27980535695,0.874074074074074,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",11,19148.3912756399,17530.3906176334,9421.77179164436,12226.841586662,362.010315146721,326.343821098453,1.22536418252579,29,25847.5924907964,23832.6725217162,13663.3339508133,18660.5446641755,-643.158243752497,-389.533688937673,1,49,24949.3437533971,16277.2160052636,20450.337878633,20811.4861185054,-44.8131759421378,2082.07148123958,0.82773075841618,15,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",1,10438.0338235136,10438.0338235136,NA,0,0,0,1,12,12494.1193816843,13885.7833413123,4239.9918744205,3821.84534952925,-480.130187769748,-261.346831429519,0.776767274984275,1,897.146795664143,897.146795664143,NA,0,0,0,1,38,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",73,10293.153882078,5283.68079513274,11012.8253125918,11787.5457553098,-9.44035175275959,-282.996226767793,0.785609648645192,170,9852.68766103446,6391.4609593056,8920.91030837721,10463.9671170353,329.399460136626,932.511318208826,1.12262187797017,111,11741.5869539077,10325.4008119033,7707.613739203,6644.41396589783,-475.524616058435,-782.618544749251,1.35679659721649,197,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,12553.1056978779,12553.1056978779,Inf,0,0,0,1,3,9874.05237975584,7422.59810227753,8368.13462033308,14714.0727659413,398.738930529577,248.066198627607,1.09401752798724,1,2127.81277597268,2127.81277597268,NA,0,0,0,1,2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,12623.0195585097,12623.0195585097,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",1,3074.5062730456,3074.5062730456,NA,0,0,0,1,1,176355.60808367,176355.60808367,NA,-2.91038304567337e-11,0,0,1,3,60172.9291505864,63048.8966290102,15857.8913553752,31312.4815558953,-1447.81398234911,-1469.47427642646,1.00157557751935,5,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",5,5553.17174477747,5285.72935004293,1611.20698563883,3296.67239551633,-568.669802568703,-377.950527159002,NA,6,18936.6414347595,12959.5629243926,20053.3560325691,11779.5230773616,5065.67479736726,3657.84409063787,1.83682532537551,1,43541.7240939137,43541.7240939137,NA,0,0,0,1,7,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",2,34038.2137177554,34038.2137177554,54174.4547800058,76614.2486840521,6385.96553803831,6384.52072367101,1.16693286899688,5,16562.0767033317,12019.1639182543,14006.1031785674,22983.191906655,5137.58571993091,5189.9252927129,1.14246284251006,1,8370.09271857816,8370.09271857816,NA,0,0,0,1,0,"2013","South Asia","Nepal","Low income"
