"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,1,0.775862068965517,0.775862068965517,NA,0,0,0,NA,1,0.478260869565217,0.478260869565217,NA,0,0,0,1,4,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.0283464774337566,0.0101368717410912,0.0433408466331246,0.0755004781997187,-0.00882791759174443,-0.00822438349742147,1.42857142857143,3,0.0948674911660777,0.0975,0.056494782499137,0.112897526501767,-0.0390159010600707,-0.0390159010600707,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,1,0.451388888888889,0.451388888888889,NA,0,0,0,1,7,0.461408488791185,0.4625,0.107987702768703,0.133333333333333,0.0074621919759483,0.00727457649726557,0.805576785168787,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",3,0.446297635288146,0.470892905864438,0.0693519682564291,0.132,0.0142563196242694,0.0142563196242694,0.4625,1,0.426666666666667,0.426666666666667,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.308939355885792,0.334546738476062,0.105233577927868,0.0750000000000001,-0.0586293574249175,-0.0585384615384615,0.978403429789022,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",12,0.539503330070922,0.572387085589625,0.19704378704538,0.206666666666666,-0.191114999550595,-0.312317663634447,3.92782544398443,40,0.3424563275061,0.333333333333333,0.20580786665231,0.228571428571428,0.13463999087884,0.136598295036283,0.490456311514721,30,0.422555544470197,0.425315608626818,0.250755934931406,0.305555555555556,0.00472964421438597,0.0131023514714159,0.71766861100399,5,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,0.4,0.4,0,0,0,0,1,3,0.375966334408343,0.380881310750415,0.035899050338583,0.0296296296296297,-0.0103684497740118,-0.0193322109988777,0.763503841449,1,0.15,0.15,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",2,0.422508975996375,0.422508975996375,0.12025574528576,0.170067305936406,0.0202836772739903,0.0207076771476971,0.744329956251439,2,0.24,0.24,2.84878090734792e-16,0,1.03037252024717e-32,0,1,1,0.493781621513845,0.493781621513845,NA,0,0,0,1,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,7,0.549859512018233,0.526901506447974,0.107739698582868,0.174615384615385,-0.0124017997575445,-0.015091911146957,0.851192369850869,5,0.349553998632946,0.315789473684211,0.0728104850181241,0.111742424242424,-0.00369940443073858,-0.00369940443073858,1.5,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",6,0.270759350811484,0.28802490746365,0.113493615468044,0.0756252106504887,0.0867633359727157,0.106508342077075,0.0145772594752187,1,0.120419217547092,0.120419217547092,NA,0,0,0,1,3,0.441277446279699,0.4914337,0.0935601891323556,0.165731972172429,0.033902240528111,0.033902240528111,1,0,"2015","South Asia","Bhutan","Lower middle income"
