"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",27,80387.2432065739,74995.9107855329,40173.1428992901,48370.0430269597,-6104.60400855461,2035.19777103501,0.663746736304973,74,112587.534800899,101037.35695128,75766.9291577863,98876.4264805324,22553.8139849243,16561.1862305588,5.64791815660306,9,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",5,21930.3889594122,12194.902448235,15484.3035493866,23730.2056492705,8577.10167883896,8768.48492802126,1.41402598206163,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",3,103263.403263403,100505.050505051,72911.3071034352,92929.2929292929,-42393.838046012,-48033.873033873,0.146367521367521,3,904444.444444444,1133333.33333333,766089.154467411,1480000,377962.962962963,377962.962962963,10.7142857142857,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",95,12984.4257547531,9299.37441847173,12438.8841352063,13937.568387484,-2657.0851647181,-2574.24948444787,0.312998301579957,11,17429.9206112948,12510.0442260607,14117.0009331991,12924.5621638323,-4036.91714376466,-4359.48488064627,0.440788944053245,13,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",NA,NA,NA,NA,NA,NA,NA,NA,6,115687.015090216,114359.943709611,48135.5826804805,72916.6666666667,-4805.64778021116,-1614.10835752941,0.6062004717405,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",2,25067.3586257044,25067.3586257044,1146.51383754433,1621.41541850362,-562.308426438704,-599.218741620903,0.608855177587453,1,24321.2312775543,24321.2312775543,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",2,108675.213675214,108675.213675214,98692.7669809942,139572.64957265,12688.4226884227,12688.4226884227,1.22222222222222,3,67135.0848144417,66666.6666666667,29094.943489787,16203.7037037037,-8261.13294094257,-10553.1813865147,0.555555555555556,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bolivia","Bolivia2010",4,38797.5671053998,17689.8717743745,43698.3131987064,40360.873694207,218.388048526813,-11056.6337710946,0.961914535421868,2,72027.634106299,72027.634106299,67110.4076744667,94908.4487096183,-38051.8311935655,-34512.1631671339,0.511697117555039,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",5,32900.0950191522,35666.7583938156,22157.9042779202,34991.6914262197,8489.16826163551,8092.44826991197,3.26569560678487,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",86,144653.427127521,207752.797640683,117705.934676472,186802.430691035,-40305.2750936211,31969.3170439292,0.914804440203428,39,128210.255663446,95026.8084810803,149789.334345663,177730.515054311,20184.2170247314,-6674.14825116459,1.05418022401343,12,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,5083.98397917337,1929.77528279845,9178.45509345764,546.086012956722,52.7829312158435,683.850503016294,1,1,264789.902405243,264789.902405243,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",4,16297.5297661253,14443.7570485046,7909.57607923914,10983.1243182521,3320.40976072115,3295.65325829475,3.94531523392217,2,17404.2449798612,17404.2449798612,2979.22210462012,4213.25630567549,-2125.07259919774,-1893.07954556378,0.459832910630361,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",4,28029.2588764966,27661.3727851057,14282.6632770446,29554.750110315,-7187.15803287494,-6236.53830410893,0.847267053162523,2,192882.112016953,192882.112016953,55706.8315391646,78781.3566795199,-10399.3706197567,-10629.2306631098,0.801441682994741,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",36,80821.5982151722,54287.609678421,69124.1493295147,47546.0394154473,69737.856328,122809.02874354,0.423359018257989,35,132087.48058353,125356.203842459,84032.4856742988,85867.9539077147,47747.111843948,19082.9557238828,1.39447107222251,9,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",101,69754.6981186492,50447.5467603893,59232.4881987215,84528.8433755652,-5592.29760976283,8340.53501031899,0.462684425318616,37,27642.8770905631,12971.8803703602,45188.6383724829,9304.6032468769,25120.9675143806,-4511.77926467411,0.651488683426017,7,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",50,23244.8991116176,22268.527165991,12078.6056730137,12937.797081611,5452.03083151408,2764.8765635698,1.06872228562208,43,73743.9054697527,66098.2995642007,73715.3625416302,0,-2807.94468155199,4135.12148313149,16.918501002658,17,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",6,41457.3758917893,41556.0347369965,17277.0002355098,32851.4372439487,1248.22451994458,2162.43758709641,1.21443356134666,11,51854.5383375078,47153.7695183263,21027.3509103041,17614.2531812947,5180.21044321632,3024.13892889096,1.22373909816994,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",18,46043.7777958521,18903.8123006046,53586.2379183304,73562.35083824,39026.8061768148,29035.5380701863,1.84381418898156,3,16081.3563790765,11974.2182034952,14347.4656310563,28855.3286527992,6112.95445179852,6180.97536128187,6.89227841094416,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,5,205694.700514216,179642.963775437,168917.401427409,155411.930212686,6074.62017072199,-11757.4045979911,1.29652829972868,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominica","Dominica2010",3,19876.5432098765,18518.5185185185,3360.65619476943,6296.29629629629,746.352413019079,746.352413019079,1.4,2,80648.4766746205,80648.4766746205,81910.6313613515,115839.125773766,-39909.5382227866,-36353.7681949586,0.537254901960784,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",10,17843.6744020597,13529.0110593163,7954.46628329909,12952.5881479213,3202.74597678949,5411.93073575534,1.27402984812692,1,18152.3677142322,18152.3677142322,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
