"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",67,9365.7384047974,4821.63203211492,9871.5086638852,9727.72689116124,-2203.79788305656,-1554.95565567015,0.101187163787438,3,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",217,20433.4102470312,10046.8810205908,23460.4133129637,21744.0057787825,1593.17803219871,1382.14755577656,0.501911849768294,20,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",154,188871.563775604,21275.8890820796,390131.469072459,124302.423056963,-29917.0235604883,-34707.9407562852,0.444506478605307,39,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",96,53520.2587561166,48197.726118627,33948.8479782449,42680.7760141093,2401.87747826475,2440.75891614685,1.04811066069078,7,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",224,74907.8205716911,40370.7670299364,72858.4058419428,80137.4626663005,31510.4104637433,36685.3274588959,1.43714198130572,10,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",157,36371.0214349588,17203.8100979237,40084.000130438,42594.9084468634,-11872.4204520727,-10368.7285155706,0.999564179052371,6,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",144,20346.2476182017,10214.1144909661,23692.5969720986,21393.92707926,628.068181696432,4539.2195663638,0.796559787616873,15,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",86,90410.6227215873,48713.547723085,92473.2942095105,98333.3333333333,32914.9276553789,-261.407898427824,1,5,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",183,3022.90030629645,1548.61870972045,3190.74445962763,2217.34042528156,-554.299066171687,-586.420426127535,0.674061711731977,62,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",63,52228.2010574693,50000,24184.0937154492,23550.7246376811,2077.29865922103,1506.25134106366,2,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",175,55825.3375599382,42161.8275805802,49438.0662688071,59520.6859992511,390.403630755432,-1119.24418598074,0.757142685264873,8,"2013","Europe and Central Asia","Belarus","Upper middle income"
