"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,0.355641430273541,0.326442056828792,0.252467639331155,0.1592,-0.0252013479275686,-0.0209774136333781,1.8,1,0.0072,0.0072,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",5,0.307581719683759,0.292146758211815,0.0757836802547289,0.133333333333333,-0.0110833998893252,0.000266086538461538,1.70770276085649,3,0.334047172386752,0.333936427213316,0.0178159990912164,0.0254518518518519,0.000912561961303253,-0.00116741685864493,0.884609577301951,2,8,0.234145863037948,0.220655192101193,0.0734864610276974,0.139583333333333,0.0135358520326256,0.014585564462237,0.925521163829443,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",11,0.136829455503508,0.14500699618693,0.127275002414473,0.1875,0.0204882560723148,0.0183058943267331,0.614216303971063,3,0.20052157734243,0.165724566766292,0.0875277418166153,0.167692307692308,-0.0147556105913245,-0.0159175465057818,1.50883218656601,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",3,0.283465962010596,0.317798584334383,0.0867901691395893,0.0512310606060606,0.0172920624240316,0.0194674012855831,0.828979573625791,1,0.133333333333333,0.133333333333333,NA,0,0,0,1,0,1,0.3,0.3,NA,0,0,0,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",35,0.283190669706792,0.295905239410457,0.156932825385477,0.263636363636364,0.00223422454103964,0.00747489642157878,1.05298358151572,19,0.338522207200183,0.318411743854336,0.197556751140613,0.233846153846154,-0.0249086306236953,-0.028999666049615,1.12914086722973,0,2,0.201868738370215,0.201868738370215,0.113861438277892,0.161024390243902,0.0235668616677641,0.0327080792682927,0.827298377941528,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,0.223214285714286,0.228571428571429,0.072697069717962,0.119642857142858,0.0175595238095238,0.0175595238095238,0.806451612903226,2,0.259523809523809,0.259523809523809,0.037038926633581,0.0523809523809524,0.00523809523809523,0.00523809523809523,0.833333333333333,0,1,0.292373235318687,0.292373235318687,NA,0,0,0,1,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,0.188474419742431,0.187423385141774,0.0950825542124047,0.169811320754717,0.0100890869663126,-0.0186937171395486,0.954117182126858,1,0.448275862068966,0.448275862068966,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,0.301754241926656,0.22,0.175334747589384,0.245238095238095,-0.0207558839627805,-0.0207558839627805,1,1,0.222222222222222,0.222222222222222,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",12,0.493346104564297,0.410701129817243,0.220158679500073,0.394444444444444,0.0397626058566511,0.0653777511106417,0.830990443082484,3,0.391961535770055,0.416481663680694,0.169224891137866,0.119831558807943,-0.0374602869334223,-0.0735309470645137,1.06241841335916,0,1,0.315,0.315,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",3,0.212976100176546,0.218590288213434,0.0651335390976353,0.0857378595002357,-0.00985645606373987,-0.0132016773105882,2.25,3,0.176083613763049,0.157182571908263,0.111410067575051,0.0726003857403003,0.00385336106172753,0.0149661542135537,0.817909062664935,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",2,0.286426657780337,0.286426657780337,0.0914879236988658,0.129383462488291,0.0159080469206838,0.0215639104147151,0.850934031761773,4,0.206826977741943,0.205752651688039,0.071978316194732,0.0902777777777778,0.0154894397439054,0.0158347315436242,0.652870214159084,0,3,0.234877323331068,0.270540552768799,0.0880441661844068,0.163666288832173,-0.00992550915803288,-0.00994772216602593,1.17063985873407,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",1,0.233333333333333,0.233333333333333,NA,0,0,0,1,8,0.574020886588652,0.549769438288772,0.317969214210118,0.512007568381415,0.0375682512851688,0.0225601977773634,1,10,1,0.466666666666667,0.466666666666667,Inf,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",2,0.2,0.2,0,0,0,0,1.39711701183839,5,0.15843972046641,0.149165830116684,0.144747225788386,0.13134825,-0.0201795541855457,-0.0172473564428312,1.2791934442329,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",4,0.162563562968004,0.156373955537751,0.115026165381192,0.0530346400072686,-0.0295226633972234,-0.0313038824695845,0.991829287887395,9,0.148670758073568,0.1487179684936,0.0786242424611316,0.129160679012346,-0.00861274200525508,-0.00856898568755647,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",3,0.207289009560851,0.197142857142857,0.0480621132176585,0.08170609,0.0199854490128004,0.018836402183908,0.544587848831273,6,0.149164164645525,0.159268619569334,0.0977321596836969,0.133474576271186,0.0166043283336397,0.0159083943310934,1.08227418807549,0,2,0.1125,0.1125,0.0883883476483184,0.125,0.00633259911894273,0.00633259911894273,0.908,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",11,0.294406428826754,0.24146025001921,0.146170267631246,0.148809523809524,0.00417782688789787,0.0102619387774291,0.78737896821996,1,0.25,0.25,NA,0,0,0,1,4,9,0.21874600827428,0.126122497610888,0.222173982845317,0.397720588235294,-0.0100531518711237,0.00741101074951287,1.44879663500998,"2010","Latin America and Caribbean","Chile","High income"
