"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,0.684931387001879,0.686086726818711,0.0284485378281546,0.0333333333333332,-0.00513075675768708,-0.00190188415595479,1.44369371100218,4,0.167602372850834,0.166297060763808,0.150527268401665,0.1975,0.0146254989603409,0.114128995829222,1.09841839206419,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",2,0.257515758570499,0.257515758570499,0.0488735569349525,0.0691176470588235,0.0215357631140997,0.0208408172429277,0.60156971639457,10,0.283444022936741,0.308973585758552,0.162598047246679,0.169585253456221,0.0441791442963747,0.0306072421557035,0.675675675675676,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",2,0.42495467565554,0.42495467565554,0.178495907474748,0.252431333178881,-0.0761959562397773,-0.123539716061043,65.0273854976838,40,0.504788232834251,0.533333333333333,0.167576490300849,0.225,0.0222605943133541,0.0536835912391113,1.45896965388558,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.578984461481923,0.570287295823607,0.410680124438247,0.517619047619048,-0.123048513348931,-0.0934061930783242,1.57301609958902,2,0.362103174603175,0.362103174603175,0.0182388653877483,0.0257936507936508,0.00143298059964727,0.00143298059964727,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Bhutan","Bhutan2015",8,0.295700667204999,0.290848163984904,0.196382395267032,0.250813280939371,-0.000646928696301185,-0.00711538600408587,5.4661600842546,3,0.399663324811772,0.362416529556218,0.288217682746208,0.22972972972973,-0.101658065155959,-0.171554054054054,5.09335652217878,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bulgaria","Bulgaria2013",1,0.672740272727273,0.672740272727273,NA,0,0,0,1,5,0.459966746958906,0.629645238225019,0.34582522948903,0.655293575869215,0.0298219033982223,0.0321165221435696,0.338546469327103,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",5,0.173664504403923,0.139153601446597,0.262160637183291,0.299208078335373,-0.0607502948588816,-0.0643894784027878,2.66021217069657,14,0.3117398413541,0.307158201542222,0.225799558866061,0.339856939754754,-0.00977260517764444,-0.0565217328765003,10.6734627499643,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",33,0.373494086367616,0.405865374366023,0.229861932882014,0.333333333333333,0.155096049675039,0.154613233395878,0.423499751744838,100,0.343782313562522,0.334875289389029,0.182743846259703,0.3,-0.000547891636403463,-0.0183201037976048,1.26315459857345,1,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",5,0.50158847962352,0.629483641798104,0.246112344148946,0.298148148148148,-0.230143759025209,-0.265902593775548,2.85029360601443,16,0.453642111525844,0.493743829030808,0.181660660349762,0.133333333333333,-0.0971189708937811,-0.0550897989323026,1.04891996723784,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",5,0.275393380554796,0.251545644964634,0.0820145533123629,0.132867132867133,-0.0114287978986946,0.00396167768124235,0.159227023927888,5,0.517280719447175,0.53895167080572,0.124981853443238,0.200928358662614,0.0343986461207593,0.0441935130586565,0.651290773401228,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",4,0.394213146747973,0.398097742684443,0.288783760256205,0.410420817961213,-0.0579184190543129,-0.0458163775829138,1.1631028410781,1,0.496031746031746,0.496031746031746,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.363636363636364,0.363636363636364,NA,0,0,0,1,7,0.372471775547074,0.319151308028744,0.1445143468671,0.158730158730159,0.112552286439654,0.0635936704853587,0.0717252330650129,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",1,0.0201423097936508,0.0201423097936508,NA,0,0,0,1,10,0.0625216125085623,0.0285142964250998,0.0969715545274166,0.0903316491738179,-0.0183800224100321,-0.0176499630210469,0.917101238582522,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",23,0.375989774975649,0.28116705137331,0.221748889216445,0.486607142857143,0.0066732856129508,-0.0153081635756086,0.780550297990133,176,0.369501016494856,0.374527752419125,0.21577606368594,0.317647058823529,-0.0871353703738172,-0.0647516057137464,1.19875161159072,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.549342363636364,0.549342363636364,NA,0,0,0,1,1,0.612903225806452,0.612903225806452,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",NA,NA,NA,NA,NA,NA,NA,NA,4,0.330575455975919,0.260722850621363,0.297296030003986,0.139225604466071,-0.129094924625696,-0.131553692532782,2.60583333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",1,0.118343195266272,0.118343195266272,NA,0,0,0,1,2,0.700491500439742,0.700491500439742,0.0266723099422192,0.0377203424601051,-0.0122914973200391,-0.0111446466359402,2.05645782916034,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,10,0.197198110637982,0.0721654617919586,0.205261134632277,0.29,-0.14460692369898,-0.166376158546262,0.895097535749815,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",4,0.269393646226883,0.311390206317409,0.199399394136671,0.330400782013685,-0.124909853946118,-0.102748092272851,1.08505861258833,8,0.427988926174211,0.30498148565788,0.354300455212105,0.750111940298507,0.274886096695422,0.258183293477082,0.179254388472317,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,1,0.583333333333333,0.583333333333333,NA,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",32,0.522773726467206,0.522472267063424,0.136799382989435,0.180645161290323,0.08464602948465,0.0186729935372042,0.126854285011323,492,0.467771282848055,0.5,0.204173813897762,0.28,-0.0139272936733343,0.0343330004575289,0.969463843028261,5,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.2,0.2,NA,0,0,0,1,147,0.273295861562023,0.253757584410252,0.190392827367124,0.275,0.0655555030503736,0.0771179290323892,1.04367461068008,10,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",3,0.172072976805905,0.122739370857093,0.200405232871384,0.113,-0.0543565862165707,-0.073953488372093,2.02286350587011,131,0.198576184738349,0.119702467482939,0.19421913091841,0.221003134796238,-0.0295065236660717,-0.0343966453332143,1.95721009798682,3,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",1,0.4,0.4,NA,0,0,0,1,5,0.417880483172746,0.419391742278642,0.0337738255367201,0.0321428571428571,0.00776831106389404,0.0124929971988796,0.663038519630117,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",9,0.290684890522423,0.267731298810767,0.137805024733498,0.25,0.0052910660145479,0.0367474779510936,0.113009038997136,6,0.215571927379954,0.189560389189718,0.151329333076137,0.15,-0.0217581409849712,-0.0373106575367287,0.717384173513717,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",1,0.592313238311796,0.592313238311796,NA,0,0,0,1,13,0.360081626420298,0.348257665140256,0.103652846746621,0.122282608695652,0.00299066427803338,-0.00171757803458043,1.98473081176166,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",2,0.123243590069611,0.123243590069611,0.00353553390593273,0.00499999999999999,0.000430175940091101,0.000499999999999999,0.882906004640727,2,0.316922238894174,0.316922238894174,0.0404061017820884,0.0571428571428571,-0.0122974503587176,-0.0186813186813187,3.65902976199627,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",3,0.595481580566095,0.563962165808367,0.214372561492889,0.374637083097941,-0.0364543370307954,-0.0279266963896919,1.13843924487933,7,0.379234825685709,0.276900919355527,0.315984683879388,0.298889595021038,-0.0605567326475974,-0.0426598894093163,3.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",NA,NA,NA,NA,NA,NA,NA,NA,8,0.177549393755424,0.15795139562408,0.0749864428144843,0.111546840958606,0.0600854512305281,0.0699356526798754,0.133481289596471,1,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",4,0.180415512583163,0.196471704536662,0.0835897769351824,0.0666666666666667,-0.079552934819717,-0.0798194964627549,1.16606280315339,1,0.583333333333333,0.583333333333333,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",1,0.0627027027027027,0.0627027027027027,NA,0,0,0,1,2,0.0174310017746772,0.0174310017746772,0.00754247233265651,0,-0.000432341706239254,-0.00106666666666667,1.43292179181201,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",6,0.405501909489506,0.418985579727061,0.0757540132839657,0,0.0225347812480142,-0.00272133987158206,0.241237886483162,1,0.12,0.12,NA,0,0,0,1,21,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,15,0.405983825548449,0.341134529816821,0.166841526506976,0.232343819229065,-0.0515777369318966,-0.0955263997227051,1.03258031187432,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",1,0.3125,0.3125,NA,0,0,0,1,3,0.70490668601002,0.705064524463993,0.0373269648796688,0.0517073170731707,-0.0201385594059157,-0.0329130462887086,2.54761904761905,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Namibia","Namibia2014",2,0.0610414337383711,0.0610414337383711,0.0979068570774154,0.138461205128205,0.0236879888337327,0.0230768675213675,0.720426726564015,4,5.51823991529672,0.397218909595385,10.0804670958256,19.765,-4.68037405923068,-4.36622572815534,4,0,1,3,3,NA,0,0,0,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,2,0.760087719298246,0.760087719298246,0.0328742626341114,0.0464912280701755,0.0116228070175439,0.0116228070175439,0.666666666666667,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",1,0.032,0.032,NA,0,0,0,1,8,0.172143430880031,0.0379490123233977,0.326855632638878,0.261939210232079,0.160164742502821,0.0754006770572348,0.873621765264239,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",24,0.383641274531139,0.296558058521044,0.331581808459173,0.402410008450312,-0.19147512071786,-0.143518753348562,2,61,0.286746529576949,0.25,0.229668689412061,0.316666666666667,-0.0739975658309701,-0.0346032027085676,1.54277059691646,4,1,0.000109154929577465,0.000109154929577465,NA,0,0,0,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",2,0.67096504986013,0.67096504986013,0.648160002884233,0.916636666666667,0.145981255381872,0.229159166666667,0.821302066753795,15,0.291134421898552,0.25,0.307016713410252,0.283333333333333,-0.146123843623924,-0.15820276862441,1.300145744365,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",1,0.106086956521739,0.106086956521739,NA,0,0,0,1,4,0.316137974533457,0.200588309839659,0.239839182030741,0.374,-0.089862552923172,-0.102612903225806,1.46362731425439,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",4,0.239328139358909,0.208829841453961,0.0974251150280616,0.148849665833333,0.0296279823478987,0.000406511580578551,0.409995666014111,10,0.3535295812903,0.378724144794508,0.168433868761432,0.331738095238095,-0.0137958085808556,0.00115343947029446,0.609998653258173,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",22,0.352724786596835,0.249296890365536,0.357742809317629,0.396,0.111171034234123,0.19220566179864,0.208330113142023,63,0.438502336667022,0.498300360800581,0.258864062450526,0.422177994313225,-0.0856120817080123,-0.0835849561715046,0.89293229268096,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",4,0.186899200009371,0.2243160972263,0.191876507080284,0.20458103205418,0.0729541528833156,0.0632378075038676,1.16419379868262,2,0.238065186335172,0.238065186335172,0.0963155435177912,0.136210747910196,0.0268351831629909,0.0260038700555829,0.692107467129185,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",2,0.29787358577766,0.29787358577766,0.188116135437751,0.266036390037281,-0.0186548153822783,-0.0201074015725852,1.11612824586793,51,0.385343079837615,0.350271191459848,0.204746620917782,0.3,-0.0280420341147996,-0.0750759239910664,1.48213884347119,2,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",4,0.2420296161404,0.2094667261505,0.144297581559697,0.0815898555594665,-0.0494103412488244,-0.0384964354199232,3.69110131375976,3,0.106153385680156,0.101851876011246,0.109981209158456,0.124579016431361,0.029310407949193,0.104901072045319,0.755020840569506,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
