"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",9,0.600977533486812,0.672464478800237,0.174854570069037,0.2,-0.133163517448982,-0.217942249434843,1.25831412646203,2,0.15125,0.15125,0.139653589284343,0.1975,-0.00722560975609756,-0.00722560975609756,1.07894736842105,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",5,0.257780743500136,0.264950976501193,0.196344421086658,0.263403029084573,0.0709309017405929,0.0704414655555293,0.73683538384406,6,0.315153612584976,0.308973585758552,0.0843150317570276,0.169585253456221,-0.00792871662527954,-0.00798646122230075,1.59501913200212,1,1,0.294117647058823,0.294117647058823,NA,0,0,0,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",2,0.509180682403637,0.509180682403637,0.212132034355964,0.3,0.11902683324344,0.104237288135593,0.478427198569942,17,0.494533878497589,0.551912273629908,0.185051117291127,0.277431333178881,-0.135231034280967,-0.141347591844709,0.985356823472878,0,23,0.49768176895434,0.5,0.158568333765769,0.225,-0.00902097732651115,-0.016848774069271,1.53846153846154,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.27473544973545,0.349206349206349,0.151873915308073,0.275,0.0476231812169312,0.0476231812169312,0.8,1,0.803333333333333,0.803333333333333,NA,0,0,0,1,0,1,0.285714285714286,0.285714285714286,NA,0,0,0,1,"2010","Latin America and Caribbean","Barbados","High income"
"Bhutan","Bhutan2015",3,0.329392219044206,0.462390451054873,0.271059707162412,0.493401101513607,-0.00857356482604157,-0.0117702134220779,7.7355497967039,3,0.255435713201326,0.257763003814999,0.0319641189133118,0.0319175177426513,0.0120838746245636,0.0211143484634505,0.682156273138326,2,3,0.538618941097136,0.506768352298678,0.254673890979579,0.502037037037037,-0.1437378173802,-0.149687027353506,1.63286411395886,"2015","South Asia","Bhutan","Lower middle income"
"Bulgaria","Bulgaria2013",1,0.702955326460481,0.702955326460481,NA,0,0,0,1,3,0.343670919679885,0.360435290813734,0.444309521526829,0.655293575869215,0.00773921870262831,0.114880263393823,0.821696164407431,1,1,0.609907120743034,0.609907120743034,NA,0,0,0,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",14,0.251787195555325,0.191043652292537,0.22451533560221,0.272661555312158,-0.0218766001698713,-0.0619207484493952,12.4213762142825,5,0.490860449469721,0.475652467557969,0.150565052535055,0.152435897435897,-0.0270877645198397,-0.0256877886045169,4.74731644332186,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",32,0.324681309433766,0.251814320422869,0.203837836948145,0.327586206896552,0.0471309939278254,0.0474877606008131,0.632305685157057,87,0.357388552663437,0.338196971787203,0.193761360169551,0.3,0.0669131750706697,0.0471564690793577,0.88209599250856,1,14,0.356641757140615,0.355263556081665,0.161396692023716,0.1575,-0.0122913653625385,-0.0385698308327114,0.469167920654998,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",16,0.441347786471012,0.409473657971338,0.259901732854327,0.314230335648148,-0.157589702602888,-0.199544076110553,1.62587833387943,1,0.533333333333333,0.533333333333333,NA,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",4,0.375251262658463,0.369741027858793,0.165029260398912,0.386813186813187,-0.0867189495812629,-0.0679608376897534,2.81245229803997,2,0.299083201236358,0.299083201236358,0.0988047249117408,0.139730981996727,-0.0482775427045753,-0.0490544936797019,3.40948852144228,1,3,0.452502745423107,0.522214088981306,0.160446464575702,0.297727673202614,0.00132306708900442,0.00534457223581072,1.53246983498341,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",4,0.261375231209235,0.264578198481232,0.19704260761739,0.185897435897436,-0.0602022769277127,-0.0640112487984829,6.51093537562557,1,0.641190048730444,0.641190048730444,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",6,0.461892614105249,0.539095522677454,0.168409087207458,0.27999035912268,-0.0584834189409949,-0.0588070727352488,5.81938353689574,3,0.342435765209576,0.338242115674098,0.0710324315533908,0.0779220779220779,0.00736497212423711,-0.000282941459412052,1.40736606106134,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",1,0.0201423097936508,0.0201423097936508,NA,0,0,0,1,5,0.130209946874314,0.0333542186105321,0.185976480988267,0.326107660455487,-0.0193658211603631,-0.00717439787130983,1.01368142192873,0,6,0.050851999543513,0.0323594087864207,0.0601256315175027,0.0861149023489323,-0.0155941002562921,-0.0170680831279298,0.801430250039631,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",90,0.372062775345038,0.4,0.210431306303291,0.266666666666667,-0.0695772660940142,0.0363146249201875,1.24159565599302,57,0.363589779593302,0.326029458757657,0.223826175839932,0.375428571428571,0.039637904768332,-0.0471861173673404,2.10232196255391,3,52,0.375751747675288,0.40420493332754,0.225775701820498,0.34375,-0.112722055367037,-0.183485373716101,1.26844351450276,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.612903225806452,0.612903225806452,NA,0,0,0,1,1,0.549342363636364,0.549342363636364,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",2,0.460084892088668,0.460084892088668,0.39307519452715,0.555892271132737,-0.259062076814181,-0.27041712060746,38.46331738437,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,0,2,13.7785714285714,13.7785714285714,19.405030380848,27.4428571428571,10.0271978021978,10.0271978021978,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",1,0.417676434561387,0.417676434561387,NA,-5.55111512312578e-17,0,0,1,1,0.676565371825609,0.676565371825609,NA,0,0,0,1,2,2,0.756123090481395,0.756123090481395,0.0881480155220938,0.124660119047619,-0.00157357666052726,-0.00178085884353741,1.03908167333173,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",3,0.191908077722156,0.150382714990462,0.218888568910278,0.33,-0.174279242564767,-0.146144125071241,0.980033128548673,4,0.238025950606371,0.157702395441745,0.274721573581274,0.22735632183908,0.0439487044518058,0.0487011519955586,0.918955743533841,0,3,0.150368815247831,0.0730940799229551,0.154823030536849,0.282142857142857,-0.0212897482380757,-0.0235812746151092,1.32911743976791,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
