"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",3,0.659713024540815,0.57118714181444,0.319506503638415,0.659717489883311,0.00316310446624863,0.024773742816268,1.34007389239792,5,0.495014560948289,0.739257372504926,1.78965499337518,3.85010959366043,0.153787952835271,0.0382916385503169,1.3965562720126,1,0.588235294117647,0.588235294117647,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",42,1.20071820474812,0.716787263393476,1.33084866334099,1.08207039494951,0.460159899489541,0.27107719864121,0.159436268966155,21,2.46877576261766,1.29133246641981,3.10328432781221,5.12265462706104,-0.288941897961197,-0.217790899875881,1.15134819683337,36,1.65394022291151,1.42579478303449,1.26764594750852,1.33359274129362,0.206615431173239,0.174626478813844,0.537456950162877,7,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",71,0.627226197604267,0.448159714876474,0.623748512186124,0.552377414561664,0.0553538336949707,0.00855660235708441,0.743727151353095,15,0.709983498736116,0.521614056529972,0.463256578535399,0.657470987279399,-0.126509615545911,-0.0652585718739495,8.0869718113142,29,0.587276454397097,0.577556780277129,0.510995106073931,0.851744274973264,-0.0971790093604178,-0.0276692148241098,0.843741012213085,7,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",2,1.73257029729459,1.73257029729459,0.0624334928821477,0,-0.00550442018681726,-0.0110367865475322,1.07563913905713,3,0.441295162609197,0.236574417141464,0.559622506686169,1.10382639589035,-0.17623334285076,-0.201755377217902,4.02654628741209,2,1.70368086565777,1.70368086565777,0.744172021279144,1.05241816523156,0.273075754872155,0.341574316785683,0.707968464698009,2,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",15,2.40664127545697,2.65823139476966,1.53131334991156,1.73612606518067,-0.131871693103935,-0.258828280779746,0.740003316779558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,1.31179960448253,1.31179960448253,NA,0,0,0,1,1,0.224256034551773,0.224256034551773,NA,0,0,0,1,1,0.57704552690226,0.57704552690226,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",7,0.0504986669444309,0.0428987768969826,0.0412106928805736,0.0241177517704311,-0.00635567234684788,-0.011410522676641,4.81606866646856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",22,0.190987009963986,0.463093379568909,1.47593336551698,1.72353718611078,-0.0491757401561994,-0.10741748302367,0.662186606702552,14,0.0809936174715482,0.118809807792688,2.28856557811819,4.48329207920792,-0.472761764001162,-0.471400076479736,0.501081620668569,39,0.780633625803214,0.647918732440302,0.995187092851844,0.603215417380915,0.290250166527303,0.0645075130605085,0.857142857142857,9,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",3,-0.272805059034735,-0.0408974587658248,0.630539770378795,1.16503654917033,-0.673863836045585,-0.693238333755131,0.050717703349282,3,0.0896103723846442,0.0866832573053359,0.0668541972656029,0.131715689497985,-0.0289471090686678,-0.0288051622720147,1.07339449541284,6,0.0856393414127116,0.211568269410649,0.558692899052161,0.276888450650122,0.0984581525734438,0.0984581525734438,1.33333333333333,4,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.605183300201072,0.605183300201072,NA,0,0,0,1,3,0.479953157659317,0.443157811141201,0.227182387175426,0.332601754022377,-0.175382015530141,-0.0948077668553111,3.4577021042612,4,0.0196206408801775,0.0211567549648493,0.00759855581437029,0.0058672024389814,0.00222891742100495,0.0020140199562199,0.552227660497085,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.499725047796706,0.499725047796706,0.222465963549916,0.31461438281869,-0.101416151326195,-0.151138281942312,33.7221113825807,3,2.01766931828118,2.07143691846247,1.31345497138294,1.60386735339297,1.09685781687537,1.06603496051739,0.0678323348214458,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",20,1.14255006402023,1.08547549851883,0.602894174949809,0.68768733393542,0.191800999485041,0.27984937041718,0.853812506502498,13,1.915647233053,1.82682787939112,0.709486370614382,0.536941580756013,-0.119140942664104,-0.0959172141886564,1.78131955328064,38,1.6922370041608,1.5178083369045,1.20839447711849,1.00613408385654,-0.240951577965984,0.0128372526795931,1.01574898964936,6,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",9,0.437718345770989,0.444900141415798,0.301939383934908,0.22180534643201,0.132264301439063,0.101709372606243,0.272338912883137,NA,NA,NA,NA,NA,NA,NA,NA,1,1.36612021857923,1.36612021857923,NA,0,0,0,1,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,3,0.0949990316146687,0.00547945205479452,0.1568921365238,0.272799018763412,-0.00621766162187759,-0.00621766162187759,1,3,0.7052128084624,0.744110682611327,0.459019848610738,0.445962644118338,0.0182341642627297,0.0201217585100349,0.94660654287395,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,0.259515570934256,0.259515570934256,NA,0,0,0,1,1,0.357142857142857,0.357142857142857,NA,0,0,0,1,1,0.0451807228915663,0.0451807228915663,NA,0,0,0,1,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",6,0.178621141456333,0.209504646657141,0.0988221105862215,0.156103294693917,0.00677691088409127,-0.0217327429050709,0.640506282924331,5,1.06405423479135,1.01119484382162,0.371495289254851,0.522687117506977,-0.254218991177286,-0.202776466932209,1.30748885946731,1,0.625,0.625,NA,0,0,0,1,13,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",1,0.195519348268839,0.195519348268839,NA,-2.77555756156289e-17,0,0,1,1,0.127388535031847,0.127388535031847,NA,0,0,0,1,1,0.930232558139535,0.930232558139535,NA,0,0,0,1,3,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",6,0.658855201279498,0.822864992935825,0.674978476701652,1.06556614740758,-0.123715968365235,-0.111962436298124,1.18481335945504,NA,NA,NA,NA,NA,NA,NA,NA,5,-1.74944207124476,6.72164039586611e-05,2.81759272073531,4.9962778181712,0.289791001774982,0.132985135319713,1.130502835677,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",4,0.648856271993752,0.652173913043478,0.0196091020589788,0,0.00268871728835294,0.00371500409639231,1.77635862570596,1,-1.6,-1.6,NA,0,0,0,1,1,4.11522633744856,4.11522633744856,NA,0,0,0,1,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,1.80124223602484,1.80124223602484,NA,0,0,0,1,10,1.1607409505879,1.2820261459092,0.618932621994677,0.948856056056057,0.437177632966162,0.404402120162574,0.0853656879343375,5,0.150799539734185,0.527704485488126,0.818826966044732,0.599226804123711,0.303628948961876,0.303628948961876,NA,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,1.30504230789526,0.688958817833307,1.93527445279667,0.844715629198388,-0.787786558582995,-1.07248661197493,1,1,0.416666666666667,0.416666666666667,NA,0,0,0,1,1,1.02904184770181,1.02904184770181,NA,0,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Tunisia","Tunisia2013",1,2,2,NA,0,0,0,1,4,1.12748020142578,1.10918719479367,0.0731912355433177,0.0427350427350424,0.0156650686102032,0.0195691241304402,0.718596202546676,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",1,0.25,0.25,NA,0,0,0,1,1,1.34331049404977,1.34331049404977,NA,0,0,0,1,1,0.744267392149242,0.744267392149242,NA,0,0,0,1,4,"2009","East Asia and Pacific","Vietnam","Lower middle income"
