"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",5,29313.2044574588,13903.7091985657,31702.0261136168,42782.9627559778,15071.5004525162,14887.1540554435,NA,2,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",5,57597.1137933396,47063.0182615464,58529.7102290335,46975.9287931697,8810.69753800179,-6453.12644653679,3.60484335408001,5,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",35,2596.373908959,2282.98775023602,2005.37547640435,2396.4874532924,-177.354634559084,-195.657987754627,1.15586726095681,5,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",6,37623.6328324533,38551.1327362508,30429.2655426781,33099.0904636986,11738.8231035002,17421.5839798465,2.54812959443522,8,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,18595.3126720717,11543.682028782,17055.5098014598,32207.8155541329,4580.8139315099,3330.0432673153,2.71644427360185,6,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",8,24974.0779097557,22150.9977798174,24981.8650550677,0,-5172.04990474132,-10885.3990101891,0.157770727950133,12,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",70,32035.1505258362,20339.054079037,29046.4773208313,31187.9332495061,2.87892523134385,1961.36643368689,3.39980022735392,11,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",14,20083.03037261,17014.0435132448,14869.3675520128,16464.1238561044,12953.8277793175,13307.5983728975,0.454347355849561,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",51,8674.27327389536,5103.19045665019,9264.38432652397,9936.91225101469,1627.65587626429,-1232.42077644148,0.30832629372976,39,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",9,4010.2047429828,3103.62275389138,3444.686672532,1598.26258804227,-1084.70562711818,-1084.70562711818,0.3125,15,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",8,88949.6253948344,28801.9155306215,98938.2264128586,186327.219084402,86655.3146593587,80743.0407323882,2.125,2,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",8,3058.05142059971,2887.64505480569,1769.9807855056,2764.99582672482,4778.05233233125,4950.12144793133,0.966045535135772,2,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",446,9594.52883834851,6211.84798020055,10020.6011198343,9190.70049232334,1564.45878062995,1682.46635470092,0.857142857142857,228,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",6,2037.87831410352,1679.73441126351,2097.89023193592,1813.58926138137,442.647291358136,273.491982237303,1.11246531581214,7,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",7,520698.302427236,201088.744091945,649902.074416218,861466.438760177,253521.703734065,219361.099472615,0.665273916305231,4,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,925.002636257513,925.002636257513,NA,0,0,0,1,13,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",8,4512.26920034163,5461.03382142406,1949.53741251694,1988.71825591708,2.24634793348706,556.628421715715,1,6,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,2030.73482069013,1713.65031749238,2445.35334548578,0,-1190.39574917634,-2814.72622095025,0.171719242791994,11,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",11,1313.89275761372,1115.50433846888,1305.81120431408,2096.32494116142,123.834353168463,106.126734764372,0.0824184705762493,31,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",4,1313.79593739806,3137.20459337176,3260.95558978861,4998.60198492469,617.818403357934,303.896778702477,1,40,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,18263.2733873668,18263.2733873668,NA,0,0,0,1,12,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,307369.236449227,9843.55213433156,606209.687688404,1074351.01106966,103975.539276119,91326.7242608019,1.08570202740459,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",4,12748.2252600237,13354.2759886606,4597.88078331759,2760.84969012008,476.640249934875,1557.91192827423,2.76486652139549,3,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",10,137440.492179343,57433.4456708843,150014.450623002,275608.416147698,-65311.8144340331,-19422.8992918556,0.603394261457628,3,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",18,8258.92412028376,4333.26162936319,8376.10177806866,9108.8383987131,2707.37951892034,3950.36135701539,1.41078472448946,8,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",4,4198871.77229399,1817845.79138975,5720575.99126621,2556488.28156027,-507023.640123358,-457189.940291905,0.914649198974125,3,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
