"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",35,28005.2394811719,17592.7605412629,28402.7810407183,28263.1808408238,-6433.95209349846,-9859.1090527688,0.842700304134338,6,-457.654134908201,10653.015456829,68909.4449247161,74362.8025076451,83382.2438349622,68546.2167685508,0.967374298814051,20,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",66,2440.28150997175,1343.0149671401,2454.46863475396,3133.2428044419,-1142.63768294146,318.38170425416,0.0435861970339404,54,2352.31040176994,2186.72943315241,1617.89060452124,1715.48237569283,107.558633008104,-277.40962851212,1.39005309515743,17,25,3661.92580925925,3783.39955157858,2139.05252325215,4207.94117180152,993.208889369126,-456.525650072479,2.04482625760582,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",5,11911.9651475202,10185.695130162,8475.39463825005,14319.0137169663,4382.08140178712,1317.99584979751,5.12177718979682,2,11495.4260063064,11495.4260063064,8763.65892478755,12393.6853074466,-3375.28766267419,-4768.40029850626,0.709904873813148,6,1,7847.29344729345,7847.29344729345,NA,0,0,0,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,13032.4158816798,11690.8678965151,11948.3438076536,23783.4485723596,-409.97079770388,-409.97079770388,5.28571428571429,5,6414.87484075608,5676.50970270206,3243.92079976665,3410.61780175935,1180.48332514619,1188.54175313718,1.4548373271257,1,2,8447.64347491504,8447.64347491504,12376.6599845188,17503.2404069869,5623.34236759166,5440.19634271215,2.54831489659211,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",86,19068.152415097,15903.2609183883,16513.9598289657,16101.5167897923,9181.53622917139,6082.88273438639,1.1026444349237,34,17408.8600288306,16347.6263969186,14814.0903877614,20252.134276367,7401.51182637032,9855.87385054978,1.1400000945995,48,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,5491.37531774156,4182.96257918991,5178.84451351058,10358.6035372943,5761.92679682583,6356.99316303139,0.984635985653278,3,12347.4352169056,12432.1767331884,4532.02185590409,5906.80663893615,-3042.99954143813,-583.212872535432,0.0517079720219204,2,1,18797.9700972668,18797.9700972668,NA,0,0,0,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",49,33084.8040383638,24967.8576009683,27945.6045080217,31690.1556649323,-1675.43620625133,-2490.4454417105,1.42514367746218,5,9671.9387429398,8467.39072875604,8134.58875891591,1159.82619899057,2270.96303508599,2408.75504844631,0.828721147751122,15,1,12032.5441177807,12032.5441177807,NA,0,0,0,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",26,23359.8676869359,20469.676532556,20057.5487838117,43226.6951874759,-12099.3129413637,-11103.6881112758,0.137451629442837,93,24385.986718185,21922.8640008927,15235.4368972334,17813.5590122639,-4998.81415032614,-3123.26242349863,0.843957755679643,20,16,9686.89876422256,7900.02823680263,7196.88816799385,6965.60468829028,-745.224089525618,2001.7068875116,2.13372445889673,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",29,35353.9948041277,47244.2209925066,25825.6174847024,43354.404762827,6365.73483509309,18695.8485368507,0.307600544305274,18,12744.1935811235,8215.06842383009,10023.2600482234,9109.9199285393,174.184979168429,1128.34234743145,2.62323474149493,10,1,21851.0267329726,21851.0267329726,Inf,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",3,7430.0529713521,7627.48704754477,2613.68530134063,3776.29751935691,1772.89509844837,1034.51720722877,1.71889376110946,2,28542.6283816725,28542.6283816725,24332.9350384698,34411.9667437475,11924.5408278029,15021.096594493,9.41938854722406,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
