"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",5,0.00399957571749137,0.00219343048810854,0.00531514409562949,0.00582153709727306,0.00657331887796009,0.0066134765035502,0.0739741213374962,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",42,0.856269205918629,0.382687029559724,1.33122589785487,1.87906023336487,-0.0661583402406711,0.116197151638774,1.2751099361167,2,2,0.782364895903632,0.782364895903632,0.0724338229147873,0.102436894740623,0.0387625944918064,0.0341456315802078,0.412914342289167,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,0.387734458655899,0.361456646593144,0.0891602563308459,0.134613179972757,-0.055346974563056,-0.0640613741973033,5.3940249272468,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",27,1.61078304566762,1.0266153679993,1.74419979952504,1.57364868370235,-0.0148694710353162,-0.203406703522044,0.648790123810022,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",8,0.709695680821057,0.429657418969092,0.840148900488971,0.93117838986266,-0.35275086148412,-0.326285042092449,4.39385653740644,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",5,2.01040666430668,1.07734892170332,2.44640961109791,5.11745177540395,-0.745631692728522,-0.637742005769085,1.58940058603593,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",11,0.409923276543135,0.372146852483625,0.396622798749531,0.744069060650402,0.0948869470690325,0.156169246892984,0.777795908611713,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",7,3.41132790389495,1.92863005295957,4.995736059574,5.19895440023236,0.150959555570201,-0.262637689850725,1.97477467137178,0,2,0.791689520485332,0.791689520485332,1.1016597896003,1.55798221557384,0.621442344414284,0.621442344414284,0.55625,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",30,0.538903665957376,0.435022084174014,0.466794980107521,0.460762248990525,0.145977958101525,0.123742623069357,0.243019140159419,3,23,0.456928056433392,0.262081694156483,0.483031989954214,0.623044546178605,0.111422797036192,0.217266945640738,1.35760097813437,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",9,1.23346605936406,1.56691925925897,0.834237710886893,1.3316411274553,0.362062248239808,0.399921674434291,1.16180774118998,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
