"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",13,0.247783244123397,0.0497272698887825,0.403898260454692,0.780546839982071,0.0786933204721635,-0.00641635837405231,1.09217615276464,4,-0.0979760461592291,0.0230036476465197,0.311479559185936,0.637727723772673,-0.157305518283301,-0.147279589437585,1.35141342756184,6,0.209030239907012,0.0727083333333334,0.241260528650929,0.373580472523169,-0.0492813195245403,0.0245782346107054,1.18263059433012,2,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",15,0.293375567269829,0.195734512322728,0.310752934954246,0.376619530680396,0.126001110566062,0.105153050701463,0.139848873640752,8,0.183638100096339,0.312906553666776,0.393133234481084,0.318367168782797,0.00395073899445317,0.0536092722034926,0.334357969705662,10,0.669733425633182,0.757769168798231,0.419339249366099,0.76820874977557,-0.086139555632115,-0.109899184683904,1.56455256968029,3,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",28,0.0326531678379098,0.0060394207786712,0.0547154529920788,0.0400214058890426,0.0152970352602599,0.0196224575021281,0.380274188475919,35,0.0391224153690108,0.00648617840393103,0.0607854319403283,0.051964228168093,0.0162075679863198,0.0163295092137949,0.517739660756905,37,0.0919220312953067,0.0145577125909019,0.140130087175667,0.138131428539188,-0.0297189835341119,-0.0295752578756359,1.56050062269016,6,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",4,0.260134342921837,0.234156830418348,0.121290107602365,0.258579936966409,-0.050891376551675,-0.0514028045136802,1.58343341579571,11,0.438057013577369,0.432098765432099,0.15943139871054,0.335563263957714,-0.00583905987606468,-0.00591422158689306,0.840756309123777,16,0.436103792250982,0.454049053553732,0.173544967043944,0.185138058277134,-0.0218222783893896,-0.0231123260469247,1.21195145458197,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",273,0.472118185686812,0.464267405906934,0.245587217505033,0.289613399615182,-0.0677159143263647,-0.0284098965340973,1.00315061975119,103,0.534791597067483,0.520047574464256,0.384073217259124,0.478260869565217,-0.0327142959864003,-0.0615046538264692,1.20711436529159,157,0.450680750231609,0.460168145614387,0.222897091436724,0.255639097744361,0.00829114893528974,0.0499903030656319,0.857769254040574,26,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",19,0.530029548612365,0.443428368851635,0.591061397346687,0.663209385664741,-0.0168058200876053,-0.0306894802761595,3.0752846821414,11,0.708127628500444,0.36523726212716,0.78255767536096,1.61691950733551,-0.189309552660399,-0.209568679857311,0.22079939223119,32,0.299639517798094,0.23959249255487,0.313548273337221,0.301813749390542,0.0234642616346077,0.010301007686816,1,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",3,0.613782004063645,0.616583463287194,0.0230980304339406,0.0458190148911798,-0.00704026575595493,-0.00670863680519838,4.97701953074304,42,0.591433637940075,0.648454670605395,0.259204327865191,0.367648884466133,-0.0454831733446522,-0.0400011863164325,1.14473170685968,2,0.274566843866903,0.274566843866903,0.0123976882978268,0.0175329789328608,-0.00633617555494475,-0.00633617555494475,3.60714285714286,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",21,0.480320619767845,0.468085244396543,0.318308828719269,0.400271361828642,-0.0936172942998432,-0.101269477448724,0.390625,11,0.525389826475478,0.446919828471273,0.267099841213109,0.441650548033527,0.00842449172835842,0.0230414974851878,0.451612903225806,2,0.511510002740477,0.511510002740477,0.309468218568078,0.437654151822417,-0.105361184697989,-0.105361184697989,1.92857142857143,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",288,0.39204653050545,0.365707501968061,0.316517355170239,0.451031384136001,-0.0430076488359005,0.0161553768305116,0.415709552050799,514,0.398514746957037,0.359635679811319,0.257945475699347,0.367993385413697,-0.106119692336105,-0.038492528718246,1.1,282,0.454860793996874,0.468268665283339,0.247404100581148,0.311116773950319,0.0790073425824108,0.0779716729336034,0.54706220970131,19,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",25,0.457951585573113,0.463237318275062,0.178159963405624,0.255421865715983,0.0187531236316112,0.0157133358348763,0.628931258942337,1,0.186349348899865,0.186349348899865,NA,0,0,0,NA,11,0.524110236457603,0.543310555156381,0.185539268946621,0.175151515151515,0.0184594954791424,0.00531693782536101,0.8452557621735,2,"2010","Latin America and Caribbean","Barbados","High income"
