"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,26,5,1.31057501583959,1.31066843690861,0.0210423397388374,0,0.00362149490766759,-0.0237496236205496,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,16,4.61481944384691,4.27027331518932,0.94485604208042,1.83812862278007,0.578333648334073,0.701941885481983,1.43042045229459,16,4.70371145573791,5.1906066352195,1.15056785128405,1.87344507749236,0.658622403088465,0.761629597233308,1.6506712346623,3,5.54651106386006,5.50158364938018,0.154528927168075,0.314977404948959,0.0758129019264607,0.0799852720253596,1.16327540504302,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,54,1.80157242928009,1.6731089882286,0.768017882475657,0.973063157304484,0.34437845377934,0.300262400229367,2.08201489392233,16,1.85032172881149,1.82409969218913,0.612538904091945,0.876009279232193,0.164519515168095,0.172915019191338,1.02286691418682,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,25,4.62721936413955,4.67499095936399,0.248108758296677,0.273337654846635,0.00845280255138914,0.173155807801169,1.51300121436475,86,4.42203206647695,4.39495897200868,0.599412591001057,0.788467308358157,0.377482951177539,0.414275569433319,2.55738738787634,7,4.22796796319109,4.37381324053908,0.596537983480491,0.826076992362333,0.240810886851166,0.255528990206041,0.814967217103016,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,32,5.32381200254864,5.17284398970556,0.772598687280407,1.09568788507569,0.635730834468813,0.468139722095743,3.16815608799231,13,5.3769845708083,5.33045930663408,0.502877781579715,0.355291575641754,0.166210396935661,0.313206312408757,1.03008653559411,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,0,23,4.86543919879205,4.89564653682151,1.36602109550489,2.48406113830125,0.241591103347222,0.0774821272899352,0.526466454534589,31,4.33583897922528,4.30553966847914,0.621749973193597,0.66248067456017,0.318608240165497,0.44051653148352,1.73837056471239,35,4.12413331654811,4.07973025698189,0.95050318066954,1.24361864172076,0.0837941534247611,0.994477324513621,0.611159912692247,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,10,4.63737059028537,4.79955911109038,1.42861630782568,2.04168010882513,0.795325434014258,0.760629458813453,3.78363545593511,5,4.3959057735526,4.19920202776409,1.25688786865467,2.82750040498698,-0.389705117364891,-0.333342687377556,1.95948603280003,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,107,5.14167539520722,5.14878856817057,0.818550169945589,1.44676446427994,0.577578523598288,1.21830482458333,1.07431961730022,111,4.93532632777958,4.82614719748604,0.898764427372066,1.39861759701682,0.342554578874437,0.37883125628628,1.4106010740925,43,5.08284018767353,4.93017816166304,0.991536176842117,1.56167927893191,0.384074801551495,0.297132771485508,1.45342400099542,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,2,46,5.44823224761422,5.33155207139773,0.836423712811268,0.702575448575267,0.399662665331427,0.385205940005691,0.914522329667535,22,4.80845009412432,4.69339367796731,0.644134455338225,1.10560285585898,0.363140919352583,1.026593083904,1.40046010975675,5,5.41812780623248,5.81556721693709,0.81017617833136,1.35026423811063,0.0746986904763612,0.157878808305815,0.775837379774351,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,6,5.04760718886367,4.87754564348623,0.758772835422226,0.991587510475153,-0.0917042150830948,-0.130771424123089,0.891779724730015,14,4.69720369874535,4.86534555304848,0.525181978216156,0.859619559260569,0.0401480780656587,0.0406987339204845,0.818181818181818,7,5.48410696022906,5.21271850630913,1.11026647616796,0.647357110089061,0.293211467016521,0.50459566980208,2.61642019849646,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,83,4.41156831296055,4.58275384114152,0.66180970433889,0.69076407026553,0.357075096522511,0.439190827806615,1.38787000231126,42,4.43599571083105,4.26891720129134,0.794247640338588,1.23811418682546,0.623628652555676,0.444554276097569,1.37307677915448,6,4.18103777780396,3.88599035715774,1.14545415001216,1.01861739979817,0.464071630355043,0.300613567582029,0.974269210846703,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,12,4.37838216174296,4.10445073210103,0.733844546349591,0.957927541153794,0.159752277148663,0.272560179268001,1.43063560905906,5,5.04577022199342,4.83172226149275,0.600382887427725,1.11923816927338,-0.393584234102666,-0.484432492943095,0.0506068130829232,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,6,11,6.85616105782337,6.54596737756289,1.00840510719231,1.51265827554242,0.140639750272674,0.341519685411008,1.06654587819527,8,5.88361950848537,5.82803470366128,0.458573874979936,0.318562561851548,0.119515159695704,-0.0392049431806379,1.49106766432555,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,1,25,4.88886131723111,5.10977250996303,0.826458457812296,0.941210874375304,0.0842793065430485,0.311782920372824,1.06153017285109,12,4.28386645398346,4.58480436581731,0.955108970298565,1.01601848865366,0.456578453056955,0.37359046199339,1.25580936873338,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,1,32,4.54279691605221,4.71955285159533,1.13098389045688,1.19191999781583,0.347764604745459,0.275783334533429,3.87305762312396,21,4.95664597095247,5.34034657031878,0.799517692106669,0.69352132260291,0.383143387114673,0.517597960930934,1.97359858756876,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,3,1.76689397487162,1.75279113095256,0.284458336647232,0.32709361452201,-0.111156709449738,-0.194698818619414,0.637728455846631,15,1.80599889397973,1.80417866188906,0.784500604277712,1.1052856250747,0.522825026643232,0.382799713336797,1.18776904894118,11,2.40106472449039,2.32007125873181,0.600934365663916,0.769910454718346,-0.0693271125817316,-0.119095484274126,1.0509574599848,"2012","Europe and Central Asia","Russian Federation","High income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,2,11,4.68566020021001,4.11946522457043,1.48624668869983,1.79564737501473,0.360992697334578,0.216094223280976,0.984423145341738,3,3.49192304545283,3.65365086845696,0.64746804991247,1.07405990128363,0.435087891294156,0.320892242532336,4.34305536347102,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,4,2,6.70646318168655,6.70646318168655,0.0376609404634905,0.053260612775194,-0.00222038650813926,-0.00295892293195522,0.945964348427632,19,6.03024158984999,5.933087141778,0.720887434912349,1.22192580326458,0.117948544097609,0.223080578508283,1.12631497350632,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
