"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",77,0.546237175609585,0.533589256610273,0.263658067528156,0.371563334818866,0.0161772967018338,0.0173882555592892,1.14248327556841,8,16.864540576407,0.428524499265534,22.9933869975891,40.2464747721299,-13.1396675028274,-4.23817789692013,1.89764433450912,3,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,0.592595253779298,0.581776933613287,0.0480639263539558,0.0946000437543972,-0.015119750215324,-0.0179875456458097,4.93471592383201,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",25,0.479222411973122,0.504368470664821,0.203592225733671,0.236203842485352,-0.0155326706548571,0.0178007586617805,1.99098757131126,1,0.795454545454545,0.795454545454545,NA,0,0,0,1,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",84,0.361274705833792,0.319719595615706,0.240852391642374,0.354453989884028,-0.0534989454390289,-0.008820654927121,0.770482624467793,50,0.469407953594836,0.437947526952733,0.316197177762524,0.579681278049413,-0.274852294459109,-0.204696211640874,1.51223021813557,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",9,0.593831520051008,0.609556634882608,0.305173070134083,0.468089699549684,-0.13518623615387,-0.14472316334444,1.22940499181189,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",16,0.477558242477317,0.416132372253916,0.244539408664925,0.351999044297598,-0.0211984203065235,-0.0638978899165249,0.178218682543844,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",123,0.291121547304704,0.31404261658396,0.216918526060913,0.282520325203252,-0.012893341275162,0.0353895709304183,0.6,2,0.174408580453615,0.174408580453615,0.00659896787102775,0.00933234986087175,0.000776168275012559,0.000848395441897432,NA,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",19,0.502741694665332,0.522776494098141,0.240607844345371,0.464469551815576,-0.0934053997437727,0.0029164023360727,2.24477462874169,1,0.405667272467482,0.405667272467482,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,0.416071307459499,0.376217723416936,0.193258177102651,0.267969088098918,-0.0479923571328605,-0.0379695918898919,1.38805287015573,3,0.458155496663341,0.428203162571017,0.143596784326187,0.269865816292227,0.119985327433369,0.127100962051855,0.174388685194127,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",3,0.685006908642431,0.674243438826262,0.019447453863688,0.0315060992021381,-0.0127811250160643,-0.010199843270249,5.5,1,0.648414985590778,0.648414985590778,NA,0,0,0,1,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",9,0.431889652416588,0.365960778390337,0.321831466946757,0.654018955276885,-0.0787350910907897,-0.0663796513722507,1.97547503725547,1,0.302186878727634,0.302186878727634,NA,0,0,0,1,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",8,0.437354370460341,0.488432513474747,0.244396663703873,0.269595679462852,0.10449294796653,0.0881537072609407,0.359333395662359,2,0.439547982743521,0.439547982743521,0.0932927877281719,0.131935925676775,0.0349532767437376,0.054305118579667,0.723751283553569,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",1,0.198473282442748,0.198473282442748,NA,0,0,0,1,1,0.0220820189274448,0.0220820189274448,NA,0,0,0,1,35,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.0799086757990868,0.0799086757990868,NA,0,0,0,1,4,0.310778513468371,0.317813108371188,0.267216168528892,0.356190986856094,0.15820515157129,0.15820515157129,0.5875,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",535,0.34274737654654,0.314344562086048,0.215157155810974,0.268210050818747,0.0430591895819163,0.00431469132550854,1.03307181132202,2,0.204626088946228,0.204626088946228,0.126729573140064,0.179222681088431,-0.00891206186953931,-0.00995681561602398,1.15974937788075,8,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.823529411764706,0.823529411764706,NA,0,0,0,1,1,0.0605190818351562,0.0605190818351562,NA,0,0,0,1,4,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",5,0.549600776303423,0.584702168732024,0.242108540250693,0,0.00659494478343428,0.0346025669267741,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",1,0.750394944707741,0.750394944707741,NA,0,0,0,1,1,0.0342053415061296,0.0342053415061296,NA,0,0,0,1,5,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",7,0.080492944772428,0.0378492548307611,0.1092400017055,0.0880434305468273,0.0307330301062237,0.0516020990894002,0.432977702509662,2,1.51109759805412,1.51109759805412,0.434282668895356,0.614168440255396,-0.102361406709233,-0.102361406709233,1.5,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",7,0.533675935842071,0.652807802367095,0.261574745715673,0.465779822036999,-0.00278963997706668,-0.100854314432285,0.78477910950192,1,0.530035335689046,0.530035335689046,NA,0,0,0,1,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",17,0.275974555259942,0.321505787465656,0.120139254697891,0.133009012421884,-0.0819453284706047,-0.0855651694893626,2.03276590822852,1,0.214285714285714,0.214285714285714,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",7,0.501672814997434,0.489420047971091,0.134182235458114,0.0906318754936947,-0.0727606510192431,-0.102279088643025,2.77612129916291,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",85,0.451962120722645,0.408501560336876,0.298767387839728,0.490251162693368,0.0343817646612243,-0.00975067995426635,1.14281349500854,14,0.235102300995741,0.190530983903352,0.228945433871481,0.246325830669684,0.0679957616076449,0.0244531494497786,0.352611777894903,3,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",27,0.373152500496447,0.408350713835409,0.21247205268479,0.396429161844933,0.0507202378189079,-0.00776940014357279,1.36670734549675,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",10,0.5079402978966,0.474350434889411,0.158746942052205,0.0816156533774789,-0.034939000397675,-0.0201921434484225,1.99622740793058,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,0.180642214344349,0.179731393621087,0.214803273588317,0.218593016446997,-0.0934531813931135,-0.144304433264701,0.992450961683386,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",7,0.429161568017157,0.206758112754339,0.485659229823755,0.992409626402657,-0.184568175429721,-0.181580893880697,0.521668922323916,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",21,0.442103512897654,0.374922614528392,0.237193935521398,0.25679384116973,-0.0269522466559331,-0.00779532640478346,0.579477662446148,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,-0.628310029883874,-0.615652836449598,1.08695153429571,1.54277752679984,0.0746468033054587,0.31161516973579,0.92953816415728,1,0.180908451510329,0.180908451510329,NA,0,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",4,0.303035221642889,0.335368615395057,0.145593628769408,0.288728216536893,0.0569151448943861,0.0709109437553,0.351590680544556,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",9,0.356776040679388,0.348829941717853,0.452897613312834,0.429771785046074,-0.0190796429603128,-0.0235570019338956,0.147720123223665,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",38,0.62726935790948,0.660651306693255,0.241560232502018,0.163540424301565,-0.152535474614808,-0.0589565233395221,0.560015453332695,NA,NA,NA,NA,NA,NA,NA,NA,5,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovakia","Slovakia2013",4,0.263905231302812,0.226474110454492,0.132538703981411,0.204878480695353,-0.00455236901157571,-0.00735905639621506,1.0568566830616,1,0.233078885077729,0.233078885077729,NA,0,0,0,1,1,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",9,0.380347859627546,0.398976807541626,0.201835534324707,0.238166548431272,-0.00832334325247008,-0.0516782161454541,1.21410958606261,1,0.118242930044263,0.118242930044263,Inf,0,-2.41876914148426e-33,0,1,2,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",66,0.429612173670858,0.439711168346775,0.20267221768049,0.345285129080718,-0.000431328757331253,-0.0524373173171528,1.03343248305623,24,0.465482512278973,0.414783026110955,0.172570867736588,0.134450823425528,-0.0595117496226064,-0.00423383297952437,11.0435546830712,1,"2014","Europe and Central Asia","Sweden","High income"
