"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,0.0982156061085916,0.096079772703621,0.0200450317553043,0.0116378336608812,-0.00321394332040102,-0.000233854122464836,4.97858834228955,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",7,0.0279702786139948,0.00356945188091346,0.044059651301562,0.0376025,0.0106902128275348,0.00989524880312236,0.509607904860027,-7,7,0.0279702786139948,0.00356945188091346,0.044059651301562,0.0376025,0.0106902128275348,0.00989524880312236,0.509607904860027,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",57,0.356884235001209,0.311168573180321,0.269588478272884,0.237113068181818,-0.0364239107951438,0.00117533232761832,1.1404657992666,-56,57,0.356884235001209,0.311168573180321,0.269588478272884,0.237113068181818,-0.0364239107951438,0.00117533232761832,1.1404657992666,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",9,0.178407444752105,0.136931261366886,0.185428997494923,0.389492753623188,0.0427333574944778,-0.0303338457772914,0.927469701237073,-9,9,0.178407444752105,0.136931261366886,0.185428997494923,0.389492753623188,0.0427333574944778,-0.0303338457772914,0.927469701237073,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",31,0.160620633148917,0.125,0.129444107299862,0.166666666666666,-0.0616114632713476,-0.0730027582194462,4.43579245622982,-31,31,0.160620633148917,0.125,0.129444107299862,0.166666666666666,-0.0616114632713476,-0.0730027582194462,4.43579245622982,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",6,0.102354945175264,0.115834895481027,0.0578183274991484,0.0583333333333333,0.0177172535540326,0.0465437908496732,1.03049781140939,-5,6,0.102354945175264,0.115834895481027,0.0578183274991484,0.0583333333333333,0.0177172535540326,0.0465437908496732,1.03049781140939,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",5,0.232520169032424,0.213288297653991,0.138180274281162,0.250733989501777,0.0636216382640715,0.0727052638761419,0.361620936899268,-5,5,0.232520169032424,0.213288297653991,0.138180274281162,0.250733989501777,0.0636216382640715,0.0727052638761419,0.361620936899268,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",11,0.177917211515985,0.136947144669693,0.164953297160355,0.116,-0.0146783316222295,-0.0330758351812688,1.69065930290434,-11,11,0.177917211515985,0.136947144669693,0.164953297160355,0.116,-0.0146783316222295,-0.0330758351812688,1.69065930290434,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",11,0.245149935153006,0.181972763417652,0.223744831151914,0.0990023942537909,-0.0888059778094777,-0.0949037140500885,2.42976130338194,-11,11,0.245149935153006,0.181972763417652,0.223744831151914,0.0990023942537909,-0.0888059778094777,-0.0949037140500885,2.42976130338194,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",33,0.274859711149024,0.290228638221402,0.0801169624628604,0,-0.088489657241948,-0.0630035178537121,1.00353405068459,30,33,0.274859711149024,0.290228638221402,0.0801169624628604,0,-0.088489657241948,-0.0630035178537121,1.00353405068459,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",9,0.119696987004059,0.0782944810748482,0.115212320996102,0.209355625217694,-0.00648590268065478,0.00738543776485362,2.3382330153424,-9,9,0.119696987004059,0.0782944810748482,0.115212320996102,0.209355625217694,-0.00648590268065478,0.00738543776485362,2.3382330153424,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",12,0.185236701426465,0.167300014915056,0.154654868161561,0.212087912087912,-0.077918883001554,-0.098063790969766,2.20254129318527,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",8,0.194223346724046,0.148495561165357,0.133291804667279,0.131519869891548,-0.0368471456811074,-0.025219865487443,2.42261390755273,-8,8,0.194223346724046,0.148495561165357,0.133291804667279,0.131519869891548,-0.0368471456811074,-0.025219865487443,2.42261390755273,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",134,0.286894318545887,0.272088574129834,0.151398889849033,0.220121951219512,-0.0291122206135026,-0.0297354487614621,1.7640736038174,-134,134,0.286894318545887,0.272088574129834,0.151398889849033,0.220121951219512,-0.0291122206135026,-0.0297354487614621,1.7640736038174,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",172,0.168833385167705,0.159426402616102,0.122483310571545,0.215714285714286,0.00428939304019525,-0.00737962389381901,0.515848413770595,-172,172,0.168833385167705,0.159426402616102,0.122483310571545,0.215714285714286,0.00428939304019525,-0.00737962389381901,0.515848413770595,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
