"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",5,0.524725824264959,0.378535331728876,0.362480498204568,0.665446331204237,-0.119049647240394,-0.135235547802695,1.33381796243679,2,0.27553617696408,0.27553617696408,0.147376126564773,0.208421316957916,-0.0160324089967628,-0.0160324089967628,1.18181818181818,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",4,0.205341392706082,0.118200208879437,0.256598126816559,0.219733073908861,-0.0819541945214746,-0.0819541945214746,0.96875,2,0.145007968468109,0.145007968468109,0.186480734118339,0.263723583311446,-0.0234512126102845,-0.0232697279392452,1.19300163710801,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",6,0.458940280697786,0.463496578953325,0.19320497119502,0.365437477794192,-0.0286843959042359,-0.0301827445658677,0.950343776874444,2,0.400952380952381,0.400952380952381,0.0390592317226855,0.0552380952380953,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Armenia","Armenia2013",3,0.0475551381673142,0.0449464623449321,0.0322478920370143,0.0440626382425902,0.00260060295389205,0.00303275841189106,0.906796412899449,1,0.0129032258064516,0.0129032258064516,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",30,0.440271293932641,0.4447666079326,0.227190531218463,0.362011757492697,-0.216142414607403,-0.235377353441092,1.83624588348296,46,0.336359274696164,0.309763880740545,0.245657788362925,0.400984081041968,-0.161335398620193,-0.173499277509816,0.878020822278532,2,8,0.385419790840852,0.344755888798966,0.146722263158166,0.284628094116207,0.0410947596695375,0.024600903997545,2.31620076824327,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",2,0.349604711402462,0.349604711402462,0.0754781476691437,0.106742220096502,-0.00593012333869457,-0.00593012333869457,1.125,10,0.476642121717472,0.425606949932893,0.221997703082892,0.258190623450127,0.0252358583681399,0.02527527291566,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",3,0.116352723749152,0.121034131479261,0.0551333385432553,0.0515083952781196,-0.0425542637267308,-0.0362891120541945,1,6,0.476925245310811,0.4474415033004,0.280813150473942,0.391237825930199,-0.125147855818994,-0.121083760033674,0.435159999849195,0,1,1.08148893360161,1.08148893360161,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",5,0.478351861838036,0.484751111149887,0.0799506996058486,0.0993886107899924,-0.0284242518437897,-0.0138741911181867,5.50567626488537,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",5,0.327407684166671,0.306586722278886,0.122951280166129,0.0797659215520877,-0.0390338238622848,-0.0528622602864501,2.86729223493696,1,0.0651703857464107,0.0651703857464107,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",45,0.389450277103171,0.366166092013818,0.324411255387441,0.384928043272261,-0.0886291818892247,-0.113127178123364,0.591541667597371,95,0.447406987706511,0.411705847658492,0.21693217675349,0.277815939759864,-0.0625610383576126,-0.0608091708913979,0.843768993583907,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
