"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,34141.2933992311,29824.5749472692,14502.4840268825,18140.505164839,3572.16800775361,8543.1693226939,1.09642408708186,1,26318.8378287824,26318.8378287824,NA,0,0,0,1,1,134767.008832864,134767.008832864,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",16,7584.56558443175,4666.21551501012,7523.15795652231,13777.7902666399,-869.562153440157,-523.434209023055,0.404642690552495,7,3647.30508029586,1991.08119821201,3835.44655165856,2820.69836413368,283.594342972737,390.141031392995,NA,1,3318.46866368668,3318.46866368668,NA,0,0,0,1,5,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",3,9684.20518299948,12600.1180220278,14673.942647051,23142.4494912453,896.53832059321,436.654973027449,0.936798002117244,3,74271.3743348068,55654.1055109711,63823.2355076844,100249.749537757,6099.03634716397,8626.33600867914,1.08764442157193,1,211052.104290014,211052.104290014,NA,0,0,0,1,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,77520.7164382293,77520.7164382293,NA,0,0,0,1,1,85073.4490969254,85073.4490969254,NA,0,0,0,1,4,313268.542693561,355255.630339832,201182.979827695,383777.196542382,23797.0959599426,16862.1903300369,1.51480591751116,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,39702.6328677018,29213.5718472546,27586.4439323334,46667.822973657,-3355.55497397253,-1414.48076816482,0.964850696924468,5,44238.7271133526,40199.15777018,27146.521338645,12851.0873139934,7100.29858829653,6249.3565432629,1.81995775476101,2,78782.2607227037,78782.2607227037,10409.8735624412,14721.7843745935,2801.09611842691,2814.45877749582,1.62653342443248,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",36,30854.7865309331,19641.3924626819,27645.1892893735,53760.8420735103,4694.77988660265,1745.5379801777,1.56457923540136,12,52402.9119415763,42603.4069736864,53752.8734907767,96593.2047978766,14600.1976722233,5507.4185391651,2.80035526006659,21,50489.480562553,24838.8163194396,57943.3122005281,66963.8298863125,4592.02642350932,-7736.36875396418,1.33307190689386,7,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",4,14000.2709051066,6196.18089903448,19552.3357395392,16595.0301331336,-61.2245120028282,-61.2245120028282,0.9,1,10887.0647345823,10887.0647345823,NA,0,0,0,1,2,27603.7270292853,27603.7270292853,22787.4685482899,32226.3470731419,-8318.86096016857,-7830.70115795971,0.609969718145819,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Guatemala","Guatemala2010",1,60949.1665012995,60949.1665012995,NA,0,0,0,1,1,867.890122864141,867.890122864141,NA,0,0,0,1,3,32725.683217044,16636.2199900375,37406.2170213836,69428.2925514074,-2067.20670671962,-2067.20670671962,0.64,3,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,34056.4617281729,34056.4617281729,NA,0,0,0,1,3,3519.87638043662,4150.44827125707,1697.08237563809,2822.60127405165,480.43578008173,435.15102974963,2.06214807160558,1,41781.926754054,41781.926754054,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",93,18002.7017832256,12769.0395282634,16337.1258472752,17586.8438519418,1330.925697786,1423.39370884572,0.858718731793985,61,17162.7699307278,14058.1333043439,10565.1893919807,12390.7308956863,-913.8930922095,-960.930466098167,0.94535050958819,11,14954.664022276,10157.8374209868,14216.8518393085,28778.471757723,863.831815270464,386.169575867237,1.0454868674686,10,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",3,35366.0764092046,22754.6507583046,33989.7105166453,66625.6174203158,-1637.17118116672,-2336.14414451927,0.686697841390179,3,54484.747093496,47405.5224131345,28355.5304443381,55369.6501785411,1769.80617009035,1769.80617009036,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Kenya","Kenya2013",3,14569.3286848766,13893.9973369178,2224.92056886881,286.943716374342,-302.670653376967,-319.179095575544,0.795891911109997,1,27967.7927875024,27967.7927875024,NA,-3.63797880709171e-12,0,0,1,2,13611.8202256467,13611.8202256467,13577.4839477317,19201.4619417852,-939.044658090858,-960.07309708926,0.890475251437176,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Latvia","Latvia2013",1,22988.8575458689,22988.8575458689,NA,0,0,0,1,4,28143.8862423144,15967.2347131658,32775.7291979305,63725.1131171487,-4408.05165581536,-3484.71536019107,1.52489036108518,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,2,32197.3815900684,32197.3815900684,696.850018803252,985.494747531506,111.119032206834,137.969264654411,1.52211199783672,4,78300.8115524368,77016.9721593359,25892.0438477031,24675.1345009902,-14916.6995318855,-14121.5348887881,0.180508326677818,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",1,27750.0790877254,27750.0790877254,NA,0,0,0,1,2,7861.00462348885,7861.00462348885,3052.3529713279,4316.67896920173,0,0,1,3,153116.455242911,145758.872674616,99316.9489164807,143886.410933414,7086.38211313544,-8669.13648344317,0.49336289227449,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",3,31803.0264108869,33217.4378718944,15209.0636550184,23003.8305721752,965.538421732883,513.733188956765,1,3,11774.1344924857,11665.258033458,5137.27490208022,7569.00231729634,-789.879937922581,-544.17663719124,0.73166025156453,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",1,3722.16786427809,3722.16786427809,NA,0,0,0,1,3,504.060409789835,504.56268688168,113.418055075389,148.886714571124,-4.94517892416506,-21.7699901977946,0.965068411034988,2,2055.05155336691,2055.05155336691,4952.19115338773,7003.45589258498,28.8469169313614,34.6705737256683,1.00586017489236,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",3,8873.17633254092,8672.40747804401,3805.20804517248,0,-535.790581751428,-1372.5430966752,0.4375,9,13954.6261220294,13804.2903061283,10893.8888858988,16543.2346751581,-669.785259247635,-566.046484229624,0.949778889768363,3,82832.690415467,35120.9738222789,107899.997861996,196969.594597494,68008.639993969,72344.8977446653,2.82399224825424,8,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",3,82671.0179653784,90026.079521595,29662.482254784,49959.8635637886,8723.58708536937,9150.50371164556,3.48817145044183,1,53793.6416136986,53793.6416136986,NA,0,0,0,1,4,190414.507828954,104495.577704004,200736.991261473,399170.492026276,-61688.5141606482,-56156.7568920503,0.694311950901652,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",7,66298.3417344973,10577.3127740829,106780.221635053,180302.835060756,-39033.4481231168,-10752.327692294,0.872764712896677,1,9095.72993025189,9095.72993025189,NA,0,0,0,1,2,464872.68032022,464872.68032022,384145.051816756,543263.142197772,-40316.3793848884,-41789.4724767517,0.829853753830523,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",1,27325.7587817015,27325.7587817015,NA,0,0,0,1,6,89227.5570324116,88333.1259850591,39305.4807674678,61611.1083642261,4969.71785880918,6615.23603661213,1.64102105071178,1,67772.2192006487,67772.2192006487,NA,0,0,0,1,9,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",2,86692.325697034,86692.325697034,44711.4306325642,63231.5115936761,10126.0223682638,10214.3211035938,1.31246195569378,2,114609.672672583,114609.672672583,90529.794741954,128028.463522924,-21338.0772538207,-21338.0772538207,0.75,1,84057.5561755676,84057.5561755676,NA,0,0,0,1,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",2,1144290.07093916,1144290.07093916,757820.402153156,1071719.89056803,72559.3884371248,98711.0425523182,1.32774560683253,1,499598.74597908,499598.74597908,NA,0,0,0,1,4,483594.808945266,435037.776106912,311156.443053902,558814.086288738,56657.6110485453,44304.2563698675,1.83494963859673,1,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",1,239782.464858199,239782.464858199,NA,0,0,0,1,1,784641.286345179,784641.286345179,NA,0,0,0,1,3,43665.4688907208,41395.16458426,16146.3433900399,30580.8568814516,10952.8186388536,10762.2219342217,1.74106509272612,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",1,57787.4582584384,57787.4582584384,Inf,0,0,0,1,1,17336.2374775315,17336.2374775315,NA,0,0,0,1,2,150913.037486178,150913.037486178,92468.0936502584,130769.632126981,-35242.2723930006,-58680.5163686024,0.724517408369646,5,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",NA,NA,NA,NA,NA,NA,NA,NA,4,14260.9822615037,4610.09679201856,27393.7642630151,206.198608964269,-857.542055856826,-1333.41562202172,0.652397934030079,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,98381.9738138155,98381.9738138155,4298.76164435761,6079.3670188598,-215.216684172314,-241.648479829156,0.899254437028144,6,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",6,29164.1131752746,28455.416790312,4039.58382017406,3636.74676552292,147.625566571909,-267.189618127956,1.11310921047425,1,18547.4085041669,18547.4085041669,NA,0,0,0,1,13,38742.5710706509,34091.9497371808,26447.4730283855,38186.2186856299,-5726.43483693912,-5842.21155873789,0.396024824627835,5,"2009","East Asia and Pacific","Vietnam","Lower middle income"
