"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",22,0.523721668441732,0.292347956632964,0.496591775908406,0.459022173012712,0.160781573460475,0.3302644236373,0.906488181349216,10,0.338106859335297,0.417327790048434,0.393253724706232,0.798346334878385,-0.0207952313309753,-0.0320619975740837,0.974962737744909,9,0.390990153684607,0.613043451591667,0.562594021604701,0.438240403058359,0.0760715452219844,0.0817238600472502,1.57894878846218,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",37,0.524150438829237,0.410861218449271,0.252547851062043,0.410157070997211,0.0447697314430564,0.00768190878057776,0.92015285640692,41,0.577855423295115,0.592108690543875,0.36054073392115,0.495205026455026,0.0383547752111933,0.0860650961449727,0.970428099320979,79,0.474782774070287,0.475348351270497,0.270341973713541,0.474171531761922,-0.138220790233548,0.00344149816958199,0.983799988410801,1,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",6,0.559399596796181,0.541764142350397,0.239659558552181,0.134254274475303,0.278312727247977,0.281471192113266,0.0508840548912905,2,0.223785746993732,0.223785746993732,0.370530902334284,0.524009827359486,-0.178621363371684,-0.237052064757863,12.9829054104767,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",8,0.487044638626096,0.254688553161333,0.428437785030871,0.634728955486999,-0.24383157927364,-0.226412857773301,1.44569812033668,1,0.65720294426919,0.65720294426919,Inf,0,-1.91305075596216e-32,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",19,0.263032646761351,0.238895764115301,0.152723174105789,0.163339487122966,0.0016212075016799,-0.0058427142437752,1.22788941830379,37,0.292112905411092,0.306050974947298,0.204153802637485,0.216678894595256,-0.0656086996378518,-0.158789517588481,0.247697941396592,67,0.451865294873599,0.362365787410817,0.342686844325593,0.426366092166655,0.0518174147726638,0.0829474227490079,0.569682960672644,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,0.416742508637096,0.524850081235334,0.260265229061886,0.424684294604891,0.138074609679864,0.0147479422872472,0.617712165153776,1,6.3157894736842,6.3157894736842,NA,0,0,0,1,1,0.940438871473354,0.940438871473354,Inf,0,0,0,1,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",34,0.450530139087579,0.386773277891023,0.32183711078497,0.351234988829892,0.0599167073594793,0.202380128891701,1.27318350389757,18,0.54528009912524,0.483691646053105,0.356297794717953,0.355134269562832,-0.0788532266673208,-0.0776425034409669,1.31901638039514,2,0.26336174388078,0.26336174388078,0.319607285323714,0,-0.0448018737338055,-0.0716574200974948,1.70619807575567,2,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,0.204682174114231,0.160374698703325,0.193650935366277,0.30148474826925,-0.0891545780831476,-0.118879640951053,0.456809055377285,1,0.200601805416249,0.200601805416249,NA,-2.77555756156289e-17,0,0,1,126,0.3180178383939,0.25701821461382,0.182072526912226,0.221791559000861,0.00579373296393883,-0.0456043064671778,0.803901617868919,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",18,0.429179809322459,0.320056216832737,0.240509968667989,0.277911861982659,-0.120642982716556,-0.147420747462365,0.378593400124842,1,0.87719298245614,0.87719298245614,Inf,0,0,0,1,15,0.404510514210901,0.327670139881584,0.244202768271426,0.258923494418595,0.0473373078371529,-0.000576489476205878,0.463726210028818,14,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",3,0.385644312670161,0.358799470661778,0.15069900968737,0.113213563866066,-0.0541493314102598,-0.0755102640905186,15.1015787437821,1,0.827586206896552,0.827586206896552,NA,0,0,0,1,1,0.52512436862784,0.52512436862784,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
