"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",24,56812.9166372092,49278.5098110999,38141.2627292663,70697.3946806182,-5122.34481991643,-614.64148853803,0.982673429302799,21,42328.7814102396,27652.8926651572,38608.6441555309,29783.5089520629,295.396925876978,374.669823953103,0.588235294117647,26,72914.6654091045,72366.6711751566,30613.6801888423,54542.3537087416,5386.28751121347,5219.0127384538,1.52001832175878,39,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",3,347566.433566434,308480,277775.271230698,392400,46060.2013919493,65686.9029275809,3.45454545454545,2,36964.2857142857,36964.2857142857,16313.9635945182,23071.4285714286,1441.96428571429,1441.96428571429,1.14285714285714,1,12495.7264957265,12495.7264957265,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",42,3332.78243503107,2610.53347791081,2461.42589440857,2851.27608428645,-95.3806379875976,-123.930989956132,2.29106927485484,22,5300.90420431809,4150.36105450406,4430.46459901595,7195.71639697415,-305.020275814993,-968.995703646444,0.723955443026267,37,5368.73333785505,3373.51097754027,5627.00958987774,2701.94427830089,137.334957410191,500.296048240931,0.276564744427061,18,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,21743.1807621335,21743.1807621335,NA,0,0,0,1,1,17187.0034361384,17187.0034361384,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",3,25278.6229819563,26722.2222222222,6247.99472155236,12243.2763532764,1687.43541220427,1687.43541220427,1.66666666666667,2,50163.3368122364,50163.3368122364,4183.71512202041,5916.66666666666,497.864271869556,591.666666666666,1.33070451934392,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",44,52749.5963593306,31751.4730412748,50601.7261160343,60011.6223027108,10978.9502092817,7256.07772851568,0.896073935628621,42,98204.967942606,130533.529085384,69580.3822738333,99645.906017149,-6560.81499753479,-3613.60433336813,0.9,26,86640.6605051833,64204.7739963582,89374.9362109675,137275.323700368,4828.97041976622,11032.072828104,0.428603716935486,25,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,40653.9581707432,40653.9581707432,NA,0,0,0,1,1,12140.3254314183,12140.3254314183,NA,0,0,0,NA,2,45003.2388384734,45003.2388384734,60573.2966541538,85663.5776459532,9129.24922528213,9085.53096244958,1.21875665066566,2,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",22,30721.0257169682,28094.2864033831,11644.3469130691,16050.8890594642,1984.25956362644,2283.84640565341,0.774792505979267,13,31860.3988222169,24092.7855790426,20262.6485398879,36202.4368942289,-897.822565635336,538.532593646467,0.93127438679014,26,134539.334185949,134543.150456553,80619.376403931,106978.409940247,31412.118517279,28632.4010071492,1.27066919294647,19,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",58,32861.3238719505,21482.1174460056,30094.1170627142,32858.1803951929,-1632.4179086165,-843.183510314189,1.17686319759335,13,35463.0641259992,26975.5069094535,25237.6591979091,45838.1727874586,1981.54720118411,714.398399711478,1.55679057101972,42,24052.4135532191,13487.1604577515,20754.0803855781,24994.2858058629,-2172.40535387923,-2953.39926614934,0.492144118495818,32,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,257684.920138274,257684.920138274,NA,0,0,0,1,26,10659.875280735,10111.4012230632,6116.6062022828,7212.76841102671,896.271875438218,1592.30235349487,0.963618022870005,1,52290.899656885,52290.899656885,NA,0,0,0,1,82,"2010","Latin America and Caribbean","Colombia","Upper middle income"
