"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",9,0.230368175186375,0.224604167175292,0.0870040268366623,0.131216765558877,-0.0586844302211254,-0.0635627411350539,2.69844918040696,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",28,0.206626271284192,0.11941721795417,0.217853910763145,0.328947368421053,0.147817021966468,0.194414103354423,1.69519918669762,0,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",2,0.352350439308572,0.352350439308572,0.00294627825494398,0.00416666666666671,-0.000230966653276845,-0.000231481481481484,1.1089736414857,4,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"China","China2012",17,0.154086229276166,0.129797192526944,0.0959277816047542,0.0666666666666667,-0.0028520839211887,-0.0105397833331178,0.70732711053337,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",64,0.131165227138413,0.0823554869320605,0.108440162505494,0.0979059113572388,0.0063953910424303,0.00649595086978554,1.17436010405803,5,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",5,0.184018329842277,0.195332634763904,0.0664185182300758,0,-0.0277046002994073,0.0172930185137579,3.08022440392707,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Guatemala","Guatemala2010",7,0.190730052740763,0.171524554476252,0.122161728632186,0.207353414186517,-0.038758281521693,-0.0170774965598315,1.66421037217221,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",6,0.229735178411437,0.254444109726252,0.123063073537981,0.188888888888889,-0.0110213020619374,-0.0116094621195808,0.35644759270788,0,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",166,0.136435174375411,0.101341328319455,0.0932724016164871,0.120833333333333,0.000413971580716167,-0.0175695964626794,0.478142778285072,0,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",6,0.15834567569444,0.152046460176991,0.0619018385004591,0.055,0.016905199286608,0.0184308282320779,0.453754884741472,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Kenya","Kenya2013",4,0.0287885847162744,0.029726049658381,0.0181292765476892,0.0186274509803922,-0.00289529249071864,-0.00393694732795079,1.91145392955169,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",6,0.151728601619749,0.141656321204916,0.0342541329362483,0.0627892800840777,0.0272053961714898,0.0300607694113523,0.163823470486412,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",6,0.301912807797545,0.280642187329288,0.196011714257749,0.279066518811346,-0.196310011933917,-0.113717064626107,3.53635351925263,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",5,0.0651119876631673,0.059998489436278,0.0214418184405836,0.0225,0.0015187824540848,-0.0068984126984127,0.839527496426015,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",5,0.228189993618185,0.169040419788059,0.195168325735167,0.38,-0.0803152274047688,-0.0727220207039337,1.78013654804062,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",12,0.169065732816502,0.137069666958931,0.148693568362794,0.25,-0.0239575675958058,-0.0631093163966879,0.48360823552952,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",5,0.0514845963244868,0.0389460069822138,0.0431799869422501,0.0377714932126697,-0.0160177519345114,-0.0216596575895383,3.445873815838,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",7,0.0974234746011757,0.118644132239857,0.0543779224138011,0.0893525952613062,0.00926668155797103,0.00802320088458552,0.949854357121145,2,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",12,0.201425125391189,0.195669930299606,0.18066273960288,0.188712522045855,0.0555474293363336,0.0900805191823119,0.431484605765881,0,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",5,0.0919925888140663,0.0921278416534957,0.0186307659439858,0.0241610883178579,0.0108164022501914,0.0163652691204922,0.385968442009419,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",7,0.186440694902375,0.193269430818003,0.0707124674295702,0.0942857142857142,0.00278919892979883,-0.0120615321116149,0.603271075311311,0,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",2,0.06321810692836,0.06321810692836,0.00597615293801154,0.00845155653575173,0.00240702139124203,0.00312340132842999,0.690768836081599,3,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",5,0.660287659217516,0.663493932899955,0.325958781966209,0.433333333333333,-0.53355480542916,-0.269033475159306,1.69343627007512,0,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",5,0.11910050174553,0.120999926019556,0.0743088020809342,0.088314332247557,-0.0121955192316738,-0.00830231392298473,1.62481750022541,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uruguay","Uruguay2010",5,0.112928687232646,0.0974198663601041,0.0366365077205179,0.00391690217660766,0.00888320637411187,0.00630107373591895,0.6643949579826,1,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",20,0.0729915078127359,0.0568125887840254,0.0547188611878531,0.0570512820512821,0.0103698287521891,0.0108285531125166,0.816722052760911,3,"2009","East Asia and Pacific","Vietnam","Lower middle income"
