"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",7,0.494432739277075,0.475468387689797,0.216015503988305,0.28392021526149,-0.217487404826253,-0.215105101323477,2.61079307668915,1,0.359911149421477,0.359911149421477,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",25,0.410883422755537,0.278426154558244,0.261978316079937,0.312409183376925,-0.0512543433343821,-0.0364961368057953,2.28779288047049,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",16,0.291503687782113,0.278370462510852,0.179310092423741,0.196222476332305,-0.00159410000205704,-0.0242228084768213,0.794440815315288,NA,NA,NA,NA,NA,NA,NA,NA,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",57,0.320968705501437,0.343195225971267,0.287305715730559,0.485152152703722,0.0616201569842196,0.0134957853421486,3.38619702973448,1,-0.0224999485519468,-0.0224999485519468,NA,0,0,0,1,5,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",1,0.192819743026144,0.192819743026144,NA,0,0,0,1,1,0.221557726289535,0.221557726289535,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",130,0.363148393466559,0.363156728845406,0.288676329560383,0.369714847590954,-0.00933824480129107,-0.0595811329048301,0.834647041047285,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",4,0.344950511261434,0.346526816326479,0.0359261943611065,0.0694980694980695,0.00976408374259316,0.0099361876756357,0.834535524148788,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Lebanon","Lebanon2013",6,0.353809571672889,0.270456540026278,0.234499681213613,0.25472434542202,0.260881410215435,0.27174110051838,0.163823470486412,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",5,0.388170995465739,0.379482846420421,0.175127359935671,0.250519530871564,-0.145106107931268,-0.0452294845364922,12.4823398998427,1,0.754716981132076,0.754716981132076,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",6,0.265777084105609,0.236088656159677,0.225227376638653,0.251014198782961,0.000547832790979996,-0.0189288164293468,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",4,0.587350443769243,0.187819669673586,1.12458737049257,1.88505747126437,-0.591283104404646,-0.498788566503008,0.450075850439254,1,0.209432855826422,0.209432855826422,NA,0,0,0,1,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",7,0.402263691119435,0.312964508115358,0.238223123525785,0.479428704940958,-0.0209313074024738,-0.0337084534762561,0.289428919145088,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",4,0.157855046385961,0.189991995159469,0.153535846532373,0.183113454347024,-0.0507405586958547,-0.0564723362146236,1.25000653782146,1,0.0697674418604651,0.0697674418604651,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",8,0.569441754519239,0.41060470457768,0.49256842732847,0.806779059317884,0.0448962765127701,-0.0237168692060767,0.969754412607409,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Serbia","Serbia2013",1,0.249169435215947,0.249169435215947,Inf,0,0,0,1,1,0.207483070749447,0.207483070749447,NA,0,0,0,1,3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",4,0.482061651632446,0.487699692128825,0.149397733531009,0.111987855331643,-0.0585752593839952,-0.0955500097812089,0.246711044378786,2,0.404583768235805,0.404583768235805,0.126538873770029,0.178952991452991,0.00321141824277459,0.00348609723609723,0.951279286747185,0,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",5,0.250372269038749,0.216120736283706,0.221284862721275,0.166439976041818,0.344288316869542,0.254793487155213,0.0354278961627867,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uruguay","Uruguay2010",4,0.503182300062031,0.505490700316348,0.128517034117586,0.177308053987926,-0.0196024389037665,-0.02976172695925,0.950148549921226,1,0.25668449197861,0.25668449197861,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",18,0.279961625619717,0.295031242256711,0.18729624642613,0.240601503759399,0.0589212962344388,0.0809528937666613,0.106177422605602,NA,NA,NA,NA,NA,NA,NA,NA,4,"2009","East Asia and Pacific","Vietnam","Lower middle income"
