"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,0.508275118505558,0.461627396532325,0.130346921893973,0.229318594713544,0.0344428793171574,0.0186995825264492,0.583333333333333,1,0.233333333333333,0.233333333333333,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",16,0.422170953704242,0.452881185118042,0.261042659465634,0.5,-0.0269425721979809,-0.0140053320282933,1.18351778439354,1,0.48,0.48,Inf,0,0,0,1,3,7,0.410691015124262,0.366219282737008,0.231070078665367,0.466666666666667,-0.0257797540227778,-0.0178484953303355,1.4,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",10,0.421287252363274,0.450524706457159,0.187884168660631,0.17741935483871,-0.012100187325104,-0.0292367206815135,1.72795085056782,2,0.377509056558834,0.377509056558834,0.0314269680527355,0.0444444444444446,-0.00845639072351999,-0.00849673202614381,1.62653342443248,0,4,0.269669858961927,0.324577306499797,0.118086411990909,0.0811594202898551,-0.0303163537320376,-0.0297246376811594,1.20473168190632,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",34,0.31255212165141,0.279800358460575,0.265493590905523,0.495384615384615,-0.00972391266538475,0.0158025375961056,1.48564832498907,21,0.480556763020263,0.509918065176707,0.224746961122183,0.396598639455782,0.00944783547960212,-0.0265960364230713,0.891556191448014,1,11,0.710538249305177,0.762264963532584,0.325251246597273,0.218181818181818,0.0308643914146137,0.0281150947457196,1.12461862970224,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",1,0.513187520102927,0.513187520102927,NA,0,0,0,1,3,0.424721944152518,0.410029952420693,0.0409722459201492,0.0778931054703862,-0.00323853132285025,-0.00323853132285024,0.727678571428571,1,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",90,0.56382902652464,0.557170145044534,0.14106867618043,0.153308823529412,0.00266603874068634,0.00338145748217013,1.22615185823606,11,0.606360210754414,0.66149517420152,0.165368985331066,0.168981481481482,0.0173261912176428,0.0776036373392778,0.919872758916966,1,63,0.57088238955336,0.564755848845716,0.198721623431898,0.234210526315789,-0.00330178647562974,9.30761958964332e-05,0.981503250707984,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",3,0.57354614415264,0.5,0.154567589733303,0.284414069011502,-0.00373511500636864,-0.00711576929488249,0.961376977946251,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0.496091445427729,0.513274336283186,0.113479904844924,0.225,-0.0259771386430678,-0.0259771386430678,2.5,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Kenya","Kenya2013",3,0.203306033247026,0.22640639872886,0.122382309449299,0.0625,0.0075540698632433,0.00274760765550239,0.927127037341686,2,0.101473459236869,0.101473459236869,0.0863086218212992,0.122058823529412,0.00596926872316539,0.00610294117647059,0.890475251437176,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,4,0.428400140012431,0.464274984930203,0.228533683718578,0.126567759674663,0.0692696234923447,0.0588993341107315,1.14868935158611,0,2,0.28062799352563,0.28062799352563,0.178562318481451,0.252525252525253,0.0284733751637731,0.0353535353535354,0.856187998783153,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",1,0.166666666666667,0.166666666666667,NA,0,0,0,1,2,0.620551474761724,0.620551474761724,0.0188899880059183,0.0267144772310347,0.00565728945737933,0.00577333331463538,0.711214089231675,1,2,0.205049225309438,0.205049225309438,0.0989949493661166,0.14,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",3,0.590887381374158,0.58884802484454,0.154577433136957,0.205714285714286,-0.00758405721408974,-0.00234432234432235,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0.400024968372546,0.401015291874068,0.121152880039826,0.172222222222222,-0.0189497891878758,-0.0241358024691358,1.17065640250325,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",1,0.186666666666667,0.186666666666667,NA,0,0,0,1,2,565.666256491569,565.666256491569,565.508648253941,799.75,-3.29413394896688,-3.95915841584159,1.00586017489236,0,3,0.159905218151555,0.0765304441212333,0.211618931703309,0.333293333333333,-0.0224487828297699,-0.024255873015873,1.14898549057781,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",3,0.130082162542048,0.0532471991903685,0.191028755388803,0.353333333333333,0.0946469697423714,0.0882567901234568,0.387917032039693,3,0.292705053638667,0.373404350887159,0.184441797981729,0.337917826004229,-0.116369412530644,-0.123860335864675,2.82399224825424,0,4,0.248509861629704,0.231351139297284,0.0916437890919682,0.122061191626409,0.0032687326522452,-0.00487281102388919,0.833430167380766,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",3,0.616880866222955,0.628610120993542,0.182587762428443,0.302564102564102,0.0514951040283657,0.0489316239316239,0.951319486484134,2,0.350089851920906,0.350089851920906,0.28541500494488,0.403637770897833,-0.008784238190485,-0.0106220466025745,1.07748671808207,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",5,0.771674234593197,0.782162244771976,0.0833989162927896,0.0598406488996914,0.00927823431774319,0.00533734252898185,0.858754811594728,2,0.568445247145149,0.568445247145149,0.0616452065649812,0.0871794871794873,-0.00646972158922701,-0.0067061143984221,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",1,0.7,0.7,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.761318302154598,0.726573899452303,0.195447231540357,0.260411522633745,-0.0249906025478709,-0.0257415842594217,1.03878820795064,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",2,0.527468477697355,0.527468477697355,0.0447845339318637,0.0633348952709998,0.0101425784397969,0.0102310215437769,0.671492163378212,1,0.823691035999535,0.823691035999535,NA,0,0,0,1,0,2,0.847718997644035,0.847718997644035,0.15387031263344,0.217605482972799,0.0362675804954665,0.0362675804954665,0.75,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",2,0.122366330566061,0.122366330566061,0.258178509699054,0.365119549929677,-0.024719939867211,-0.0336294322303649,1.32774560683253,4,0.451612554269996,0.440600892757714,0.0786563163908371,0.0769736842105264,-0.00694756405556826,-0.00621872569354421,0.917474819298367,0,1,0.609848484848485,0.609848484848485,NA,0,0,0,1,"2014","Europe and Central Asia","Sweden","High income"
