"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",28,0.523183144827776,0.551231694464385,0.210148851522744,0.253968253968254,-0.066960002272275,-0.0406852553202893,0.450667574103691,66,0.473017466319798,0.51975524220228,0.212175417456975,0.351285257848343,-0.118839145584886,-0.0960791941695329,2.05426994472355,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",4,0.348779113082831,0.355652907155838,0.0264972302035462,0.048421052631579,-0.0121376612886724,-0.009776999316473,0.877470788093862,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",3,0.407775,0.403928571428571,0.033825468191691,0.05875,-0.0135815217391304,-0.00823817567567568,1.90277777777778,3,0.542549019607843,0.418823529411765,0.23079247657445,0.408823529411765,0.0680537400145243,0.0680537400145243,0.9375,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",98,0.520302847960565,0.531252427928093,0.233143786060474,0.344086021505377,-0.0610347346968126,-0.0317509552016968,2.9225651099839,12,0.525600271974516,0.611085446074947,0.205845160179949,0.281818181818182,-0.117159618002445,-0.0952803424836183,10.2345117867189,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",NA,NA,NA,NA,NA,NA,NA,NA,5,0.428341427254693,0.4,0.0443248948087928,0.08,-0.0204538027835314,-0.0133210003425831,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",1,0.3,0.3,NA,0,0,0,1,1,0.08,0.08,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",2,0.53423645320197,0.53423645320197,0.351463419811442,0.497044334975369,0.0451858486341245,0.0451858486341245,0.846153846153846,3,0.32610183303753,0.35944297103057,0.189930181656168,0.285526315789474,0.00883404604091815,0.00479925775978409,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",75,0.357800395079097,0.392720426022158,0.160475460676954,0.116959064327485,-0.0870542710519801,-0.0677150685605787,0.315320562055921,37,0.375441628206654,0.374404675983459,0.212412589741552,0.366666666666667,0.00827973273079675,-0.0183157096737106,0.867038647218106,5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,0.118442269745788,0.0674617052949234,0.121307567529228,0.177307911795245,-0.0404687290159064,-0.0510353792721588,2.12123925288117,1,0.177269882291183,0.177269882291183,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",4,0.218818050809412,0.168391125139676,0.239832333392427,0.457599700054789,-0.0506482084957018,-0.0318834650849373,1.8485826614455,1,0.384876342923066,0.384876342923066,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",36,0.436544815330462,0.456903059425228,0.201657473414799,0.229658014763727,-0.0196644542158486,-0.0218873724208994,1.66595580955331,34,0.332353076557481,0.327044667198321,0.245629879674053,0.432087334484932,-0.103530489489861,-0.0559465834637845,0.916670761131145,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",90,0.366434908951379,0.330147311158399,0.212021805034905,0.265957446808511,-0.00720996245355822,-0.0367629953806413,0.975869884222677,40,0.508846940323961,0.6,0.217846276959361,0.138461538461538,-0.0790076022970328,0.0617798265458281,1.60256252455167,1,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",54,0.429580070744624,0.447674139840899,0.142715294669768,0.15,-0.0161820313946842,-0.0444688894505414,0.483312536532008,39,0.333508319424003,0.204386038923647,0.274377470439093,0.3595,-0.103611953435848,-0.064758238397755,6.75597723032739,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",6,0.384988730194896,0.331402556209501,0.188500760656065,0.166666666666667,-0.0295180798700981,-0.0261426514031063,1.21443356134666,7,0.394508145483239,0.354366344710314,0.0835574867381284,0.133333333333333,0.0546392970121147,0.0476115446178471,0.38238845994991,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",8,0.247455031146279,0.210895880154215,0.172274768020526,0.209615384615385,-0.185932399414304,-0.235207415172884,0.685675060004589,2,0.113706894503608,0.113706894503608,0.169705627484771,0.24,0.107434637890644,0.0973913043478261,0.491172406146805,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",3,0.419761904761905,0.425,0.0177329011251099,0.0342857142857143,0.00251082251082251,0.00251082251082251,1,2,0.558514335360556,0.558514335360556,0.043874204422015,0.0620474949319433,-0.0213769471590345,-0.0194723521328971,2.34857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",11,0.420128802869028,0.392678385729767,0.124491002692273,0.107834572014352,0.0308163743555959,0.0486444008792508,0.473868354983693,1,0.147395372881356,0.147395372881356,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",14,0.273335171527886,0.265743234364684,0.0911058226751607,0.084324324324324,0.0830744803747201,0.0768038299578228,0.0768887503770272,1,0.00231481481481482,0.00231481481481482,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",10,0.489831346166405,0.521243623127565,0.250272027239757,0.248923076923077,-0.0193326835541639,-0.0950153716124645,0.367174012614876,2,0.562840095553951,0.562840095553951,0.0345707719443836,0.0488904545454546,-0.0152012977194347,-0.0206256605113637,7.95949692390344,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",92,0.361077216177895,0.385625613650453,0.21344432335045,0.287234042553191,0.0607772717477123,0.0841303668859345,1.0166902092588,25,0.149895174782997,0.1,0.136209423598541,0.1,0.0432092923535698,0.000103801870850489,1.43660631667644,23,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
