"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",23,2.21831497813999,2.02649602457713,0.518830150054405,0.462996588041428,-0.0181375495513047,-0.0475162572730276,1.63785917912321,0,11,2.42033996436346,2.33103292574947,0.551797517068316,1.21421327791102,0.690123874118699,0.666872538799919,0.917351428999768,8,2.02173200155218,1.91441246498187,0.258009052247659,0.242818865785575,-0.0134495211027724,-0.0115982363175426,0.833333333333333,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",8,5.30705498824869,5.40187326207835,1.52964925014417,2.73913111054285,0.708344770026092,0.697186392231617,12.8593091950139,0,6,5.14293778702054,5.37121254330713,0.515177195288065,0.585130523358188,-0.255519408217267,-0.0833422995689905,0.39853558400931,3,6.80119292030739,6.53036907011389,3.15065564567377,4.80376575687699,0.517895790984807,1.44757422209546,21.5038718936143,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",106,2.40530714874556,2.382068891214,0.420959813394155,0.503158370104467,0.108112671886857,0.0673775769902671,3.9451814632865,5,4,2.23503905804426,2.22518857484029,0.0681519917013922,0.00647913967401337,-0.0111027557182466,-0.0148456406602095,0.509514397651127,7,3.56603528474842,3.35353982362404,0.905223106723253,1.51746511044411,-0.56952302127348,-0.177074673444187,0.488026011862412,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",5,2.2552849842036,1.96032407319599,0.798208851555566,1.27840968049124,0.58695286310688,0.550535829551983,1,1,6,2.19779593304119,2.22158758688458,0.365516535086428,0.262958783207765,1.20778636174919e-06,0.0222653484501705,10.7642438313551,9,1.64782596351006,1.50647984178088,0.699228705827207,0.472485406566398,0.85921451737149,0.497557572410235,1.06367207237774,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",125,2.09445395313095,2.11369808925734,0.536160946361392,0.56356613188899,0.102863466051868,0.10051777538874,1.56490040817367,4,7,2.66197861510887,2.76033321175569,0.452322565578809,0.669696602526955,0.453622179159802,0.466087862018966,0.999652992094952,26,2.81153593863226,2.59805796238871,0.723755514971404,1.14616439148983,-0.505885928588218,-0.407407582717547,2.56231814705886,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",55,2.48584468760042,2.41567008001013,0.440253665657176,0.467181794202427,0.07118715393225,0.105794048734588,1.28045233433507,0,4,2.35131642204212,2.31777444254129,0.7560480382249,0.794836669436332,0.30000812014902,0.0943497046863963,1.80708499086452,153,2.57793127000773,2.37163295370037,0.565754421262807,0.895010289456316,0.0857299697658101,0.29504331572499,1.57302018999492,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",82,2.31538810211869,2.20856173343059,0.529309036252599,0.550340402593026,0.124732019334872,0.672703550546395,0.770616161721895,3,10,2.67743700508553,2.39432131174006,0.787513404890814,1.01547325704534,0.479571171415503,0.3501842523315,1.15579938322517,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,2,25,2.66485165592272,2.71869767254922,0.397516525263382,0.5269621567484,-0.00538046473299273,0.0112674617870384,1.2655786595612,110,3.12847220989882,3.08468760352271,0.765820762847715,1.1926193630482,0.116043043627593,0.0810603620361689,1.2771086293685,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",10,2.27235123370694,2.37347707733304,0.289163098729736,0.210575378664053,-0.173728512565894,-0.0331142960780376,0.392788504580085,7,7,2.71362156270089,2.52865376209833,0.983550451049636,1.99589854150329,-0.120627488489771,0.253883310593516,1.0351731853295,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nigeria","Nigeria2014",40,2.43511100794617,1.83449906660651,1.16603337151703,1.2312475052253,1.06034576708467,1.18500106430233,1.2,4,NA,NA,NA,NA,NA,NA,NA,NA,11,2.83443628027039,2.95122388301427,0.679115871440025,1.07765542042572,-0.35653077935912,-0.309860804802783,0.904803426841582,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Philippines","Philippines2009",33,2.33233798647508,2.27771219603017,0.685777833549514,0.758462663273834,0.417158624570192,0.375819045086939,2.3112778029398,0,18,2.2359663070606,2.3107594224846,0.452723860136595,0.43549771109034,-0.153593984451806,-0.144812368750223,1.1333377181095,7,3.45113120802111,3.09728656265957,1.21439252216391,1.79372396575929,0.661422083266363,0.760326627050825,4.58379539553224,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",11,3.47520095052358,3.57812655957452,0.212012516161639,0.322098001573234,0.146985477440025,0.21351093447015,2.54427618480648,1,NA,NA,NA,NA,NA,NA,NA,NA,8,3.49981289986073,3.15855983908409,0.517733918311633,0.87780453520433,0.480689201483476,0.32362783904594,1.27083078308605,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",19,2.13951289158923,2.05254741969215,0.474473740755857,0.479690516786276,0.0462927963156712,0.121953588871765,0.958950497598613,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Turkey","Turkey2013",21,2.68913080646505,2.56351332122348,0.909522031484963,1.79633823279678,0.342369374683752,0.34772637767709,1.13960269655348,13,6,2.64137018405079,2.65284713970712,0.0565666909012069,0,-0.013302653736819,0.00183581752235224,0.342036033085711,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",22,2.67956345700454,2.43095790342475,0.81545323684139,0.74734828583738,0.320180312411867,0.274290948943173,1.44421608704913,0,4,3.55614686547471,3.56959324926048,0.522441096251642,1.07132389533348,0.0491537534511859,0.0196970050892458,1.45146374586032,5,2.74671334658097,2.74615924457312,0.135716536719992,0.172050672541367,0.00260117031991996,0.00419998435512803,1,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",57,2.85010854373602,2.79053205122662,0.578640882502395,1.02799564258027,-0.045415079892395,0.0718507612650752,1.03652623060453,12,22,2.95037632370618,2.79638049724569,0.479739434375203,0.723065396055905,0.172364322183789,0.129423635208767,1.71806736924777,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",7,2.03871777324007,2.14467866140974,0.323749404549222,0.286368754862567,0.00318987279158319,-0.00189504075869102,1,0,4,2.94212621236111,3.79083545494114,1.51705131142561,2.24609038180537,0.159029690269103,0.317377850086039,1.12284840488058,9,2.49285702838672,2.62534874823459,0.320262999286345,0.440716183502934,-0.104165353221192,-0.170194240921043,0.396266344549509,"2013",NA,NA,NA
"Yemen","Yemen2013",9,3.01042959793987,3.07267447672177,0.261613808462252,0.303833344991517,-0.0211809152920153,0.0784543973934241,0.876922454361841,10,5,4.94457004887489,3.03451329118629,3.77275043838182,7.00122431709334,-0.737344820082498,-0.363884867810178,1.46811541307154,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",15,3.20802380066056,3.05854619422911,0.793969009546473,1.07529309019275,-0.015906309710702,0.00867918762742846,0.780638876327585,0,1,3.32086044440773,3.32086044440773,NA,4.44089209850063e-16,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
