"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",98,0.458748596243055,0.424951886381942,0.277563259977595,0.464285714285714,-0.0168299564850289,-0.0359312522002053,1.66666666666667,98,0.458748596243055,0.424951886381942,0.277563259977595,0.464285714285714,-0.0168299564850289,-0.0359312522002053,1.66666666666667,98,0.458748596243055,0.424951886381942,0.277563259977595,0.464285714285714,-0.0168299564850289,-0.0359312522002053,1.66666666666667,-195,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",5,0.317916492695723,0.370545197901668,0.135776873678871,0.0879799475112934,-0.0303723414154532,-0.0121557156221796,1,5,0.317916492695723,0.370545197901668,0.135776873678871,0.0879799475112934,-0.0303723414154532,-0.0121557156221796,1,NA,NA,NA,NA,NA,NA,NA,NA,-4,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",26,0.5639472578311,0.60312008208315,0.205645522803857,0.333333333333333,0.0581718502147937,0.052230567434882,0.287013162151779,26,0.5639472578311,0.60312008208315,0.205645522803857,0.333333333333333,0.0581718502147937,0.052230567434882,0.287013162151779,26,0.5639472578311,0.60312008208315,0.205645522803857,0.333333333333333,0.0581718502147937,0.052230567434882,0.287013162151779,-51,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",138,0.363522012061485,0.4,0.20407660502395,0.276573426573427,-0.119409185245529,-0.115925208026675,1.55105330019389,138,0.363522012061485,0.4,0.20407660502395,0.276573426573427,-0.119409185245529,-0.115925208026675,1.55105330019389,138,0.363522012061485,0.4,0.20407660502395,0.276573426573427,-0.119409185245529,-0.115925208026675,1.55105330019389,-276,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",12,0.415045149960231,0.424727726684912,0.280466393063048,0.320316740433127,0.141665405780053,0.138471496519096,1.15967019016841,12,0.415045149960231,0.424727726684912,0.280466393063048,0.320316740433127,0.141665405780053,0.138471496519096,1.15967019016841,NA,NA,NA,NA,NA,NA,NA,NA,-12,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",16,0.331040594468515,0.302289775500459,0.216422477867581,0.312470277016422,0.171702887705746,0.190412124790752,0.0772165828637539,16,0.331040594468515,0.302289775500459,0.216422477867581,0.312470277016422,0.171702887705746,0.190412124790752,0.0772165828637539,NA,NA,NA,NA,NA,NA,NA,NA,-16,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",118,0.38620663826596,0.4,0.19577425769547,0.223076923076923,-0.0563103650172003,-0.100870101723283,1.01657043974688,118,0.38620663826596,0.4,0.19577425769547,0.223076923076923,-0.0563103650172003,-0.100870101723283,1.01657043974688,118,0.38620663826596,0.4,0.19577425769547,0.223076923076923,-0.0563103650172003,-0.100870101723283,1.01657043974688,-216,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",19,0.424034443440094,0.335238061763062,0.223072134876259,0.427645288858322,0.0884873968587066,0.0751815694546942,0.891644849233227,19,0.424034443440094,0.335238061763062,0.223072134876259,0.427645288858322,0.0884873968587066,0.0751815694546942,0.891644849233227,NA,NA,NA,NA,NA,NA,NA,NA,-18,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",16,0.389990578718855,0.379458291546149,0.186062324484206,0.346857680052467,0.109801623261406,0.0952177869900088,2.94779962008579,16,0.389990578718855,0.379458291546149,0.186062324484206,0.346857680052467,0.109801623261406,0.0952177869900088,2.94779962008579,NA,NA,NA,NA,NA,NA,NA,NA,-16,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",6,0.315493046211815,0.286774910551791,0.152177223530507,0.243300110741971,-0.105583076508155,-0.126545440263548,7.39832424304221,6,0.315493046211815,0.286774910551791,0.152177223530507,0.243300110741971,-0.105583076508155,-0.126545440263548,7.39832424304221,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",13,0.324689504094712,0.297522657762192,0.154159565501399,0.146153846153846,0.103417567622525,0.128393547449755,0.108505799127982,13,0.324689504094712,0.297522657762192,0.154159565501399,0.146153846153846,0.103417567622525,0.128393547449755,0.108505799127982,13,0.324689504094712,0.297522657762192,0.154159565501399,0.146153846153846,0.103417567622525,0.128393547449755,0.108505799127982,-26,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",11,0.329194014317393,0.285731719433708,0.158433661062523,0.309316666666667,0.0738935923892211,0.0392019106563513,0.195505882244211,11,0.329194014317393,0.285731719433708,0.158433661062523,0.309316666666667,0.0738935923892211,0.0392019106563513,0.195505882244211,11,0.329194014317393,0.285731719433708,0.158433661062523,0.309316666666667,0.0738935923892211,0.0392019106563513,0.195505882244211,-22,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",22,0.546026978436133,0.617937141313865,0.249553877985465,0.172570850202333,0.00393514905217055,-0.00945758484589251,0.0830696104155571,22,0.546026978436133,0.617937141313865,0.249553877985465,0.172570850202333,0.00393514905217055,-0.00945758484589251,0.0830696104155571,22,0.546026978436133,0.617937141313865,0.249553877985465,0.172570850202333,0.00393514905217055,-0.00945758484589251,0.0830696104155571,-26,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",6,0.337753295785971,0.376386269430052,0.279085491498837,0.325622383784975,0.153275268645615,0.144439267642,0.247892720306513,6,0.337753295785971,0.376386269430052,0.279085491498837,0.325622383784975,0.153275268645615,0.144439267642,0.247892720306513,6,0.337753295785971,0.376386269430052,0.279085491498837,0.325622383784975,0.153275268645615,0.144439267642,0.247892720306513,-12,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",664,0.559571069484452,0.580720691134091,0.156334053725798,0.171734824867046,0.0239090870800927,-0.00491070350171636,0.6,664,0.559571069484452,0.580720691134091,0.156334053725798,0.171734824867046,0.0239090870800927,-0.00491070350171636,0.6,664,0.559571069484452,0.580720691134091,0.156334053725798,0.171734824867046,0.0239090870800927,-0.00491070350171636,0.6,-1316,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,0.55,0.55,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",4,0.0616477429698474,0.0418132245050512,0.16873848506706,0,-0.011847408916251,-0.0502024107888769,1.40421230489827,4,0.0616477429698474,0.0418132245050512,0.16873848506706,0,-0.011847408916251,-0.0502024107888769,1.40421230489827,NA,NA,NA,NA,NA,NA,NA,NA,-2,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",8,0.426077376458399,0.411121818054311,0.155579220411329,0.182857142857143,-0.00206648740710307,-0.0869702511653197,1,8,0.426077376458399,0.411121818054311,0.155579220411329,0.182857142857143,-0.00206648740710307,-0.0869702511653197,1,NA,NA,NA,NA,NA,NA,NA,NA,-8,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",7,0.426926532875168,0.4,0.0768716578212707,0,-0.0139821273840606,0.0400414711339081,0.529566103387728,7,0.426926532875168,0.4,0.0768716578212707,0,-0.0139821273840606,0.0400414711339081,0.529566103387728,7,0.426926532875168,0.4,0.0768716578212707,0,-0.0139821273840606,0.0400414711339081,0.529566103387728,-12,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",14,0.51501150951467,0.559876552461121,0.206547824434553,0.208888888888889,0.0869210253143539,0.0655105416063969,NA,14,0.51501150951467,0.559876552461121,0.206547824434553,0.208888888888889,0.0869210253143539,0.0655105416063969,NA,14,0.51501150951467,0.559876552461121,0.206547824434553,0.208888888888889,0.0869210253143539,0.0655105416063969,NA,-28,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",19,0.299117583448121,0.2,0.247301924404587,0.394355675451338,0.062666584757887,0.129442352266865,0.277321620409003,19,0.299117583448121,0.2,0.247301924404587,0.394355675451338,0.062666584757887,0.129442352266865,0.277321620409003,NA,NA,NA,NA,NA,NA,NA,NA,-19,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",4,0.396465298850207,0.391889614457342,0.093272417772477,0.114160216555556,0.0306588952162419,0.0743090050050091,0.657521059264537,4,0.396465298850207,0.391889614457342,0.093272417772477,0.114160216555556,0.0306588952162419,0.0743090050050091,0.657521059264537,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",97,0.401891829988105,0.366802982124562,0.204301091112649,0.276923076923077,0.002657443087992,0.00305939258100858,1.34497445625021,97,0.401891829988105,0.366802982124562,0.204301091112649,0.276923076923077,0.002657443087992,0.00305939258100858,1.34497445625021,97,0.401891829988105,0.366802982124562,0.204301091112649,0.276923076923077,0.002657443087992,0.00305939258100858,1.34497445625021,-188,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",4,0.026908554266509,0.0188549475313151,0.0258519742016726,0.0496428571428571,-0.0155026310655099,-0.0147660684963641,0.782668400133819,4,0.026908554266509,0.0188549475313151,0.0258519742016726,0.0496428571428571,-0.0155026310655099,-0.0147660684963641,0.782668400133819,NA,NA,NA,NA,NA,NA,NA,NA,-2,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",18,0.439836696647835,0.406027932882611,0.207121281816087,0.173333333333333,0.0474240640558199,0.0376158842035619,0.694714827699613,18,0.439836696647835,0.406027932882611,0.207121281816087,0.173333333333333,0.0474240640558199,0.0376158842035619,0.694714827699613,18,0.439836696647835,0.406027932882611,0.207121281816087,0.173333333333333,0.0474240640558199,0.0376158842035619,0.694714827699613,-25,"2014","East Asia and Pacific","Myanmar","Lower middle income"
