"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",5,14823.6546026735,15039.4519608853,3384.71621433332,142.410380747597,-30.4064386971052,161.667020386186,2.18572407231,3,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",8,2427186.21083574,679969.89129911,3777791.36226972,4008270.49660797,-1095925.62139378,-1059990.0673418,0.764645123162982,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",19,11030.4498319188,8130.24822603237,9879.63352333481,17034.805806925,-1993.85194678721,-941.103390519957,0.610692805400678,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",11,5596.96838978496,3242.5805355132,5511.61644913237,9094.57138610998,-1495.05206651863,-1265.89339008408,0.630013924394603,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",16,8666.91336494105,9099.87725089563,4916.17706377793,7059.65108272115,1824.00178744059,2029.00240714098,0.883652733411088,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",20,44663.2444684523,45355.243497971,18630.7654566542,10249.8833484156,-7421.96139470018,-4834.60456346708,1.75457324712924,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",4,8081.44484997327,9980.03623572328,4717.18353814001,5035.61253561254,2751.18140871793,3890.42194189253,4.28571428571429,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",15,15875.3183901112,12442.7211077447,18911.0244064622,17147.9834735636,860.742255704205,1010.41980691827,0.918778014923152,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,21858.481418093,20069.2653768205,12357.1083581589,6776.43748451129,16936.5234939383,16584.9006378304,1.13769522437322,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",11,8789.23580138619,3710.94617901726,10391.2187757291,6502.06315906209,5120.79041509263,4801.63395947416,0.814200252347179,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",17,28982.2168515219,20688.7327638197,18259.7984632868,18402.3433634123,6685.64375437621,12740.4541641515,0.490426255421915,2,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",12,17054.240547389,15295.4460335684,13508.6851042737,16454.7906903318,14748.8785946308,15992.2857673795,0.90651685459642,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",14,2381.51107330895,2143.53869992222,1995.08429201146,1028.89857596267,999.388925460006,2535.09348462518,0.961069144046425,6,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",11,61496.7758397381,66052.4790952645,27035.5118580121,34499.7333265988,-1330.03183188692,-3011.36607202694,1.11113729454036,0,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",11,3094.23863898634,2695.36879365957,2680.56935007312,5000.13034619859,-814.50622230531,-856.005393914201,0.827667597077649,2,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",63,7750.4096164589,5233.35630804083,6062.41775084276,4822.16402669476,3662.60367508606,4559.91643281772,1.14285714285714,6,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",7,27916.3763369125,20855.3454334562,17063.5853159342,21202.2818881067,4366.24877938401,6589.72650523258,1.59502451095079,2,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",1,4584.27712575297,4584.27712575297,NA,0,0,0,1,9,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",8,24332.8118261483,23456.3411001862,16372.8220937997,17056.0530088519,-1326.93905410357,4135.98583460364,1.02959961179987,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",16,10762.3628132274,3965.64130433847,16256.4662592888,13362.4528482664,-1391.51425368446,-2384.42746177828,0.807314683053961,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",9,9940.02210225962,8052.41045456879,6971.02726665249,7351.53986426094,2234.85854173902,6129.26434182673,1.05429659206855,2,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",10,19760.1405418862,12122.832950633,17784.4657358276,25060.6085369508,-2750.33406617566,-3338.06788204685,0.666666666666667,1,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",1,13482.2784743134,13482.2784743134,NA,0,0,0,1,15,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",134,15519.0062215191,11754.1671066355,13943.3620789376,12421.4771261967,-1594.1746469857,950.188688443696,0.451597489683649,10,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",38,2974.43657305938,1708.19144093031,3030.20121171916,4934.29885944455,1211.07275130043,1685.99296948735,1.2,3,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",7,21649.4486051792,17570.7298466232,18076.7293611893,10933.9665212689,-1669.74300797725,-2398.21283139783,1,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",1,7811.78090015114,7811.78090015114,NA,0,0,0,1,5,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",5,18362.9506709966,16781.5899865433,6027.99459683479,12814.6265753846,-2032.39736221692,-2210.79986690102,0.379803835137787,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",6,12968.8972407161,7894.94615670151,12824.3733042127,25442.3428518582,-1179.98176805844,-808.769668446271,1.24942628542582,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Laos","Laos2012",15,12964.3300676955,11707.3667632121,8222.40078322383,14214.6816544681,-3257.16003801016,-2729.98338705982,0.477045174862657,2,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",15,30304.558125919,18291.8082193705,24410.4420330516,23342.5322773438,7532.22255139863,8246.17092012787,0.313818939627951,1,"2013","Europe and Central Asia","Latvia","High income"
"Lithuania","Lithuania2013",20,23651.1044437024,23674.2092106388,13524.5040608312,13972.0439486096,6620.54921679064,11653.2272285446,1.87710879721261,1,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",30,2095.68655199225,1082.93823644064,2680.46579679801,2255.68815062342,2065.12650401531,1657.22743454467,NA,2,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",5,5968.64770870886,6123.30356591448,5216.72320077453,10113.4323305879,4383.92320977056,4233.88202174374,1.14594046699702,1,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mauritius","Mauritius2009",6,6573.52215197038,5166.47895978241,4981.51160356587,8201.90788215219,2199.18340073472,1555.49833930086,1.92849583156755,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",5,16376.5264300619,19400.1115417681,7251.40748758571,10483.3632109185,-3280.73118404737,-342.143593697091,0.346341296455766,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",8,12394.2462506959,11198.9004700028,4813.7987980392,4227.85040994662,1031.65218626865,450.136364114623,1.48032832327814,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Myanmar","Myanmar2014",8,4369.45516307603,3970.00278664919,2413.39919276845,742.059050715328,-437.331636394549,-877.70377631359,0.79909605700417,3,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",1,1979.48510185061,1979.48510185061,NA,0,0,0,1,4,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",12,6937.7803695407,5331.93120555982,4998.31504642189,5993.39972441399,-391.61087083796,1684.4717068915,0.913319603004705,1,"2013","South Asia","Nepal","Low income"
