"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",23,0.604658969586806,0.716547620427456,0.221726072352912,0.361144222222222,-0.00789951259375077,0.0131039005618564,0.5,19,0.483085817606666,0.48320340090145,0.178844022382147,0.138090536944179,-0.0589717243824628,-0.0480537721896023,0.928012051620153,1,0.391875,0.391875,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",2,0.288506933894029,0.288506933894029,0.0453273577683684,0.0641025641025641,0.00254299313559361,0.00291375291375291,0.883451361457809,NA,NA,NA,NA,NA,NA,NA,NA,3,0.350974523492411,0.338317681250552,0.145220116321476,0.211111111111111,0.0259898473308634,0.0383190883190883,0.808534096217759,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",19,0.587682842235397,0.6,0.241071540731917,0.488095238095238,-0.043566199473533,-0.0433169970624977,NA,1,0.588235294117647,0.588235294117647,NA,0,0,0,1,13,0.345122353888695,0.332500914911207,0.167020440621342,0.132478632478632,0.000398841304478547,-0.00028698125670714,1.27864215124839,3,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.630668089114571,0.653337184146889,0.130275511278605,0.255982559318597,0.017832430689471,0.0151478474848332,0.999316105856567,1,0.216261176959867,0.216261176959867,NA,0,0,0,1,2,0.362656390034056,0.362656390034056,0.295469619281522,0.417857142857143,-0.014822905778824,-0.0149234693877551,1.08107325547727,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",1,0.666666666666667,0.666666666666667,NA,0,0,0,1,1,0.182725,0.182725,NA,0,0,0,1,8,0.47066288833244,0.438215107872343,0.158271404539347,0.138196480938416,0.0143656165646014,0.00816263901597688,0.895738958630502,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,0.840909090909091,0.840909090909091,NA,0,0,0,1,1,0.666666666666667,0.666666666666667,NA,0,0,0,1,2,0.265313880122456,0.265313880122456,0.378624744221108,0.535456248327535,0.0858472911713273,0.0892427080545893,0.646796094457176,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",4,0.378264939127183,0.404605342074346,0.0928911998817077,0.0605716878402905,-0.00640795409719645,-0.00890128179512371,1.24640445439938,2,0.122133856395028,0.122133856395028,0.106830456941427,0.151081081081081,-0.0796163719743301,-0.0623509223509223,3.36963604800669,1,0.330812854442344,0.330812854442344,NA,0,0,0,1,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.573003817306936,0.573590927698252,0.0269174442870846,0.0347088056017029,-0.00650158636290759,-0.0054631549663395,1.79225934927619,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",25,0.375597170784585,0.4,0.1516614724724,0.202298850574712,0.00419000394759104,-0.00253510061772445,0.836953953438738,23,0.390651756397068,0.432044573246312,0.257120798840723,0.521651364348278,0.0263051042153071,0.0141326179531697,0.475626795988352,24,0.504031579895638,0.471167904163395,0.183002667581311,0.23,-0.0128204459835041,-0.0216895636245777,0.960984115035033,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",72,0.366796045068905,0.369860265234541,0.17574183646382,0.265957446808511,0.00331815052856817,0.00142725440423088,0.925580010006389,51,0.342649638790764,0.333333333333333,0.193025662182808,0.228571428571429,-0.0799742664111198,-0.069635352996735,1.18813235156908,16,0.46488337044512,0.341606914330206,0.236612215603102,0.393939393939394,-0.0159481785768523,-0.00221026422143478,1.08508506355119,0,"2012","East Asia and Pacific","China","Upper middle income"
