"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",52,62324.0180402535,59448.9764710324,39745.8231966813,71558.0915437525,14160.6041620129,11540.0014974867,1.03679900619729,14,28827.1185371408,27762.8474935579,8552.30704952523,4235.53456331858,2693.86093893802,-3876.7140946273,1.3530828690094,1,39679.891933051,39679.891933051,Inf,0,0,0,1,43,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",4,266440.67370538,193700,285464.59121112,573900,47132.8557063851,10008.71962162,0.64957264957265,1,25428.5714285714,25428.5714285714,NA,0,0,0,1,1,85454.5454545455,85454.5454545455,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",41,5095.8726170017,3436.19135269923,4649.03793146739,2865.91249967641,-167.972846274233,123.226515816096,0.190262014476406,16,4425.37605752237,2486.61710945725,4160.18697278243,4390.33404205748,-716.785038675296,-291.34262737602,0.497006845681955,42,3427.34872322859,2659.79084169903,2744.52906400953,2803.65605896255,-493.343710778886,-738.574662690034,1.00494152575674,20,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",2,19743.3625863541,19743.3625863541,3221.70388349958,4556.17732599518,1133.78710069709,1226.66312622947,2.30917600224596,2,26890.8001733741,26890.8001733741,24055.4417100767,34019.531915266,-2664.26744581799,-2711.70181933279,0.830596862904869,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",2,28700.3418803419,28700.3418803419,2797.48364850965,3956.23931623932,359.65811965812,359.65811965812,1.22222222222222,3,42137.8341228036,48160.0069578061,17671.6127085227,12870.3703703704,-4600.10414608484,-5436.19420702754,0.555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",37,88649.2726876251,57344.1775882505,98757.8276335829,127950.338225821,11521.3365903117,7096.09693424329,4.4883689198353,40,107721.083755393,132387.65448411,70508.3317824354,51061.2476467119,-47238.5491970874,-14416.6308914132,0.187159639767118,37,46009.4117130472,30171.907974276,43698.2726042385,76819.1014264122,35025.1844528735,29481.1338276546,1.19924240265267,23,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,40653.9581707432,40653.9581707432,NA,0,0,0,1,1,12140.3254314183,12140.3254314183,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",50,86777.9524911749,44610.3725270473,77803.2324944006,111335.550945992,64232.8201592522,51048.9934343728,2.08524624063427,11,50581.4198367244,32508.7058049375,45030.6396668166,35484.203541241,12860.0676280707,11209.9634586964,0.955752182379232,4,23120.9059324918,28199.0273976897,12693.6185426576,19302.8429662535,1765.46297491582,225.438180047148,1.74326735195387,15,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",6,34295.4952095727,18706.8119525319,34427.6723305968,64425.6017854231,5540.62882862593,-295.442109783012,0.843452309226015,7,109670.35488315,16981.1366193601,143800.239585383,267609.899383056,-2810.81586028677,14393.847828214,1.67627450796793,102,32903.3421960054,22472.4888384479,26745.2375278675,44875.1859641926,-9559.26962854788,-6562.53849493953,0.64513554419762,30,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,52290.899656885,52290.899656885,NA,0,0,0,1,32,28071.2568440169,12865.9722947669,31144.6441967793,20147.5953831148,31.2635211113836,-9.9327649020496,1.03823808031474,11,23253.2845982475,21592.4737083783,11524.805444033,14521.347209064,1480.42576391894,1683.38630441725,1.04108417805484,66,"2010","Latin America and Caribbean","Colombia","Upper middle income"
