"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",5,0.0033002144170419,0.00408715447154472,0.00302195199839906,0.00442307692307692,-0.00223401282314485,-0.00222596386044769,1.25,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",4,0.399967360551836,0.399423413437642,0.0877193225327838,0.102670936001221,0.0727337413253954,0.0629464268776849,0.340190940320376,2,1,0.205882352941176,0.205882352941176,NA,0,0,0,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",36,0.645874998796865,0.724750853716676,0.280207056982157,0.45,0.118004074171584,0.118678323729158,1.35308594315088,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,0.358212102678203,0.347979781220636,0.119467990353269,0.137722132471729,0.0399899405786246,0.0401812829519981,0.858424300775333,2,1,0.545454545454545,0.545454545454545,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",6,0.214796739988083,0.19643881080974,0.156153496194375,0.247666195190948,0.0274138680473167,0.0335674876554593,0.93336962686063,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",1,0.532,0.532,NA,0,0,0,1,7,5,0.185823752124096,0.215048118263907,0.0616960049467207,0.10324501512485,-0.0105443765533264,-0.0106882961162321,1.54185022026432,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",72,0.39388533090367,0.398671264806554,0.194464361045024,0.35,-0.00609142792476819,-0.0177953982770469,1.14386083011196,3,2,0.201752294159371,0.201752294159371,0.0025216289373666,0.0035661218424963,0.000851314496891516,0.000844607804801755,0.673025170336671,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",13,0.318169673625871,0.278630833566941,0.256578150486665,0.401607871428571,0.199866400416243,0.112867055876927,0.208508840338088,0,1,0.82148361394632,0.82148361394632,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",5,0.497483218405714,0.520492231594864,0.0825138645361392,0.118787878787879,0.0283308938116821,0.0336709510150044,1.00112641875953,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",66,0.511312612179129,0.601910077654678,0.216732934550192,0.333333333333334,-0.00967176358310088,-0.0172994015901917,1.07282246839877,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",4,0.279111304759323,0.271764276185314,0.217588392390603,0.345403163104261,0.102795241438286,0.102795241438286,0.31875,2,8,0.576189903354562,0.542307692307692,0.241414853753817,0.416971808226197,0.0979073575168788,0.0979073575168788,1.16666666666667,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",3,0.213086652579366,0.23940753512291,0.121999809504024,0.200199600798403,-0.0325921329882892,-0.030144377910845,0.872933653397129,0,5,0.381303280361776,0.343024146832247,0.166874330919929,0.198924731182796,-0.071434001456628,-0.098393950826888,6.88566380678587,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",6,0.202942791501783,0.199419324449324,0.0624973676425004,0.0666666666666667,0.015343929406903,0.0710648148148148,1.04663766278408,2,1,0.666666666666667,0.666666666666667,NA,0,0,0,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",629,0.583384404424906,0.6,0.184865089472869,0.2,0.0438163460105671,0.0140995632615458,0.777777777777778,10,1,0.668,0.668,NA,0,0,0,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",7,0.409702640785871,0.515993646675598,0.269372431608847,0.416666666666667,0.145421888748592,0.16650002142681,0.375260173479423,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",7,0.130185274035602,0.0953912224257365,0.1077951971985,0.13,-0.0145530964205108,-0.0137437834224599,1.28358494983773,0,1,0.0015,0.0015,NA,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,0.5,0.5,NA,0,0,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",3,0.271864254803186,0.277777777777778,0.0670322213447627,0,0.00591352297459203,0.0185185185185185,0.5,8,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",13,0.524097239771584,0.547017587956779,0.0899365775271292,0.055555555555556,-0.0808995817866268,-0.0488490082782396,1.32676035116771,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",8,0.172300260207568,0.172124616908708,0.187545276109622,0.197391304347826,0.0764456341638695,0.0524128661780634,0.578713850762576,5,1,0.133333333333333,0.133333333333333,NA,0,0,0,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",11,0.393221617733052,0.297890794532475,0.271099149401136,0.455555555555555,0.050421259788543,0.106734459536756,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",9,0.443187598821526,0.4236083814265,0.0866197711299032,0,0.022142181498402,-0.0185301380596597,0.0883212228587934,2,1,0.666666666666667,0.666666666666667,NA,0,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
