"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",35,0.200434099805739,0.0924904224513103,0.238540011907432,0.23,0.00427642729085064,-0.0164009274562889,0.470697443994476,0,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",99,0.257906386673096,0.149921243799355,0.262886772540336,0.372655011405521,-0.0203480148588735,0.0184676208417899,1.5555336995215,12,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",121,0.0424291075000355,0.00979356085044735,0.063159909564767,0.0627709069493522,0.00885658579110034,0.0128311335377598,1.17825118021582,8,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",31,0.202505238483942,0.224242290567444,0.0787022800470816,0.138157894736842,-0.0149044032683032,-0.0153597322073144,1.25,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",668,0.22377977907013,0.2,0.142935938731031,0.180040840613231,-0.0354089259658716,-0.0478125149230652,1.78720877983024,10,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",71,0.173892084799735,0.143886643856106,0.148784879127631,0.216554878048781,0.058711976654246,0.0184299066263872,3.91600529594299,2,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",88,0.349346956520876,0.348712381518152,0.172790358544947,0.211538461538462,0.062619642000439,0.104377569241661,0.704209255900895,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",36,0.215614882382124,0.199333333333333,0.123002774921853,0.201621356346531,-0.0523022643690385,-0.0453909938241389,0.451612903225806,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",1138,0.192319786187189,0.146236112551757,0.162494530078822,0.201298701298702,-0.0456744307505356,-0.0164068580399606,1.2,0,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",66,0.251808616279143,0.280660993084311,0.102372764382536,0.091666666666667,-0.00110470242188228,-0.00842663341911117,1.04299842484578,2,"2010","Latin America and Caribbean","Barbados","High income"
