"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,0.542294898254736,0.57964570350971,0.232110829645982,0.251423181556795,-0.0965960011692193,-0.284308356238008,1.17022091067959,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",12,0.615927228812678,0.666666666666667,0.218099237399077,0.225,0.122758621268224,0.117707488342251,0.575131266226351,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,0.312893615661798,0.30602890047189,0.0529392003407963,0,0.000223781848101695,0.000294977247254677,0.953486373156018,6,1,0.34,0.34,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",4,0.586319459301718,0.587747157186527,0.036177616141595,0.0380952380952381,-0.0272295884150652,-0.0106512666269605,4.65738013344576,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",95,0.366626682044831,0.391515127650322,0.195594711585767,0.3,-0.12389087462293,-0.127674658951535,0.389273995891688,3,1,0.413333333333333,0.413333333333333,NA,0,0,0,1,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",38,0.383368509252583,0.373779889284983,0.222546992415298,0.32,0.176577640587037,-0.0284513897993561,0.5920167545586,1,1,0.666666666666667,0.666666666666667,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",5,0.303958298481292,0.282840880649807,0.12891445810063,0.175,-0.0604640449656711,-0.0588367346938775,3.08384092775099,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",513,0.544829215187765,0.596616441171458,0.196613157635142,0.252457757296467,0.0305124626369374,0.00728703345096963,0.571428571428571,2,2,0.470023396047269,0.470023396047269,0.268700576850888,0.38,-0.199596812427552,-0.174926931106472,10.7714241472513,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,0.591732447826032,0.601247567784301,0.159993674861066,0.212987012987013,-0.00601093408668935,0.0124400922593694,1.1752484205361,0,1,0.656167979002625,0.656167979002625,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",6,0.162174786774339,0.0389929696688281,0.298608278802765,0.276602564102564,0.0551509603236656,0.0232999991152165,0.544520181979272,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",5,0.381742803427261,0.400943986813922,0.129366502115823,0.2,-0.0473397041724115,-0.0752630040911748,0.723530456810493,0,1,0.02,0.02,NA,0,0,0,1,"2013","Middle East and North Africa","Israel","High income"
"Kenya","Kenya2013",2,0.067287103389835,0.067287103389835,0.00107028067220412,0,-0.000468319721805995,-0.000504535147392289,1.56262115405397,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",11,0.688823150104979,0.7,0.101938239984223,0,0.0221532987060346,0.122081587406881,24.4167561919408,6,1,0.660392156862745,0.660392156862745,NA,0,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",8,0.572145042064054,0.434156104797586,0.256456815974423,0.367567567567567,0.0143722252647991,0.0679506227630877,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",7,3.57857399805988,2.1257575669568,3.81741701321369,6.4952380952381,1.3188393062093,0.91725836929754,0.928875663060288,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",9,0.468232518048977,0.463660846720974,0.268026109358598,0.399849924962481,0.0794983450621799,0.0890345961253564,0.904190489031621,0,2,0.363492063492063,0.363492063492063,0.29406662963631,0.415873015873016,0.0823899371069182,0.0823899371069182,0.716216216216216,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",51,0.496509845150791,0.539881629013841,0.277817322856366,0.486004376633592,-0.0285920372425485,-0.0278222737124117,2.82997762758249,4,30,0.485665341975144,0.578068750402025,0.370003306262233,0.659946352859738,-0.169680970286149,-0.169712271605146,6.62421499387053,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",60,0.442949047090448,0.47241421579299,0.233254836660043,0.321761658031088,-0.037037369172919,0.0062977800433645,0.929482517296963,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",6,0.304883414233962,0.251796173023446,0.160529279517983,0.211633259714313,-0.0387289129856005,0.100242650062302,4.45403123139787,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",9,0.411017944334554,0.450031336445986,0.193927140205713,0.308695454545455,-0.0177523667689284,-0.0473011955318298,1.03847033440595,1,1,0.454545454545455,0.454545454545455,NA,0,0,0,1,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",9,0.570717500804385,0.616656967450738,0.251721811983265,0.315217391304348,0.063343688912334,0.0813280348014931,1.60093341486382,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",3,0.678278792191506,0.678157209923279,0.0184041837647395,0,-0.019912511809327,-0.010120502257599,1.38432716319654,7,2,0.307922057894281,0.307922057894281,0.391721086168684,0.553977272727273,0.0463845916228352,0.0532498347775004,0.765801391996048,"2009","East Asia and Pacific","Vietnam","Lower middle income"
