"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,4,309,1.80259342441037,1.74230823606291,0.67977259352518,0.772912022095604,0.252000201356482,0.347674076978282,2.87333016599339,92,2.07545657904204,2.2001459256751,0.690434021938127,0.789620845884262,0.244721134458574,0.455238234880204,2.06237334634071,8,2.31015703123647,2.4881241767571,0.612302551939233,0.713734808759591,0.258576911877518,0.29267697941782,10.8487188984038,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,9,2.20859567482865,2.15378477242241,0.491829528444809,0.496479706346841,0.0441545346513384,0.0605358540520422,3.08,4,1.87426431278981,1.8195087118442,0.219674898515938,0.457927537906768,-0.0362386646049168,-0.035658247790301,0.4625,3,1.97393419246072,1.9160031152762,0.238774849819847,0.433281840686544,-0.0417870486332328,-0.0390230992881557,0.955555555555555,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,539,2.13749068744477,2.31685745534315,1.22562414966295,1.83383406088956,0.620691703682353,0.323688994604756,1.59090909090909,364,2.13073030822143,2.39720127620903,1.21106834729098,1.79557821811989,0.567198281433305,0.467576122280945,1.76470588235294,128,1.93593002895741,1.93003434364509,1.17583832499148,1.5266241808701,0.456785499629978,0.283422612929596,1.9795078111831,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,0,18,2.41704825200905,2.39169216339666,0.237043710320364,0.283334485344271,0.187950376608528,0.195052374757782,3.42733643785383,7,2.23887357733892,2.22842081618792,0.225492290828652,0.269964364803583,0.0234936188194115,0.0243360773414581,0.969495231156793,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,3,9,2.40419228491195,2.17501179159588,0.546611180342654,0.854267698959971,-0.00849249341612595,-0.00564329765541732,0.993009852491615,4,1.86997718446223,1.82023224607721,0.54144313103039,0.892101879198169,0.266862970834103,0.244664603267325,1.92941638615489,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,11,2.22337351344119,2.23685428748569,0.35460570512855,0.394559696896998,0.0243745077293532,-0.00565050521126165,2.59518096762948,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,14,680,2.18931920194943,2.21000829467364,1.10351785009363,1.1468720169976,0.391652541123067,0.548674357873336,0.657142857142857,322,2.12369852401742,2.20476788132513,0.942402336687017,0.90479020910214,0.0952683653556285,0.113630789419787,1.19396898963034,6,1.11044727611274,0.857018144059612,2.22039454996136,3.19661959337585,0.878236378046238,0.444167732272803,1.02639385672722,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",NA,NA,NA,NA,NA,NA,NA,NA,0,6,2.63907799984499,2.66198375054434,0.605143760839146,1.25631374386937,0.165021096148936,0.174078477199776,5.84017384742503,3,2.17573713846586,2.20731603091882,0.200005054448305,0.402242167392963,-0.0949714700188942,-0.0880500079223469,0.559325164138267,6,2.61513657774089,2.39336050512215,0.616728174618501,1.19029971313699,-0.157152849152713,-0.170737757353814,0.540613336122601,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,0,12,3.65082548090036,3.35934640614128,1.41641215822868,2.30009087069206,0.0241863460509319,-0.315813439009315,1.23033880853089,3,4.84800868014077,4.98206586964511,1.36095646577845,1.25260557900957,-0.0135601091570691,-0.090159702928602,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,451,2.31383356293156,2.08997838670727,0.94652700544904,1.35085886121294,0.553129570614856,0.425745836447786,1.2,96,2.61610865159567,2.62545544793923,0.824560875878324,0.921471208997878,-0.170405280754344,0.000110688215034841,0.628571428571429,7,1.94377758645923,1.95570842790021,0.523722546089653,0.293027956529123,-0.0512172989124478,-0.0122121521260018,0.820210399070706,"2010","Latin America and Caribbean","Chile","High income"
