"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",59,1.49636966531522,0.833653672180453,1.47296892984758,2.51032349454133,-0.0556829073665581,-0.0282520992553796,0.981325445282494,25,0.743800039163497,0.533739667436418,0.862313872907651,0.846613271681392,-0.116724968451913,-0.281454711622715,0.656633351815164,4,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,0.584318177754006,0.73569895927993,0.432344939943286,0.677691013326406,-0.0518344746233354,-0.00964379936596236,1.2183112782358,1,0.63340788827669,0.63340788827669,NA,0,0,0,1,2,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",3,2.98301719700337,2.71868388187898,4.81232095224824,5.28461504148452,0.707682557603979,0.703610563976208,NA,23,2.31778828036436,1.71666062279022,2.08838327054539,2.3453529710513,0.708371010678314,0.612943414960465,0.361946284519602,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",46,0.623530972051078,0.630848668126541,0.526955031820402,0.678876603889199,-0.339808777792091,-0.383192849459648,0.922947729731193,88,0.798304994764505,0.676818950930626,0.704867473356972,1.0480880836304,-0.0859905454649056,0.0683650303447067,1.15541191419838,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",3,1.03717764204938,0.94280488609943,0.722493249136402,0.624491901891446,0.704431604997955,0.66711050008502,0.0795921460287493,5,0.332341805284461,0.27374194341413,0.447692309930657,0.552392715295941,0.378787886018119,1.11550823982478,0.484285064694608,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",7,1.15713347806337,1.11585320759888,0.485402292367847,0.736969015373179,0.402776976143535,0.493011572376676,0.258193763653285,8,0.316383735423045,0.327109425347403,0.238645391468375,0.329201914879664,-0.133213482096978,-0.0862811852641065,1.75,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",45,0.783567060110779,0.732924782903542,0.444392461162873,0.490633363068689,0.0209162964098605,0.0175541414484635,0.453282321163449,75,0.814261180866299,0.593705577293142,0.799453439855432,0.830409356725148,-0.1781657203248,-0.263597849060125,0.999412439134735,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",6,0.382776516359584,0.380810148116607,0.189597682647708,0,0.123880753151461,0.0645055046341863,0.293172176740026,10,1.73008257662104,1.62126595555475,1.35081333270415,2.14267805442965,0.0623925439710425,0.188095352702227,2.63471574866829,4,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",7,1.00374951317432,0.725859533677288,0.642878090956663,0.933505644178105,0.382443795563556,0.345541752966193,0.406273591210826,6,0.713116324092272,0.31363005929247,0.763370008966663,0.964148075371816,0.092522113390211,0.0472582357088314,1.42857142857143,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.396301188903567,0.396301188903567,NA,0,0,0,1,4,0.727682040803976,0.798050170852144,0.425435070228595,0.663026678994932,-0.23528907856662,-0.247565884411211,5.81457328241178,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",9,0.715624611780318,0.635273839878405,0.454384283422175,0.573791661542246,0.215826898348981,0.288675814668967,0.147283145079039,2,0.253524177694548,0.253524177694548,0.268080720286252,0.379123390439566,-0.0145452033152734,-0.0145816688630602,1.08538865412221,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",10,0.644736029383843,0.493276348334448,0.430691398343001,0.799179844323483,0.168281255457571,0.0678179902431422,0.308422866260266,1,0.26160889470242,0.26160889470242,NA,0,0,0,1,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",1,1.26182965299685,1.26182965299685,NA,0,0,0,1,23,1.60976604499786,1.88197095941232,1.09252322670891,1.16648083025988,-0.230841822675467,0.159781056342946,0.990641111906408,13,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,5.00000000000001,5.00000000000001,NA,0,0,0,1,4,0.414481521103502,0.356305104677494,0.425125554283647,0.655846734167163,0.167464731703343,0.156078224519023,1.52337164750958,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",133,1.88965346627884,1.7760046229002,1.23239919543599,1.41310201325632,0.141848224736794,-0.0936698023643455,1.21589349686006,391,1.71625288593913,1.53244484225935,1.04524145648805,1.16428571428571,0.160778292895238,-0.126321225105083,0.6,21,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",2,0.435437762715027,0.435437762715027,0.00931748412230363,0.0131769124129578,-0.0043738529126589,-0.00582280179549935,10.637434409867,1,1.29411764705882,1.29411764705882,NA,0,0,0,1,3,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,0.025062656641604,0.025062656641604,NA,0,0,0,1,5,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",1,1.20401337792642,1.20401337792642,NA,0,0,0,1,1,0.592417061611374,0.592417061611374,NA,0,0,0,1,6,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",3,0.899563064166065,0.855597226389112,0.421340256445897,0.391456604681481,-0.0531636609312289,-0.123594124722726,2.91734014179835,2,0.638521091093264,0.638521091093264,0.0838247951635692,0.118546162183466,-0.0648579475668034,-0.0501541455391588,3.92250922509225,4,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",NA,NA,NA,NA,NA,NA,NA,NA,8,1.5560696214573,1.39986856592021,0.960049172757549,1.00285660168768,-0.0399939495622234,-0.251292876603793,1.24597908616945,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",12,0.744466617298525,0.322032624576213,1.03169681503599,0.60516907722602,-0.243719607160779,-0.129457464828005,1.39114032933938,4,0.285960639305232,0.304255109125952,0.102292195207781,0.0532595248579397,-0.000294870983722386,-0.00863354455685585,2.95984185234217,3,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",4,0.709915551776973,0.744076991634168,0.371434731143802,0.365763064403061,-0.110979894366163,-0.23453598225941,0.78688862566456,1,0.482625482625483,0.482625482625483,NA,0,0,0,1,3,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",41,1.10898276344342,0.881294247508572,0.961011048357463,1.1843678129973,0.0548851038782714,0.258551757974869,6.71324024482676,55,0.731865085978073,0.600606124186764,0.618281915267545,0.753901042416089,-0.133152493051758,-0.242267849608395,0.620044811119978,7,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,26,0.912319026922648,0.608864896437366,0.705353354155294,1.23175518214155,0.255177493405847,0.110795955041616,0.841596836626165,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,1.01626016260163,1.01626016260163,NA,0,0,0,1,9,1.04821458145875,1.0844387173821,0.617096103690349,1.09367088607595,0.0433654529310454,0.059212861861244,0.475170043001527,0,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",1,0.00402738622633911,0.00402738622633911,NA,0,0,0,1,5,0.276284783532126,0.0976736769617368,0.329235821499615,0.494435251404868,0.0609088660893695,0.0751709166697963,0.51382953762296,2,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,1.0232626588483,0.981060908036082,0.655196028107608,0.89680226274331,0.233903300259663,0.215428573624178,2.1889624805798,10,1.21078302980518,1.00343212968599,1.01372641756047,1.99435428002518,-0.160184339537958,-0.191170445957693,0.259314699694734,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,0.963088617140177,0.963088617140177,0.130693092165292,0.184827943448634,0.0123114234694226,0.0123218628965756,0.865964434405224,3,-3.56333298327203,-4.08645137690422,9.90069399992087,14.4440096181916,-0.79451038660467,-0.389726525755064,0.917703139753786,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",1,0.327586206896552,0.327586206896552,NA,0,0,0,1,3,3.50547630471344,1.63784357108048,4.28834420609123,8.03315412186379,-1.86195826224149,-1.9869872028316,2.69714327540044,1,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",5,0.237419082531662,0.073704365112216,0.312418801357605,0.362927473115671,0.0485265437936765,-0.00987611248317015,0.381450535532743,2,0.127422972947755,0.127422972947755,0.0424939673908781,0.0600955450032199,0,0,1,3,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",1,1.08695652173913,1.08695652173913,NA,0,0,0,1,26,0.604616207638953,0.252687753993521,0.765072345185918,0.611215693357136,-0.0660603606785009,-0.275722097002575,0.313038176603447,16,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovakia","Slovakia2013",4,0.00453450435442442,0.00471089153054339,0.00240540557131919,0.00447229627129885,0.000185745528907899,0.000142575054517057,1.0568566830616,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",11,0.505092726106624,0.226928569472263,0.512832729974972,0.917384319727087,-0.101875518997045,-0.235158278852557,1.22944320643928,1,0.402208201892744,0.402208201892744,Inf,0,0,0,1,0,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",83,1.06850156105963,0.968374925997607,0.726552967774073,0.785449795038885,-0.163799070607242,0.0127183330801155,3.24464573231065,2,0.617875871661876,0.617875871661876,0.000339367362670232,0.000479937926915031,8.03654447519943e-05,0.000111985516280174,1,6,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",6,0.261689965058593,0.231359095604684,0.196649274002053,0.278511692543944,-0.0986844623849056,-0.156630169844948,2.29208369781,3,0.717403481310749,0.675646810662871,0.756779675751093,1.43883516933698,-0.195950020390056,-0.193447661408308,1.31164397697759,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",11,0.45856218444657,0.438547039879333,0.554019410443161,0.563589676918614,0.037283889337371,-0.0906783327388564,1.25033270061467,1,0.113122171945701,0.113122171945701,NA,0,0,0,1,3,"2013","Europe and Central Asia","Turkey","Upper middle income"
