"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",4,0.122291777132792,0.272943279853402,0.632089346461754,0.536217303822938,-0.0127046433599015,0.00719276122094442,1.0487404162103,9,0.106873013437467,0.0646066885534412,0.130113061352468,0.10636277302944,0.0165955639710994,0.00838477933072782,0.530256151964312,6,1.08596919929789,0.645833333333333,1.26201587895058,1.97428534133925,-0.298371319054255,-0.0343824391915632,1.18263059433012,6,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",7,0.826192241698955,0.90692772696916,0.722951699914893,0.310487885828078,-0.516250737604849,-0.401409650741288,0.567635180453908,9,1.32751132483874,1.07909420150963,1.25934921776578,1.77341920374707,0.0740391946930209,-0.218595993871563,1.0079874792038,9,1.44648657914261,0.578713211712341,1.69704889944492,1.74920754034818,-0.288905112590503,-0.299872345614129,1.5,11,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",36,0.0294959893097328,0.00529052282358469,0.0449010408489198,0.0385220376213617,0.0157370550779865,0.0151047899025518,0.166224040707682,26,0.00914117024873308,0.00329870760313867,0.0133201388182297,0.0129163519979017,0.00458940675703013,0.00560345663112651,0.226581302462344,36,0.0393106248846257,0.00485509079337831,0.055520115341782,0.0988295002431126,-0.00625345226554163,-0.00436613965420938,1.04203365499511,9,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",11,0.868606596815254,0.796534121684245,0.459200236693555,0.459499263622975,-0.00364362002798516,-0.00518957204016754,1.10677212838091,4,0.991322214227871,0.974610882940988,0.343434585333251,0.468348777492464,-0.223904592520809,-0.227356961877683,0.692752119410623,15,0.73754167235802,0.656757399764602,0.252914732361583,0.367848215867268,0.00687290804849757,0.0059035033605136,1.03284951244151,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",105,1.66092488415787,1.09791922902528,1.81070525693933,2.49173896378963,0.668734155124812,0.0419507563821268,0.239111231701367,275,1.4599784044142,1.00663718305233,1.25858827848734,1.74139326250269,-0.461509906142603,-0.152039398835589,1.12712227534959,161,1.13335569646198,0.664239303254666,1.3969900690147,1.34865882211804,0.270574330017899,0.226330790596613,0.557710731710506,19,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",10,3.81844792320314,0.549029347611937,5.70968942181084,10.7287381317895,-0.982986736594568,-0.776292042795049,0.252683654128801,18,0.984970573725721,0.863259579905558,0.654656940220136,0.633112130154288,0.202687350187373,0.1766035316858,2.19029307412741,30,0.881494407970176,0.530204830518976,0.819296287558655,1.02056606150026,-0.127685985265403,-0.010679812793805,0.528952327920387,6,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",41,0.611763704639692,0.543881091999419,0.388713176983563,0.468337535221711,0.0657768426861143,0.057154343294293,1.20917004536359,3,0.773205927229339,0.846560846560846,0.296835798020111,0.584867830152447,0.0145856237307861,0.0158806403955714,0.692104314336643,2,0.353320665465157,0.353320665465157,0.264417216771246,0.373942414082843,0.0862017639191336,0.122866793198648,0.747157652903858,2,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",11,0.949364598655997,0.8274231678487,0.324799784430084,0.350685643725223,0.0101343904232565,0.0262286687333176,0.484848484848485,20,1.11389064800428,0.99412915851272,0.517463904709083,0.470862876448156,-0.0886147000481735,-0.0891064118765081,1.57692307692308,2,0.856673061112634,0.856673061112634,0.0992158596786825,0.140312414360099,0.0337789145681719,0.0337789145681719,0.675,1,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",483,1.27576794627007,0.861182152346427,1.24531784337919,1.33332020550604,-0.0131260153776466,0.197903764800066,0.801033999479369,275,2.02671616026785,1.39859591146189,2.09849493999232,2.0240595424315,-0.136711128811876,-0.193356491924042,1.52789075361726,267,1.6206112138054,1.04012177295677,1.6278422312498,1.93392953006952,0.875719292376297,0.838114126851179,1.19678492308156,80,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",1,1.12258643915581,1.12258643915581,NA,0,0,0,1,24,0.800757272215479,0.741361491824141,0.358747193900858,0.356675197904886,0.00185362596575292,0.00498203832884093,0.687081612401532,11,0.810928337740593,0.80323623678636,0.148723002011182,0.18568665377176,-0.0242690254478764,-0.0265534297487708,0.791435638202733,3,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",17,0.951962409861132,0.721321252270568,0.990906253504245,1.77946175820822,0.668974436832958,-0.0151494601309314,0.123129925346042,29,0.427588798617004,0.387105607018423,0.292565076991653,0.527243815107688,0.0612089892844603,0.349769795718301,1.29339211901375,22,0.651461145522444,0.473021725183123,0.658580420341165,0.253215782627547,-0.101146878696772,0.120657568721104,1.84411432997739,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",18,0.638491697939303,0.572830219785056,0.23043704226192,0.35442916610072,-0.0395805606290481,-0.0688963459789298,0.935483870967742,8,1.66730471751178,0.755654684781402,1.75530212853842,1.75420316964435,-0.21708149855099,-0.21708149855099,0.884615384615385,46,0.977078166273952,0.721541254192517,0.683320028810229,1.03357123975681,-0.129877821124973,-0.0528758675153493,1.06384777774201,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",33,1.68913314487062,1.00239749264428,2.07894153985013,2.83277591973244,0.0784817339724961,-0.0219347807935563,1.25298674334349,28,1.60597643424981,0.487243039208739,3.48965941886175,0.797080077776519,-0.262301571243161,-0.617406746744536,1.09840276584463,9,1.20801039741401,0.734083564081298,1.20165814659719,2.40669569541319,-0.49455251668212,-0.531366085043484,2.71785324106275,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",28,1.07775519919248,0.689852752208487,1.33587903732219,1.18437170734214,-0.486744503568611,-0.371347579600475,1.02395720059984,34,0.87810052377568,0.736507614652884,0.553073814935797,0.547038225260298,0.00298755705006339,-0.0610749489127967,0.679024370864554,8,1.23738143085108,1.27687023973013,0.646033861031853,0.534665099882491,0.290393411771647,0.397612032388326,0.332692278858632,5,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",5,1.83317446116123,0.62772283640115,2.57966636935614,1.78115460749605,0.37904529046672,-0.243382285546986,0.468170757216328,23,1.62307242005356,2.35897335190907,1.19782199891314,2.11904707968147,-0.547671791635153,-0.335119761624824,0.991408784129466,2,0.0730261889496173,0.0730261889496173,0.00412312244794764,0.00583097568521251,-0.00174929270556375,-0.00174929270556375,2.5,9,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",7,0.818434157583186,0.657514736626232,0.754166647789078,0.709329900507305,-0.489940130320521,-0.684231041322627,1.26292145116685,45,1.21861175696106,0.911451934562644,1.21802991547739,1.41961631254673,0.030808042524234,0.0416264865315588,0.593800871075871,10,0.657776544122763,0.334210959528425,0.641587863046194,1.31555064189301,0.108484679174834,0.0713898267579601,0.872553917476561,2,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",583,0.620450968928085,0.469925836194329,0.62522396491962,0.855328798185942,0.0643952826149142,0.157550043089261,0.464415258168982,205,0.700439124548941,0.588237923664546,0.570522647788905,0.780046003450259,-0.147321219093227,-0.174980546550117,0.664131413487326,255,0.536453048569015,0.445242626462502,0.260993040439066,0.251456132104392,-0.0533309201166328,-0.107150734917202,0.779096631094035,68,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",29,0.970512877655535,0.557021954438241,1.09932882723703,1.54413362516928,-0.0062308504070652,0.238472455393672,0.331293508831333,30,0.868898003764672,0.53220523554598,0.887370755842525,1.5270720334951,0.92864386153517,0.789121745325869,0.0896097318409141,17,1.06216570440509,1.05684664620171,0.603107411349027,0.885714285714286,-0.423133492322033,-0.31247644475667,0.476146003584657,4,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",10,0.336161547035369,0.276491871629004,0.201731908385324,0.227688935683444,-0.0478570423418978,-0.0560522973372409,1,11,0.496299798654864,0.542402827552812,0.355948405137429,0.422097780760941,-0.0221277056015915,-0.0692185110207211,0.50380077940142,15,0.161058495727156,0.138005585630774,0.154985164672354,0.23070967505486,-0.0371243139210177,-0.00139889121664863,0.712306906737297,7,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",13,0.915597929616502,0.925150861772625,0.673647046649233,1.01056940076423,0.0540403306218921,0.0685307483778689,0.944688183920724,22,1.10387407658465,0.794532643168904,0.917270062815488,1.13432941719497,-0.145139926672673,-0.194563165661978,0.488079739132078,10,0.868664962978676,1.02308962987406,0.522054972327037,0.554059913572109,-0.475329716115294,-0.467408504476301,0.880601172381006,3,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",16,0.398289664163087,0.376161463789296,0.358735869960765,0.69193997831306,-0.331915051464458,-0.327018950458649,1.09590497163953,25,0.338275364733555,0.273378835548706,0.318156183816256,0.38795770669106,-0.014557499804642,-0.0739712150296832,0.735760143622769,22,0.351371654447282,0.193968169919882,0.365235127025957,0.610571862177183,-0.118538241219831,-0.122672822266089,1.1486275388332,7,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",137,0.914025456392105,0.781240951469805,0.754366204322662,1.39250932571654,0.00440946972927372,-0.0258125507335674,0.75303405709573,274,0.967274345055234,0.7831816878328,0.817646013409367,0.913473051155738,0.0167747023387728,0.0307173211775927,0.458786702922722,194,1.00144974640029,0.735119575667509,0.866862719792217,0.847585513078471,-0.188458929694614,-0.166232900469105,0.869565217391304,29,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",1184,0.877940200910254,0.595238095238095,0.793945478836973,0.777777777777777,-0.180764230991774,-0.180830680290121,2.15358462264953,83,1.02420383677848,0.708020195146296,1.03229105028151,1.83375045164171,0.524137618864034,0.305789337318913,0.354365209483014,77,0.611663727608519,0.650541713271286,0.351445446582053,0.382445141065831,-0.132138951123174,0.051888474273481,0.796859973824112,70,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",145,0.714160354085344,0.365263684719707,0.677618283707238,1.02400442643341,0.322718584022394,0.210415057624633,0.683777428979259,212,0.813957877169837,0.410175230256464,0.858502746428773,0.891402221400827,-0.27079464101234,0.0719068024836445,2.875,216,1.08545065571516,0.823483876476427,0.882615238237326,1.16572422792519,-0.0543889298054404,-0.0573887120167935,0.863474483058061,16,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",30,0.732009540537325,0.774815442167644,0.984311198230705,0.828451707521475,-0.0128154599819869,0.0145220329548068,1,89,0.96180550979832,0.689521978374684,1.28374363739985,1.0807768447475,0.255629111768366,0.14791600800503,0.334165561384072,72,1.18978780316838,1.02465924436891,1.00761025488363,1.35451505016722,-0.200999763838055,-0.17343018472155,0.916426952820283,10,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",68,0.237431830362058,0.0962089181891366,0.290288825488395,0.311660027670382,-0.0931325377492845,-0.173741972144002,1.02671566916056,12,0.224410116076142,0.0674178506935066,0.32376474967054,0.337129591270431,-0.000193814832224865,-0.130647098009857,1.20454707405892,21,0.174587783881254,0.104382540851481,0.140009477992948,0.170697376839411,-0.134068130737072,-0.11898116598969,4.19479891038961,42,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",15,0.686851666490316,0.46573567790267,0.615205249220552,0.709443665264142,0.232706774945811,0.244057166408008,0.434968782926825,52,0.98228662434385,0.874121695246951,0.69747822878998,0.833398984711895,0.0909549289790849,0.101338238479009,0.459294632870258,18,0.84934842230818,0.779508452375593,0.652420597732244,0.704140094806125,0.0603218665489445,0.102742290924846,0.371891290917241,4,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",6,0.458922349328714,0.491198622802973,0.381773464912004,0.386706374851952,0.0885924649575245,0.110147275121995,1,31,0.881254215584822,0.633544220351639,0.813798967040069,1.33089133089133,-0.00260965022702836,0.0326142330619252,0.580046178538369,10,0.693666704107888,0.511881313592794,0.563075932793437,0.761932558726444,0.0309128082474444,0.004863752549413,0.801358747848032,5,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",1,0.519840582221452,0.519840582221452,NA,0,0,0,1,4,0.326364301904527,0.338360956336819,0.199610787856883,0.351050009279484,-0.0962929331302342,-0.0878800486278323,11.5444886363636,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",17,1.01037592743243,0.883116883116883,0.468367956804989,0.483560101520905,0.182539353828128,0.182539353828128,0.218181818181818,5,1.17711147726822,1.14486301369863,0.300962724186678,0.32625420888865,-0.0441353066979746,-0.0159425953484537,1.25714285714286,2,0.891050715038934,0.891050715038934,0.0852207162872473,0.120520292768575,-0.0133911436409528,-0.0133911436409528,1.28571428571429,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",28,1.13139289002863,0.792578968998773,0.954316436725933,1.48622092164785,0.306102527198561,0.270661228732105,0.688117214286781,45,0.903215630259211,0.783543902109462,0.429515055763233,0.651843782388891,0.120222749708311,0.0954345277841743,0.194254780268256,18,0.654883292143281,0.592044642591839,0.347453601618398,0.426375574370816,0.0457410003163099,-0.0397832082572516,0.694826680940557,5,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
