"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,39,-2.67443859134134,-2.99565447706131,0.848998226653859,0.806672030425741,-0.118005427476072,-0.155410006606972,0.994636056279244,2,-1.51964669387087,-1.51964669387087,1.31066362247179,1.85355827060865,0.559493320803767,0.907130107700702,65.0273854976838,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,13,8.38702896527641,8.81770069040808,1.58368680312347,1.88315953980631,0.74432435580721,1.06207855419172,10.4159508703117,4,11.4919982243223,11.7829179521109,2.70897157257732,4.09579599308551,0.640012409463945,0.945669186211046,2.97427080449765,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,84,0.257676095750117,0.168792757229188,0.742285203199968,0.772458460588348,0.0981804260516596,0.0209072893817387,1.41489110051517,29,0.408515468919267,0.483775242368437,0.882828187409889,1.12830127302222,0.72067173534671,0.871210840801419,1.72103402294887,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,1,13,-5.7024977718786,-6.11774283297503,1.10000128584955,1.11162338175389,0.731423691715182,0.491874182502278,1.08098138597949,3,-4.90981136728208,-5.03728670562548,0.254614940359026,0.442971764861319,-0.0651325258584159,-0.0504118343468542,0.476696428571429,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,0,128,-0.0286159592366559,-0.0364814101867181,1.10010246635827,1.37351130083698,0.0649305907541886,-0.08902548410914,1.16729035827823,17,1.17534222482392,0.87255038520889,1.45094821690908,1.21685341556307,-0.51041937220135,-0.172606049141354,0.335150543767421,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,156,-1.77668027037621,-1.9478917506484,0.886343729056934,1.29283361996223,0.0476123888671471,0.154905042368002,1.84097415426863,12,-2.21466673731296,-2.21393722071607,0.741754051746308,1.36009234851087,0.430626789847645,0.548532299946476,4.64556427728437,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,7,69,-7.35231519857188,-7.48543783584229,0.618869130111899,0.925587518797528,0.230204004901177,1.50901109831515,0.686695960781615,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,130,-4.44954475439182,-4.61525135547438,0.901496017731525,1.17528375814601,0.0363482830917019,-0.0478663416760153,1.25,3,-4.29947737041838,-4.64095924543259,1.24610905186291,0.612159414841852,-0.216788283700444,-0.305332589190371,1.01143175293506,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,9,-1.30154848436203,-1.30224840962202,0.301641916662507,0.23752100572692,-0.209360161996498,-0.278196949083965,0.293405760554267,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,3,29,-3.00869974361448,-3.71314021923545,1.39544929917906,1.85762473453048,0.477615543929555,0.362372081257159,1.19593233714349,17,-2.92558675355266,-3.47608092157716,1.78598868853179,1.94728004613297,-0.365575196767926,-0.167431563266259,1.1725724388795,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,0,38,-1.94311855192932,-2.169344442562,0.816587502078371,1.04385488923792,-0.170088176921605,-0.191727580790075,1.48080763233471,10,-0.163508332966984,0.742355185795427,1.93560814966188,3.1066766857123,0.633793851830084,0.50327561248594,7.57907692958466,"2009","East Asia and Pacific","Philippines","Lower middle income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,0,16,-3.18451921874126,-3.30450568721464,0.736259958188351,0.676092079967106,-0.0252482298503645,-0.125422012161244,1.01446271525967,4,-2.30849404952309,-2.35117388405572,1.11207420861581,1.65561595777497,-0.00716352132622122,0.139344330159974,0.0663253581343986,"2011","South Asia","Sri Lanka","Lower middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,7,10,2.11709176533807,2.15859167536151,0.715161144834903,0,0.0796281811400913,0.356959783407485,1.56001065103017,8,1.61573329762278,1.50649078350961,0.893387586339929,1.05081842507519,-0.151545309859618,-0.118319908724916,1.25549137367612,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,5,13,-0.867868471971027,-0.841414948929055,0.191950325374645,0,-0.0290807668914512,-0.0127103008442638,2.33333333333333,7,-0.678116781683314,-0.695185561139188,0.465338570160846,0.758461901280976,0.0364434784822058,0.01569195693036,1.13019533001138,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,0,55,-7.14328779974519,-7.00326787243495,1.02690760841613,1.61731139037755,0.117090601490197,0.371534955940446,1.52651857449594,33,-7.53445159334925,-7.66948617940234,0.690398814370586,0.838383398548453,0.0838231136246362,0.0868867085269567,0.489730623710321,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",18,0.76440496199054,0.194932251196181,1.48207108232968,1.3759520143796,-0.179830284494714,-0.40550048240404,1.02473241676827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,11,7,-2.43499827170703,-2.37236368766066,0.300336520431547,0,-0.045325204048169,0.0444194679480227,0.516096675712072,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
