"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,2,56,0.83077582165058,0.770350519630785,0.601892879728121,0.521091614773638,0.0947303814915981,0.0947179754198659,1.02028972467138,8,-0.348543001509596,0.862471257533504,2.92591351073251,4.92449282270144,1.4656268003977,0.533749181961928,1.89764433450912,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,26,-5.94732850874605,-6.09218053343695,0.89873747034948,0.824621134972034,-0.0093209687271323,-0.0891941940365287,0.256873084570973,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,3,81,-1.32634308598901,-1.57394077342025,1.11810230688991,1.11987999476611,0.0758990280232324,-0.172568878903604,0.334100742296896,47,-1.95659715384099,-2.24907814516381,1.10925271859086,1.06434661196049,-0.404508528359783,-1.20100698664972,0.578574121101202,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,16,-3.7100192661888,-3.7257173212201,0.605845624018723,0.869533192296971,0.192237368073293,0.168261566614237,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,106,-2.68841324519852,-2.94396045828801,0.812596846754999,0.942060786115352,-0.351166381707571,-1.0044475913506,0.623395073431353,2,-2.58690286946383,-2.58690286946383,0.173704816392426,0.245655707191696,-0.0204310992773002,-0.022332337017427,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,16,-10.0041574498316,-10.2459234357192,0.555738344029561,0.652115285728451,-0.114017865639481,-0.292032813523505,0.339838391248693,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,240,-5.1984832739662,-5.49168947282508,0.91360375479185,1.17649544060543,-0.30420928030734,-0.323602799029509,0.24255478423321,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,1,15,-5.77915257170341,-5.99324115916314,0.574953952002839,0.732787570730636,0.275520640793447,0.272134922300316,1.40739734442489,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,82,-3.89949283367116,-4.00740729822332,0.996927153214235,1.09872616986221,-0.334210082947357,-0.172283683799256,0.36860366240371,12,-3.45784403316597,-3.64923661177363,1.35262996012331,2.07658239784347,0.134259764134174,0.290570004677667,0.326750699000937,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,1,16,-7.98292214056596,-8.06633292273766,0.635220938039404,0.400447063175809,-0.10969675922596,-0.0354902020871097,1.05163928771981,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
