"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,0.00480774126983681,0.00372944213792664,0.0052513386208723,0.00562484411764706,0.00577982059818586,0.00572306142039833,0.0854482426749924,1,0.0942982456140351,0.0942982456140351,NA,-1.38777878078145e-17,0,0,1,1,3.25e-05,3.25e-05,NA,0,0,0,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",13,0.491987592414041,0.507700655894293,0.157821473985367,0.193548387096774,0.0350576187918522,0.0378546621342889,0.402664003171191,37,0.420673331940575,0.421932467081224,0.276169963667531,0.532333336325351,-0.0856915578751869,0.0121617746672015,1.16211156102352,1,0.253164556962025,0.253164556962025,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,0.312166918692663,0.294928047300795,0.105775582438185,0.0833333333333333,-0.0644134722345677,-0.0742488360148262,3.38827098356097,1,0.236783673469388,0.236783673469388,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",8,0.541099243374938,0.5,0.210763258128606,0.266666666666667,0.0623494476444254,0.0100910663410663,0.810463091233287,19,0.445626859529448,0.428883493008339,0.268827723140289,0.444444444444445,-0.00185698659648387,0.0281556127570698,0.283362964189709,2,0.768302899253884,0.768302899253884,0.385589829278084,0.545306366078193,-0.093495487684941,-0.0908843943463654,1.40135957611249,1,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.265944735738247,0.266225022853396,0.0280879775539638,0.0377777777777778,-0.00167520974557392,-0.00432098765432099,1.05917145993146,2,0.073678402354654,0.0736784023546541,0.0471404520791032,0.0666666666666667,0.0222385675712107,0.0272727272727273,0.64465843178783,3,0.553359450649621,0.514016029223485,0.151962012121811,0.2876,-0.0466923013948649,-0.0442866666666667,1.93407323977665,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",2,0.654636419593374,0.654636419593374,0.218688921825766,0.309272839186748,-0.0470632581371139,-0.0470632581371139,1.4375,1,0.537837837837838,0.537837837837838,NA,0,0,0,1,1,0.13125,0.13125,NA,0,0,0,1,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",4,0.322126158337199,0.32797935970852,0.148424682627556,0.169866945520463,0.0301704019422601,0.012525670764833,0.717416442182608,1,0.04,0.04,NA,0,0,0,1,4,0.243735034087773,0.330478427721726,0.289351613550438,0.476748484848485,0.113496648566697,0.0639423681055156,0.76797571764799,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",4,0.454241626068758,0.493085465863265,0.317611087595651,0.410299003322259,0.120473257510985,0.13544496760305,0.729997935042125,5,0.48943662448134,0.491329020186311,0.330935593715163,0.6,0.0836067239293078,0.0535420455749868,2.53662004998862,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",12,0.244590438251806,0.0646004805590111,0.263764284204259,0.502083333333333,0.108305253720299,0.11599994260058,1.49214654213556,44,0.28541568291077,0.283456353200066,0.173557710895031,0.228457142857143,-0.0107016218819269,-0.0230640454654708,0.742149108034517,1,0.196078431372549,0.196078431372549,Inf,0,0,0,1,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,0.639378320202035,0.639378320202035,0.0458104706724828,0.0647857889237201,-0.00420670570108324,-0.00422516014719914,1.12636264951606,5,0.31708090743275,0.313342011558537,0.262807831219004,0.548946078431373,0.229001488526247,0.221718150177334,0.0952597397924442,1,0.598621721761589,0.598621721761589,NA,0,0,0,NA,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.192307692307692,0.192307692307692,NA,0,0,0,1,4,0.215353379543609,0.239243584595913,0.152811540521082,0.267217630853995,-0.146196075787693,-0.118894520801684,1.00386655372428,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",3,0.125617283950617,0.125,0.0407442478849594,0.0814814814814815,-0.00362654320987655,-0.00362654320987655,1.5,5,0.517569287046791,0.465280211761261,0.116812539289264,0.213086726692042,0.0141160802101056,-0.0129362030612214,1.20754873533931,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",24,0.367340155489521,0.341516180398305,0.204112084751697,0.276606384937422,-0.00306039318266962,-0.0124101664621917,1.89006156096919,103,0.43045245596725,0.448696465819185,0.18012685003148,0.271428571428572,0.0108327256533209,0.0180612488392149,1.04602388437065,3,0.357613551738498,0.372468881429009,0.0917148642109143,0.0639009465713347,-0.0181293122623037,0.0150968818168556,1.44227748048698,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",104,0.3620161640908,0.357142857142857,0.206162196875708,0.25875,-0.0082380819220351,0.0784106562566744,1.5,39,0.485731412442127,0.481523364981876,0.216470682731446,0.316666666666667,-0.0763512366694671,-0.0335812178214563,0.979669368301875,15,0.423551079661708,0.428151376860596,0.15426930902682,0.24,0.0110466123179418,0.0492583639636066,1.04805165957349,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",38,0.320780633905742,0.299162745968707,0.208388065860224,0.455410948347477,0.0255374037057743,0.0412898357877477,0.996174493635589,67,0.29141346526652,0.225748099189568,0.156864963405976,0.206823144104804,0.0865047631634519,-0.0248475260114708,0.29452215718945,7,0.364148138760187,0.350443018554679,0.0603361047052481,0.0457692307692308,0.0107481090546058,-0.00730645276364154,0.346849262380143,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",4,0.25537245312277,0.237501623981648,0.14322612203046,0.316666666666667,0.119827537669284,0.119072769953052,0.130182304489533,17,0.483844562131163,0.398710223751326,0.282991001086755,0.354098360655738,0.118729005216136,0.11854357688508,0.115274227919339,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",3,0.393493497856579,0.340724571692035,0.20965363051494,0.387244897959184,0.199644231583518,0.214172335600907,0.188616431788357,2,0.2,0.2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",3,0.350610365989174,0.294983330725012,0.165341891872675,0.281609195402299,-0.0551588544532208,-0.0458437176379633,1.47035697320676,6,0.490681814997321,0.465758502832359,0.142875629768727,0.113333333333333,-0.0957528338659505,-0.134779674947632,1.26456973609836,4,0.508548700510434,0.537648719781875,0.0774041616398482,0.0425,-0.00833565179680928,-0.0083610066833751,1.13460717905558,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",4,0.283701956698854,0.252599175921594,0.143954330227331,0.175,-0.00664544956514801,-0.0135817307692308,2.64608986506661,5,0.256618016217051,0.1496074671638,0.283618467601984,0.497142857142857,-0.116463648433863,-0.138852845255029,0.970763820676769,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.355555555555556,0.355555555555556,NA,0,0,0,1,4,0.473161230666886,0.462081298717344,0.113261033780904,0.26142829737304,-0.0115651649923774,-0.0153779699044296,2.45122657353688,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
