"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",24,0.742469421798911,0.389989129834766,1.65547903515378,1.56201605442697,-0.0367108458797268,-0.171002711025043,1.00180061492302,16,2.05331714858298,1.30034648520037,1.52180321172067,2.59523875334152,0.64482716514289,1.26077283580652,0.759455279943087,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",103,0.816757278854973,0.71329824920529,0.517733663974192,0.630725863284006,0.261577079427094,0.578580696878282,1.0622789186758,35,1.04312906879929,0.952551284674963,0.842180644361609,1.18638890853865,0.281255680919015,0.18723318557765,0.759802753077311,20,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",1,0.00396726642779309,0.00396726642779309,NA,0,0,0,1,4,0.436091706963139,0.433624645815968,0.264392396772507,0.25058172200349,0.0257626072506309,-0.0725356305508545,0.144815036986589,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",5,1.10512199596716,1.17920745100546,0.696383219514726,1.25829631226365,0.0407473678943206,0.0781340396240861,0.681195353620862,5,0.871723713952734,0.703499425978243,0.881320596522018,1.46159733508696,-0.290276636465311,-0.304736875055897,0.346175983546436,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",90,0.741250198769593,0.465019435159491,0.71099637112954,0.948411804460464,-0.109546843396077,-0.222596195314408,0.43543087112829,32,0.641781816383533,0.403191567694414,0.628852910576348,0.578001114795781,0.393809202192239,0.190329300048674,0.0605375503347756,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,13.1578947368421,13.1578947368421,NA,0,0,0,1,5,1.5003890801127,0.992443227116829,1.34544750704381,2.86686713126571,1.22825905969186,1.12212566832127,0.246465688203157,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",32,0.661189730173786,0.51683429492297,0.476176406610543,0.428055703875282,-0.0401275767964009,-0.020668460249779,0.955288465532536,19,0.734164972575325,0.464730457407654,0.68094406146348,0.782765577713975,0.108081443427269,0.177980613092874,0.189079280381634,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",75,0.6323660364743,0.572979239774884,0.360375508821903,0.431383028162469,-0.11335721656525,-0.120284866561326,1.74847552605812,55,0.767804745079867,0.715325151085005,0.622781072248976,0.579953500387497,-0.221057495091874,-0.13988132568426,1.02119443114962,8,4,1.51016574610007,1.81080900431187,1.24771438718242,2.42700729927007,0.814616825610282,0.684546676911257,0.455301768106709,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,1.75438596491228,1.75438596491228,Inf,0,0,0,1,28,0.665890935674644,0.518936008089905,0.603247477637149,0.790404040404041,-0.0637304447983154,-0.117059197029188,0.209267372001722,19,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,1.34266649125728,1.34266649125728,NA,0,0,0,1,2,0.642259071305963,0.642259071305963,0.281977196121619,0.398775975035132,-0.012164253880382,-0.012164253880382,1.06497175141243,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
