"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",23,0.474111710768152,0.499985697182054,0.136947687289702,0.201404319095955,-0.0164638606578911,-0.0209406955190849,1.19216499974443,54,0.473056825999904,0.5,0.219968358101981,0.315404576551074,0.0175251128797545,-0.00533046491413887,0.710484058025092,1,0.780500253485425,0.780500253485425,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",70,0.549482498557289,0.620261663470778,0.243036964576251,0.43,-0.0186799393552799,0.0254556184879351,0.324401643948553,86,0.495875030912737,0.516252839549007,0.235468494574465,0.336666666666667,-0.0463999784349821,-0.00937825183284297,0.709907870067964,20,0.501869988371717,0.619389012026542,0.287718751963483,0.339285714285714,0.0803773140025449,0.0912507986374585,0.423702668299123,4,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",1,0.357142857142857,0.357142857142857,NA,0,0,0,1,4,0.455349038021737,0.4,0.084743882450025,0.142857142857143,-0.0337032482862327,-0.0277036048064085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",5,0.311655480979412,0.315024825673987,0.0494615734416879,0.0933333333333333,0.00497929867448906,0.0122516383887894,1.09026496367171,1,0.315789473684211,0.315789473684211,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Brazil","Brazil2009",47,0.298932076144766,0.327251641078907,0.150910132225958,0.23,0.00593979432588554,0.0132200322129375,0.924653034932459,96,0.288169560315956,0.3,0.192788298567911,0.233333333333333,0.0170633529043094,-0.0129650707306145,0.509038150000585,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",6,0.188895528594286,0.0639437756255124,0.281110403898487,0.577629977893724,-0.110149153329061,-0.0353144098846248,4.31510527785171,5,0.100983937191972,0.111152039499577,0.0840061065701691,0.185091201716738,-0.0419395471694532,-0.0372733092348297,3.91789279418816,1,0.136170212765957,0.136170212765957,NA,0,0,0,1,3,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",4,0.086046348673069,0.0852184901680804,0.00573184116029794,0.00979242979242981,-0.000564130868858493,-0.000672388613565084,1.11726577082348,5,0.0989873928744113,0.0823011630465943,0.0930664672561306,0.189887179487179,0.0123686939717866,0.00913589793572249,0.867330212669057,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",1,0.2,0.2,NA,0,0,0,1,33,0.391452212149521,0.361684160974406,0.183268223180684,0.222222222222222,0.0367028455539857,0.0210937985587828,2.12380669134033,NA,NA,NA,NA,NA,NA,NA,NA,4,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",77,0.336678416883472,0.333333333333333,0.185495645007218,0.27661334804192,0.0454506095735519,0.076393598762968,1.08059815097117,27,0.426954381726049,0.405440796382123,0.178822492123038,0.227058823529412,-0.0927932862064623,-0.10845025254645,1.02616789267183,14,0.33750015545993,0.251676653158286,0.23865278785704,0.184615384615385,-0.0522879377555404,-0.0475441924960789,0.958767430801988,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",32,0.344840646594963,0.301339426275388,0.20233849428842,0.362679775280899,0.0258628361920537,-0.0356550477476564,0.952084027349609,64,0.289034493684324,0.295616947002593,0.220950608304082,0.284615384615385,0.0304053560722547,-0.00508206530176893,4.23223143468921,2,0.571987073663972,0.571987073663972,0.53106559155839,0.751040162091565,-0.390406173328973,-0.326751239351525,6.05698179523647,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
