"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",7,4.51673028060521,4.55748391642077,0.577744408435676,0.567681149636298,0.126508522061322,0.3228387700787,1.34473138247814,5,5,4.85730784813364,4.98974086908953,0.247266409987241,0.212806270174923,0.0414205978779763,0.0339953202537368,2.79018004487922,14,5.57463182535605,5.55869219259249,0.540840089440145,0.553523419388865,0.215601167453771,0.254525671750863,1.59578446570955,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",20,-3.21319426982968,-3.2399626583808,0.980497443529462,1.09970810066737,0.29645837130018,0.30011796932391,2.15348203590532,0,7,-3.54582924861489,-3.45236026714076,0.647999607825667,0.814107066049726,0.294843974800745,0.73433706733835,1.19049493084051,3,-2.30587119566136,-1.79252649269127,1.30772658471379,0.643834692660374,0.0253403963654556,-0.0211428435598627,1.06274020955982,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",33,1.06990386101283,0.593812966346911,1.24896954256425,1.24591945596735,0.0778660932881396,0.0200544662726179,0.523165530741172,2,5,0.85577712805316,0.680056132449913,1.17018017478366,2.38228384366998,0.828743862979671,0.648222924304426,2.60446347384438,11,0.51146681306872,0.443254248233216,0.562173465622571,0.686031558343599,0.248379963352564,0.237704856811044,3.07896652588225,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",32,1.90559387277781,1.99298187205548,0.646225485820272,0.757538344543056,0.20401241002822,0.219476465038237,1.43363826599992,1,39,2.00278129965284,1.87823483558982,0.662478875524927,0.795563096185347,0.388347019001928,0.560629545096691,1.31507380306128,52,2.88877351348214,2.85918274520183,0.857282297832539,0.957462405148047,0.439473298155188,0.416228689719129,2.42298127733798,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",116,-0.321701549913206,-0.576639565609798,0.944992229445237,0.820801652492493,0.291028886135069,0.167548603626388,2.02707786563458,2,NA,NA,NA,NA,NA,NA,NA,NA,5,-0.429937814933689,-0.867312555045878,1.18020225219087,1.43263669779832,-0.519946251606626,-0.875342937720465,0.524050574881184,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",18,-7.21793112770686,-7.32289178765373,0.580654670070939,0.272478477364087,0.230372538241301,0.187354027149549,1,10,43,-6.3967561626251,-6.48632199956153,0.779689543479225,1.17007377415208,0.187112778845619,0.268042247371878,2.11406068840221,31,-6.54540076361964,-6.49777183366874,0.568523864472467,0.59449169215352,0.0781987516489861,0.0130484861493845,1.09982544876843,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,8,-5.92617067805101,-6.12860960084779,0.394302325696431,0.404180755157254,-0.0918917028455487,-0.0960506061610167,0.849043103380092,8,-5.5091351250422,-5.75186917092274,0.948742910160862,1.61897885241546,-0.407341462926354,-0.450314268401056,0.228000803826748,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Drc","Drc2013",10,-6.08223395502442,-6.17982704587801,0.556087010033571,0.885337522318624,-0.185480998377426,-0.164686573116595,0.168580672876495,0,5,-4.24876486520661,-3.15451456418875,2.20956541006321,3.42407874297093,0.750835790191328,0.650449456107293,1.17102623301185,2,-5.35169993758457,-5.35169993758458,1.19760120395366,1.69366386494562,-0.740459315783721,-0.721375349884245,0.525564408721707,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",31,-1.043311172547,-0.837994664241866,0.856729941177527,1.14560344221288,-0.0942707761716712,-0.0653427814971395,4.52889466806485,21,15,-0.42819600774947,-0.454828981609699,0.272887578784594,0.171224762093432,-0.0687788096194552,-0.0161246482243995,0.942590904421398,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",6,-0.601880083387835,-0.606780103095474,1.12885412803798,1.00899605079651,0.440108650805496,0.380350557193636,1.28877957586572,0,28,1.24199357676511,1.40537204489954,0.957097330392104,1.18139557008268,0.115519653495045,0.137110554369421,1.00288410979764,6,1.42091017590487,1.68114419946562,1.64988119227165,2.29252182077318,0.246207461288859,0.161825239177839,1.79820687948922,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",64,-2.58569229074798,-2.79933433350951,0.773058578135183,1.15061024767349,0.148821583245362,0.0556401168172871,1.44494301260434,0,126,-2.63992576649583,-2.78861974862541,0.896698565359244,1.2636635440189,-0.199622455896931,0.0695843864924483,0.462430087719638,12,-3.17709363467431,-3.05422349894812,1.02232703926889,1.37287383352919,-0.10409945345533,0.126970198535086,1.08370507645026,"2014","South Asia","India","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,30,-5.63901897942164,-5.85322885767569,1.43355896671316,1.99145042343583,-0.0873520873105408,-0.040699520114579,0.867702919168039,4,-5.60548961823506,-5.61169412848716,0.112421946383414,0.170031192285952,-0.0106934487671486,-0.0106934487671486,0.857142857142857,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",54,-1.64296536270475,-1.98163553793972,0.877965157563502,1.17837199719399,0.0248657154816422,0.119135451249929,0.740230574786945,2,28,-1.70247401100122,-1.95631349758168,0.576440640382251,0.65306845409418,0.0689372595789793,-0.133550491862949,0.661765521229193,64,-1.26237521407151,-1.39976503969082,0.79822396609351,1.22654457551211,0.183141125729262,0.203847234561142,0.984509463509605,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",8,-4.30324379907561,-4.49519198585681,0.504304240391602,0.653341081070153,0.00164854205082623,0.0692652310548707,1.14285714285714,2,NA,NA,NA,NA,NA,NA,NA,NA,7,-4.19513476864313,-4.12135327656726,0.526362097111759,0.831464400525361,-0.14917344969985,0.315796343384319,0.275725145151359,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",22,-3.61765854948891,-3.79418746220853,1.3897340830011,2.28339322471365,-0.673932300596105,-0.41686308480515,0.165026794143875,2,9,-2.08255016134895,-2.72261077319755,2.1253890344738,3.57073774455399,-0.543826114232581,-0.517559512428677,0.376437647540073,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Peru","Peru2010",22,0.0303048643294076,0.0513909900363516,0.786499952786406,0.92959016918325,0.0953039478408408,-0.0336919345919264,0.797995081120823,0,34,-0.1434906289352,-0.151890685829174,0.830185364124283,0.894394775729822,-0.0366978167764934,-0.0870918677807317,1.60193650312534,29,0.233989996277671,-0.109610791685234,1.06055485344182,1.58422206141307,-0.0827993785869128,-0.262794163252211,1.07397916128521,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Russia","Russia2012",15,4.46312898025301,4.28045655073897,1.0292736817033,1.53721665218212,1.39088597120207,1.54965322444897,0.737531419875065,4,11,4.08292369266909,4.22619077525926,0.610750630717162,0.156324755513902,0.241822468883874,0.359963051919554,12.3591917290733,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovenia","Slovenia2013",4,7.63470124112394,6.55513685127947,2.03754543198947,3.64864708326501,0.817073447136072,0.613705751833509,1.00829277906223,0,3,5.81624515567928,5.57166983839925,0.51084171254461,0.889686255489684,0.2235175092371,0.220859113553079,1,8,6.30037796012115,6.32199060723044,0.5575396676737,0.870628106622823,0.0629733956365294,0.000166148875084336,0.9173548923104,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",10,4.80869101888191,4.74369040667071,0.329079553348349,0.266799273036137,0.105121644336946,0.0438371111132373,1.08383187619454,0,26,5.02401765616838,5.11073874151123,0.515585507783584,0.807324612694485,0.403784760743051,0.305636470588953,2.28402100607772,44,5.50821379880927,5.49280708735165,0.51766639138126,0.484991349798502,0.387696848703102,0.308829289782399,2.917822211035,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",3,0.109333175969779,-0.0812298892343705,0.409226258198869,0.753574090008797,-0.000563401639985056,0.00802583273058824,0.863886673355171,1,2,0.636573856161785,0.636573856161785,0.509111275214955,0.71999207016605,-0.284840988196556,-0.257140025059304,0.51052401122251,10,0.607585517043173,0.5390571726243,0.527227996142702,0.732972006869041,0.223884005990754,0.141365880570165,1.31531978153262,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",25,0.913108955835792,0.695991939514085,0.847131779910188,1.53951523108727,0.540247655494771,0.618682760932714,0.718702811575591,3,NA,NA,NA,NA,NA,NA,NA,NA,10,1.96368068743738,1.15224639597171,1.96450926039034,3.99151797524838,-0.512886768441096,-0.938980848468583,0.486469209576978,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Vietnam","Vietnam2009",26,-8.72557873135914,-8.76902373321307,1.0267602248972,0.848752238934733,0.171911299047201,0.181701895916697,0.841098371543514,0,13,-8.33257398188774,-8.54140687691879,0.807407907365584,1.71357046603792,-0.169471878455699,-0.176934480363377,0.728941352244246,21,-7.96235510484088,-8.10415557827671,0.82285941716229,0.88610283143815,0.13996637722918,0.146827857723652,0.855984027062679,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",7,-0.0758175212014248,-0.211857704472437,0.762247393458151,0.621932565812767,0.472366827796944,0.408749709760949,1.06679301494393,0,3,0.166836842774768,0.0283550839250731,0.664380677898541,0.447585410505749,0.216669631339222,0.249900642868342,0.955575004612531,6,0.680606027950043,0.971058114695204,0.901463829922052,1.58901312893363,0.233848493898634,0.281457741763066,0.787764741403681,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
