"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",31,23730.6873956222,27516.1960796054,10144.9706933518,9515.52211735756,-1370.80397751067,2560.32166345857,0.354203470797107,4,36347.8912144332,35941.4801552596,15601.4631895189,0,5473.56888913514,6110.62782658203,1.47285816987711,17,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",32,2845.16383842743,1802.28593441838,2316.19281156625,3312.59220876141,-1000.17591625572,-570.214731096098,1,NA,NA,NA,NA,NA,NA,NA,NA,9,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,19763.5244172014,18299.4636414928,8427.99227299746,16015.5307962695,330.159784404041,-10780.331318101,0.544675990432707,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",9,55190.060109542,62489.6771444296,32682.2623733946,46437.183373415,18824.8999442258,48426.3295006463,1.04057176337613,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",4,26925.8525564653,28409.1859117943,10170.5396314617,7500.37673038073,-1762.2229491328,1935.34555723291,0.583077777632636,5,704.208442291374,4181.64951253033,43421.1547472884,59958.3909058236,1954.90481418133,-11054.7745999411,1.13158282387928,28,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,14792.058408342,12068.6051073712,8581.11576388662,8446.41233731606,1509.47220037607,23.8901008531986,1.82212512213667,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",3,11306.7813548029,8323.2686034544,16490.3424498849,11146.12316465,2861.62004046591,4776.67846338319,0.949699220731065,1,20012.1316053059,20012.1316053059,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",65,35940.4264010563,25583.7313111707,27274.6863339687,31292.9852064463,12325.9379748835,13056.7334409612,2.75,6,75308.6875376316,42539.4155724351,65163.3597918378,126066.413430172,34263.960887101,37958.8229611912,2.57131515869336,14,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",117,20560.4563845582,16473.5778367535,13721.485757056,17359.9180164558,5636.75752388304,5583.83768226418,0.343923265659617,4,28568.5963797637,28964.678538692,13955.4098351238,15978.4480304866,2810.89165764076,4586.26680497695,1,25,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",45,22322.2928776203,16305.4765495888,16411.3170272938,13282.6713488587,9540.15268079508,7538.26469957424,1.30680646317632,2,59976.124299423,59976.124299423,54028.5550023586,76407.9152397562,15271.7432119071,14752.0232393589,1.54651397920026,9,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,28220.526487198,24802.8257314407,17784.5100166943,18845.6222166824,-2102.93536978432,-1637.48656266209,0.723391723260497,NA,NA,NA,NA,NA,NA,NA,NA,4,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,13416.9644550687,13416.9644550687,NA,0,0,0,1,2,32490.7794865681,32490.7794865681,30319.214886037,10719.4612230844,3238.62341327114,4764.20498803752,1.42724708001717,9,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",5,31849.876056692,33172.7041308586,4218.54901003001,6903.05320592234,-3046.83514682287,-3750.33965504066,0.179352400765791,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",3,20879.5383714704,20559.0324067832,8690.97643092031,12596.9857169091,992.821514833445,-1800.42531781145,1.15181579176834,1,15506.4293694458,15506.4293694458,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",4,20194.6321536433,19677.892092876,2471.40787243188,0,-248.043953822333,-712.036164529915,1.00209529048914,1,28677.1488469602,28677.1488469602,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",82,12664.3330049188,8905.34828975285,11939.6923538944,19369.1750316899,-1649.13271676868,-1035.07907931165,0.963365783883685,1,9768.58288458902,9768.58288458901,Inf,0,0,0,1,38,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",4,8118.22987691554,8310.52636694595,7247.12620635096,12331.4666666667,-3572.60439903464,-3348.82236525379,0.599118086167685,2,23791.9679833332,23791.9679833332,14010.2097014124,19813.4285714286,5044.5393730682,9454.9422987436,31.8548400835307,1,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",8,996.219414773073,1131.34341511034,953.141079498855,1207.74833211409,-89.5377886122399,-146.511098783586,1.00756880733945,3,-258.376693698298,1420.43541954337,26911.115116085,53743.6250808411,638.789405359831,638.789405359831,1,16,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",5,7735.92046734812,9419.68194685769,7395.75885531953,12208.6500921668,391.393822753152,587.231942259861,0.967714062542072,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",7,10395.1363314148,3821.74273581974,12657.7518709044,19510.1253109603,5694.7306741192,3095.36883279336,3.11978270580907,10,19174.6021026416,11275.4751328699,20659.10902388,32173.2567540995,15525.9947193611,11787.9526547644,0.271837949827065,8,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",8,13549.2667799054,6889.27829328882,20874.8312821384,36426.8672049598,8184.47940890659,6029.16442727645,1.04738499603042,1,6392.64336022692,6392.64336022692,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",477,9715.54155018727,6395.21594616067,9661.45329073392,10889.6315972125,1050.02925685613,3433.68414721746,1.15,NA,NA,NA,NA,NA,NA,NA,NA,227,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",71,1702.49360772597,1478.63444063321,1500.83483613061,1812.6201993613,1449.86302639385,1788.99078805651,0.990901329249666,8,10811.8102203094,10794.8971945428,17604.8363091545,23134.0505985464,-1270.94672672111,220.649991538141,0.688775735854004,59,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",27,21017.8962890863,14158.9796831459,20514.5691571774,26643.9060172186,-3120.75789061382,-4508.69386054529,1.05163211987196,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",6,20997.9496816724,19968.5907029334,12031.4467955956,22163.1383824288,-1549.23404442147,-2098.08139726596,0.96,1,46288.4408617652,46288.4408617652,NA,0,0,0,NA,5,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",4,16977.6925372857,18758.6186894426,8759.67708644217,12648.424751922,-4334.48800418496,-4709.57103542122,0.248589964227693,1,11816.6389905743,11816.6389905743,NA,0,0,0,1,10,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",4,22812.2610239363,22409.0331335331,12277.0683958215,2427.24179450969,-2490.85239732565,-3227.19010362142,0.903072479316224,NA,NA,NA,NA,NA,NA,NA,NA,7,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
